"","GSEA.Mic.m.NM"
"100893368",-0.136246761237157
"100893386",-0.073734389182383
"100893399",1.64417013570651
"100893406",0.354002403244807
"100893410",-0.178432428962209
"100893417",-0.495080958175687
"100893428",-0.284744978256012
"100893445",-0.721580930002193
"100893461",0.844550554869024
"100893473",0.145087829751179
"100893477",-0.0216215308707587
"100893484",0.252828604839661
"100893485",0.516983183307192
"100893494",1.22578142117823
"100893503",-0.815457029709775
"100893526",-0.038807631045416
"100893531",-1.92575410672579
"100893535",0.492698345654706
"100893537",0.693079686262216
"100893538",0.038397100954131
"100893541",-0.741342690024785
"100893561",-1.4859251329888
"100893577",-0.0650676229418131
"100893592",0.66239844000204
"100893616",1.24753783986913
"100893621",-0.0661658887759047
"100893658",0.506304837035578
"100893673",0.988580194755027
"100893681",-1.53338304860501
"100893698",-1.09152419899525
"100893741",-0.30442370269575
"100893753",-0.29904629418842
"100893761",-0.489464217559356
"100893762",-0.0907222009287599
"100893810",-0.454911257802565
"100893811",-1.58356177635587
"100893850",0.705154932932595
"100893867",-0.0235502859092486
"100893872",0.0293519493089796
"100893881",0.523991769743159
"100893889",0.397524744399346
"100893897",-0.319171815291692
"100893899",0.64930834969897
"100893953",-0.280832798025921
"100893988",0.00212286763875629
"100894000",0.146306201280496
"100894008",-0.850533713640953
"100894038",0.532541133079673
"100894040",0.240453366729837
"100894042",-0.100018311914112
"100894047",0.386733425053579
"100894124",0.0430484715167175
"100894137",-1.07668609885017
"100894141",-1.28395206112835
"100894147",0.705084990480922
"105436390",-0.0525564574173163
"105436392",-0.448422359334291
"105436394",-1.12910097452433
"105436396",1.24026639847688
"105436465",-0.702736678663807
"105436618",-0.344332414271442
"105436798",-0.0939582091919909
"105436821",-1.23364315795467
"105436842",-0.185696913733112
"105436916",-0.289724442038679
"105436933",0.414736683178381
"105436944",-0.644328763874176
"105436961",0.17816502303046
"105437080",-0.22740247812202
"105437086",0.0373380722936167
"105437211",0.629830897920521
"105437263",-0.387262204286898
"105437286",1.27991327809466
"105437391",1.2807705895002
"105437418",0.536131677690681
"105437583",-0.818859067541148
"105437666",-0.160538050120203
"105437839",0.921364516294102
"105437871",0.0164603821915329
"105437930",0.121183381503185
"105437981",0.0515486118105437
"105438265",-0.479341013500673
"105438357",-0.0430797600293699
"105438467",-0.287190337766469
"105438529",-0.439109496671656
"105438545",-0.0732156445073276
"105438577",-0.482142958258457
"105438920",0.514518788717031
"105438981",-0.241158179195113
"105438986",-0.44528023079737
"105438992",-0.0197899296639051
"105439052",0.349663493801231
"105439058",-0.265320680704477
"105439276",-0.0734537102554227
"105439548",0.694835945221473
"105439599",0.75862370714463
"105439734",-0.248267525937539
"105439761",1.61561774868796
"105439762",0.326661983777307
"105439777",0.0978337555222235
"105439793",0.607189476014989
"105439901",1.64360382484164
"105439964",1.555627127717
"105440011",0.475177840999859
"105440025",0.0554066729552821
"105440032",-0.0545803532913438
"105440096",0.27010232988091
"105440127",-1.27990121979566
"105440158",0.507109730394073
"105440179",-1.40453511255505
"105440180",-0.383004087274629
"105440196",-0.694939191864863
"105440202",-0.538289090778982
"105440222",-1.04540366394951
"105440246",0.473808956902246
"105440368",0.351347409557306
"105440390",-0.260674579491404
"105440584",-0.0518915798739924
"105440607",-0.659356278718038
"105440611",0.0166981996360303
"105440991",-0.374876828135148
"105441177",1.69013145137029
"105441189",0.160999928766494
"105441196",0.0625401460245261
"105441261",-0.197925043381539
"105441271",0.680526822428248
"105441385",-0.524432357056141
"105441570",-0.551789933824574
"105441649",0.226331445171095
"105441754",-0.0650182069065723
"105441802",0.343732754750916
"105441899",-0.520727919529939
"105441920",-1.32496747172602
"105441936",0.0531545357570842
"105442119",1.1435173293495
"105442128",0.41318367319505
"105442143",1.2600100508941
"105442179",-0.333916683079078
"105442208",-0.0366750801877973
"105442240",0.192071271703668
"105442292",0.851067654421551
"105442611",1.10374126388453
"105442837",-0.103097964078557
"105442851",0.480545663625263
"105442854",-0.268865336316208
"105443002",-0.0902261600701555
"105443015",0.064265346654742
"105443071",4.33947359948979e-16
"105443126",-0.0274686738247047
"105443131",0.144161615327282
"105443181",0.222851403453132
"105443192",1.74848579712646
"105443215",0.138674841727662
"105443252",-0.124790734258314
"105443293",-0.179065866126396
"105443374",0.11717251820312
"105443432",1.01265577970904
"105443515",0.943947541305495
"105443546",-1.43409747886791
"105443707",-0.522503531291787
"105443740",-0.714287387868074
"105443782",1.72266331644285
"105443896",-0.292635467853603
"105443934",-0.245069688580002
"105443979",0.381339559916506
"105444017",-0.0776092407584552
"105444039",-1.73873542565346
"105444109",-0.392907097066195
"105444112",0.284581233302165
"105444154",-1.00476347361016
"105444158",-0.00453606059942344
"105444310",-0.311975825416286
"105444352",0.476585243875549
"105444630",0.820156919237795
"105444816",0.195728772133379
"105444870",1.2373317206528
"105444874",0.238325431270865
"105444887",0.82988190525764
"105444897",0.292791003555599
"105444985",2.03820387250637
"105445010",0.0794257811206032
"105445033",0.498609882043646
"105445095",0.203600770643004
"105445260",-0.923901673170964
"105445300",-0.542988714031318
"105445352",-0.207857357647734
"105445543",-0.589493179034533
"105445674",-0.809756759801893
"105445680",-0.488602894263964
"105445695",1.14693966294121
"105445701",-0.208322856003749
"105445861",-0.316390972766089
"105445933",0.0948726747213185
"105445936",-0.187845539907097
"105446069",0.0603959999161912
"105446077",0.838737739056517
"105446241",0.262612142414321
"105446307",-0.00929788900640479
"105446396",-0.154322315571559
"105446465",-0.372766484068347
"105446570",0.844566953527642
"105446621",-1.41689539961486
"105446682",-0.436195110088766
"105446747",0.940100986170105
"105446793",0.454772035362312
"105446826",-0.535222775625776
"105446947",0.403156507687306
"105446977",-0.280962552789441
"105446994",-1.27115084264679
"105447173",-0.338529533154583
"105447194",0.0343597673615036
"105447242",0.0253193100473853
"105447247",0.0731418618278931
"105447255",0.394145102090854
"105447389",-0.211927560538122
"105447566",0.784145815132855
"105447583",0.223003015727236
"115917874",0.532551756061885
"115917893",0.00666889803459183
"115917901",0.571753794188597
"115917905",-0.177400646043359
"115917919",0.395520799156921
"115917920",0.746525533722681
"115917923",-0.302767499613166
"115917937",1.40846125239976
"115917948",0.143903094420382
"115917952",-0.0802347771821996
"115917963",-0.130948366696591
"115917972",0.323327558110068
"115917998",0.467032603457568
"115918006",-2.95687545915065
"115918011",-0.939367858990992
"115918012",1.34799771763822
"115918014",-0.767280120332986
"115918026",1.09762257610668
"115918037",0.958975454481215
"115918053",-1.32928471352934
"115918058",-0.878591621981762
"115918094",0.505862720387929
"115918114",0.345663675008682
"115918119",0.128696237720892
"115918165",-0.159658800910933
"115918166",0.807217992351707
"115918196",-0.747348010995449
"115918203",0.594371225758817
"115918252",-0.138352355189785
"115918281",-0.200480045693761
"115918282",0.0158456340565193
"115918293",-0.00689362017566983
"115918294",0.546874391629602
"115918297",0.796121765381172
"115918324",-0.760224412008413
"115918338",1.25244868829099
"115918353",-0.0373157026959282
"115918395",-0.0138047179388009
"115918401",0.411502072768765
"115918417",-1.05445610824611
"115918431",0.260939100628917
"115918440",-0.287585905505115
"115918460",0.148678353657873
"115918461",-0.0839946452197817
"115918463",0.0203243411192508
"115918467",0.405214181578511
"115918492",0.219088800037312
"115918499",0.846700994480639
"115918507",-1.08720821117658
"115918524",-0.0490757898969791
"115918535",-0.827400978986922
"115918541",-0.363609804255955
"115918544",0.26843917625545
"115918546",0.45883900393989
"115918552",0.417594126613034
"115918572",-1.50471726864424
"115918587",0.0409042447841292
"115918595",0.0979716200809132
"115918596",-0.507606404465856
"115918601",-0.288268020234295
"115918608",0.366633555962357
"115918614",0.41959547566455
"115918630",0.061891675927469
"115918646",0.165137032658575
"115918675",0.790591953538581
"115918679",-0.385971291143001
"115918681",-0.885833140454149
"115918700",0.727759243247958
"115918701",0.31193160991546
"115918719",0.660405218849606
"115918734",-0.0771383728422825
"115918742",0.326849231282409
"115918744",0.383959660037372
"115918751",-0.312176829938636
"115918764",-0.154989213847102
"115918786",1.24952833258583
"115918787",0.319790719531725
"115918798",-0.108666994988743
"115918800",-0.810463326245997
"115918808",0.369378377867726
"115918810",0.0908466546087909
"115918811",2.77021750073989
"115918817",0.233480084354474
"115918818",1.30085031899464
"115918831",0.703749000790451
"115918833",0.627247683023261
"115918835",-0.453030259342732
"115918847",-0.0958566311137369
"115918848",-0.573644878502405
"115918856",-0.398561737452619
"115918871",-0.0713998099263627
"115918874",0.227291266889643
"115918881",-0.610512219903898
"115918891",0.258540446281383
"115918894",-0.405143646280908
"115918936",-0.195562178070111
"115918937",0.995545967098454
"115918943",-0.468618207390297
"115918960",0.725380396063087
"115918973",-0.291707681722221
"115919006",1.16689368421052
"115919024",0.938446898188092
"115919029",-0.147075116475469
"115919032",1.21722875994969
"115919047",-0.460115233728106
"115919051",-1.06051425668444
"115919055",0.0709613610360516
"115919070",-0.360677800807599
"115919073",-0.0514868228804073
"115919074",-0.460648985918845
"115919079",-1.77081257294616
"115919082",0.983733105386331
"115919091",-0.998674802408586
"115919094",0.528614717264699
"115919095",0.0713857687234349
"115919096",-0.0743093135599011
"115919098",-0.0169411148819446
"115919102",-0.167716821425239
"115919116",-0.648757789603799
"115919127",0.695378544077807
"115919135",-1.23479220592331
"115919141",-0.664477949818477
"115919153",-1.00102990280466
"115919159",-1.89424349708454
"115919171",0.0421669226998098
"115919172",0.426090783045477
"115919180",1.55300135379898
"115919211",0.0481732835448229
"115919228",-1.18639235539365
"115919292",0.191569296801535
"115919367",-1.57746233965365
"115919370",0.501960587088036
"115919390",-0.730050855523037
"115919424",-1.26741200110861
"115919445",-0.562781403734013
"115919448",0.745268259224735
"115919460",0.856117944030078
"115919498",-0.306213114436466
"115919528",-0.275449400264575
"115919751",0.586290607189029
"115919759",-0.064438098026259
"115919791",-0.138437609340555
"115919801",0.710622046044152
"115919820",0.039510722066565
"115919824",-1.7049068285149
"115919851",-0.351433052039167
"115919854",-0.063008613604306
"115919866",2.22430266193347
"115919896",-0.12751822404338
"115919934",-0.0743843875479147
"115919950",-0.590533963020463
"115919952",-0.244593544631499
"115919962",0.641956947184646
"115920154",-0.74964241470576
"115920163",0.120273779607296
"115920174",-0.794555632992062
"115920186",0.0231428452925476
"115920319",0.581106103602513
"115920325",0.119946280051353
"115920331",0.00452814807391161
"115920514",0.200961183870705
"115920526",0.593662001987557
"115920538",0.634980101067852
"115920585",-1.07036333758196
"115920592",0.280864439043358
"115920597",0.592878989551828
"115920614",0.113345206076085
"115920616",-0.443359826353642
"115920634",0.262551514719572
"115920692",-1.09140542169341
"115920735",-0.31565853528623
"115920751",0.137577373537509
"115920762",0.00515352666668741
"115920770",-0.951640245248817
"115920909",0.483399049730739
"115921054",-1.18034647748216
"115921087",-0.223005707153158
"115921160",-0.648236337327254
"115921188",0.581583567629373
"115921237",0.205268690550363
"115921603",-0.273983172477381
"115921642",-0.127713221385158
"115921650",0.0316020523476346
"115921657",-0.0273376056545635
"115921674",0.280529407645961
"115921715",-0.26554755445131
"115921720",0.138999836254661
"115921735",1.20485394963255
"115921758",-0.226799616471624
"115921777",2.35995088278732
"115921789",-0.0535500437572767
"115922149",0.154772654626116
"115922167",0.347172088377697
"115922170",0.563455415040583
"115922177",-0.148894971705415
"115922179",-0.447781904770513
"115922195",0.0195096018181624
"115922209",0.47285710358568
"115922210",-0.0191072904523313
"115922215",-0.267250877450022
"115922229",-0.221961744721738
"115922311",0.886848378034208
"115922344",-0.23027139773694
"115922478",0.459417811868797
"115922506",0.586828982441717
"115922580",-0.482803024713829
"115922584",-0.721874861700233
"115922590",0.285556013005141
"115922618",0.324878243729386
"115922629",1.9742374600445
"115922633",-0.846284366388051
"115922677",-0.533774252130998
"115922693",-0.080058606756714
"115922696",0.35680037811235
"115922714",0.304877304707973
"115922781",2.2230943661758
"115922790",-0.724687743441298
"115922931",0.435608630886352
"115922957",-0.781280337285392
"115922968",-0.557793968788948
"115923009",0.225830450959878
"115923029",-0.58206189985475
"115923439",-0.85963520687652
"115923492",-0.137021716213072
"115923536",0.656654850346904
"115923537",1.35931951981406
"115923545",0.250435422930306
"115923567",-0.366553182858903
"115923578",-0.134140815489918
"115923638",0.359216286892874
"115923654",0.0236420559972455
"115923664",-0.340798665285846
"115923741",-0.852962109448639
"115923837",-0.492405362375577
"115923875",0.0184947714122975
"115923970",-0.155865173664034
"115923976",1.14474783795068
"115923978",-0.146016668563854
"115923979",0.632304588290229
"115923990",-1.43667940839552
"115923994",-0.257758650753378
"115924017",0.506811105948498
"115924033",-1.29733134383647
"115924035",-0.449408358647566
"115924038",-0.354418253840935
"115924043",0.070230091747455
"115924044",0.0066594354582503
"115924090",0.23391375819839
"115924095",-0.399610199494077
"115924098",-1.14442275305193
"115924195",-0.216200529696227
"115924216",-1.82525137430385
"115924219",0.257005962019441
"115924232",0.231826690248547
"115924254",0.567425623836836
"115924456",0.0441817926487087
"115924483",-0.0247436204210205
"115924505",-0.0245146756318045
"115924514",0.0550072575576878
"115924523",0.265980884066744
"115924541",0.378982527214855
"115924545",0.542243929381245
"115924556",0.300884468470676
"115924558",0.178071800064746
"115924580",-0.306893367549604
"115924623",0.0448448425658849
"115924928",0.0833056136041064
"115924973",-0.0486761811941967
"115925129",0.0692181399672885
"115925254",-1.75343735828809
"115925479",-0.657743949211615
"115925492",0.869781796313792
"115925590",-0.886572673193677
"115925824",0.216423503032215
"115926014",-0.601077447243898
"115926082",-2.02963368373481
"115926101",0.84102408962932
"115926111",-0.223999103801364
"115926159",-0.16028199945377
"115926170",1.11728503861299
"115926237",0.518351915240774
"115926463",-0.587161986711916
"115926559",1.28884960805813
"115926599",0.500890003113732
"115926675",-0.467016834314255
"115926704",-0.00232616464568805
"115926715",-0.0337720075343056
"115926730",0.31359062610725
"115926793",0.493758360816273
"115926878",0.492964251925115
"115926883",-0.664473275358756
"115927066",-0.100589375064761
"115927100",-0.0568594513012755
"115927182",1.00165594669114
"115927202",-0.161747596170432
"115927221",-0.559870602212696
"115927279",1.07104791538553
"115927285",1.22321250514093
"115927438",0.624374337874586
"115927447",-0.899135860215902
"115927475",-0.282301484391505
"115927486",0.425958308044782
"115927490",-0.498118879689859
"115927498",1.92218436857521
"115927501",-0.0749429787512036
"115927502",-0.436545873035017
"115927531",-0.188836813835315
"115927884",0.577427877624044
"115927930",0.236853372432132
"115927957",-0.419598440354307
"115928020",0.224162036348246
"115928028",-0.419792496791802
"115928039",-0.968072857480233
"115928065",0.239244480756501
"115928149",-0.246416388418878
"115928213",-0.0777176638624344
"115928263",-0.43449387663989
"115928302",1.85746644909991
"115928321",2.04110374827063
"115928326",-0.0683112059197459
"115928336",-0.414924541159275
"115928339",-0.139503026620593
"115928344",0.298283840164816
"115928353",0.241124551090942
"115928358",1.47866869929096
"115928554",1.10465373944825
"115928558",0.302078632812167
"115928582",-0.154497106441241
"115928612",0.690145062930704
"115928644",0.514413443395907
"115928651",0.0504439927365822
"115928679",1.01905735562975
"115928701",-0.156498672793916
"115928715",-0.344145700596793
"115928830",0.86267887637802
"115928861",-0.902318113115779
"115929028",-0.330982593554654
"115929072",0.786350971420548
"115929091",-0.254457384818771
"115929143",0.291589736763072
"115929165",0.137926744197732
"115929176",0.685152288944733
"115929182",0.176269622046137
"115929194",-0.586397482840308
"115929206",-0.47386210672362
"115929210",0.12176191968134
"115929233",-0.307077574739799
"115929256",0.386722123719352
"115929266",-0.249803259058894
"115929309",0.32453858824513
"115929317",-0.196427367913417
"115929466",-0.715198398505789
"115929516",-0.313103534511121
"115929517",0.156046970296861
"115929546",-0.0265360520009074
"115929566",0.70910689102386
"115929601",-1.75624042011908
"115929607",-0.683363027160621
"115929651",-0.92722442803409
"115929709",-0.0851671830134286
"115929718",0.513125926553226
"115929729",-0.0922221314368798
"115929731",0.346010965813849
"115929759",-0.331623702539261
"115929987",-1.05696809067106
"115930000",1.47019606314744
"373183",-1.0548616017204
"373186",-0.446366888678839
"373187",-0.188885294150107
"373202",-0.118377284953262
"373204",0.73913782771507
"373206",1.31028709729276
"373210",0.617790222586147
"373219",0.821729108656281
"373225",-0.696626681521918
"373234",-0.597544475512646
"373238",-0.596851953414148
"373239",0.868271163644901
"373240",2.32584135184323
"373241",-0.798659397411364
"373242",-0.485360732164441
"373246",0.430661580477221
"373247",0.244591669226044
"373273",0.00870694269311066
"373284",2.15030768690849
"373285",1.40551387956546
"373287",-0.462497757480597
"373288",0.205192893958019
