"","Class.L3","V1"
"4491","TF_NR","ECB-GENEPAGE-23108977"
"4492","Phosphatase_Tyrosine","ECB-GENEPAGE-23057630"
"4493","Cytoskeleton_Actin_Binding","ECB-GENEPAGE-23097431"
"4494","CalciumToolkit","ECB-GENEPAGE-23097431"
"4495","Metabolism_Carbohydrate","ECB-GENEPAGE-23179636"
"4496","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23179642"
"4497","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23179642"
"4498","Cytoskeleton_Dynein","ECB-GENEPAGE-23131662"
"4499","Signaling_Hedgehog","ECB-GENEPAGE-23060444"
"4500","Immunity_ReceptorNLR","ECB-GENEPAGE-23035086"
"4501","Immunity_ReceptorNLR","ECB-GENEPAGE-23035074"
"4502","Immunity_ReceptorNLR","ECB-GENEPAGE-23035078"
"4503","Metabolism_AminoAcid","ECB-GENEPAGE-23127298"
"4504","Metalloprotease","ECB-GENEPAGE-23127298"
"4505","Nervous_Chemosensory","ECB-GENEPAGE-23177918"
"4506","GPCRRhodopsin_All","ECB-GENEPAGE-23177918"
"4507","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23114970"
"4508","Metabolism_AminoAcid","ECB-GENEPAGE-23183819"
"4509","Metabolism_Lipid","ECB-GENEPAGE-23041607"
"4510","Metabolism_Lipid","ECB-GENEPAGE-23041634"
"4511","Metabolism_Lipid","ECB-GENEPAGE-23058401"
"4512","Immunity_EffectorCytolytic","ECB-GENEPAGE-23186535"
"4513","Cytoskeleton_MicrotubuleAssociated","ECB-GENEPAGE-23160159"
"4514","GPCRRhodopsin_All","ECB-GENEPAGE-23132064"
"4515","Nervous_Chemosensory","ECB-GENEPAGE-23132064"
"4516","GTPase_Ras_Ras","ECB-GENEPAGE-23065809"
"4517","Nervous_Chemosensory","ECB-GENEPAGE-23127396"
"4518","GPCRRhodopsin_All","ECB-GENEPAGE-23127396"
"4519","Cytoskeleton_Tubulin","ECB-GENEPAGE-23183352"
"4520","Metabolism_Carbohydrate","ECB-GENEPAGE-23196062"
"4521","Adhesion_ECMProteoglycan","ECB-GENEPAGE-23196062"
"4522","Defensome_HSP","ECB-GENEPAGE-23031795"
"4523","Defensome_HSP","ECB-GENEPAGE-23031953"
"4524","Metabolism_AminoAcid","ECB-GENEPAGE-23113609"
"4525","Immunity_Signal","ECB-GENEPAGE-23113620"
"4526","Oogenesis","ECB-GENEPAGE-23140193"
"4527","TF_NR","ECB-GENEPAGE-23145173"
"4528","Nervous_Chemosensory","ECB-GENEPAGE-23081352"
"4529","GPCRRhodopsin_All","ECB-GENEPAGE-23081352"
"4530","Metabolism_AminoAcid","ECB-GENEPAGE-23184433"
"4531","Adhesion_ReceptorCadherin","ECB-GENEPAGE-23041431"
"4532","GTPase_Ras_Arf","ECB-GENEPAGE-23152664"
"4533","Metabolism_Nucleotide","ECB-GENEPAGE-23173816"
"4534","GTPase_Ras_Rab","ECB-GENEPAGE-23109302"
"4535","Metabolism_AminoAcid","ECB-GENEPAGE-23109377"
"4536","Immunity_Signal","ECB-GENEPAGE-23126182"
"4537","Kinase_CAMK","ECB-GENEPAGE-23126182"
"4538","Immunity_Signal","ECB-GENEPAGE-23070437"
"4539","Adhesion_ECMCollagen","ECB-GENEPAGE-23057501"
"4540","GPCRRhodopsin_All","ECB-GENEPAGE-23189888"
"4541","Metabolism_Carbohydrate","ECB-GENEPAGE-23087657"
"4542","CalciumToolkit","ECB-GENEPAGE-23109476"
"4543","Nervous_NOSignaling","ECB-GENEPAGE-23109476"
"4544","Immunity_EffectorOther","ECB-GENEPAGE-23109476"
"4545","EggActivation","ECB-GENEPAGE-23109476"
"4546","GPCRRhodopsin_All","ECB-GENEPAGE-23010707"
"4547","Nervous_Chemosensory","ECB-GENEPAGE-23010707"
"4548","Immunity_Coagulation_Coagulation","ECB-GENEPAGE-23020275"
"4549","Immunity_Coagulation_Coagulation","ECB-GENEPAGE-23020275"
"4550","Metabolism_Lipid","ECB-GENEPAGE-23043905"
"4551","Metabolism_Lipid","ECB-GENEPAGE-23043453"
"4552","Cytoskeleton_Myosin","ECB-GENEPAGE-23066813"
"4553","Cytoskeleton_Tubulin","ECB-GENEPAGE-23017278"
"4554","Cytoskeleton_Tubulin","ECB-GENEPAGE-23173138"
"4555","CalciumToolkit","ECB-GENEPAGE-23017254"
"4556","TranslationFactor","ECB-GENEPAGE-23194903"
"4557","ZNF","ECB-GENEPAGE-23036857"
"4558","ZNF","ECB-GENEPAGE-23036869"
"4559","Defensome_Sensor","ECB-GENEPAGE-23180980"
"4560","GTPase_Galpha","ECB-GENEPAGE-23161625"
"4561","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23019291"
"4562","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23019286"
"4563","Metabolism_Lipid","ECB-GENEPAGE-23019291"
"4564","Metabolism_Lipid","ECB-GENEPAGE-23019286"
"4565","Metabolism_Lipid","ECB-GENEPAGE-23068320"
"4566","TF_Homeo","ECB-GENEPAGE-23047512"
"4567","Metabolism_Lipid","ECB-GENEPAGE-23029655"
"4568","GPCRRhodopsin_All","ECB-GENEPAGE-23066453"
"4569","Adhesion_ECMNeural","ECB-GENEPAGE-23060240"
"4570","GPCRRhodopsin_All","ECB-GENEPAGE-23041183"
"4571","Metabolism_Coenzyme","ECB-GENEPAGE-23056064"
"4572","Metabolism_Energy","ECB-GENEPAGE-23165176"
"4573","Nervous_TF","ECB-GENEPAGE-23043421"
"4574","Nervous_TF","ECB-GENEPAGE-23043879"
"4575","Nervous_Placode","ECB-GENEPAGE-23043421"
"4576","Nervous_Placode","ECB-GENEPAGE-23043879"
"4577","TF_Homeo","ECB-GENEPAGE-23043421"
"4578","TF_Homeo","ECB-GENEPAGE-23043879"
"4579","Immunity_ReceptorNLR","ECB-GENEPAGE-23084114"
"4580","Immunity_ReceptorTLR","ECB-GENEPAGE-23085866"
"4581","Signaling_Notch","ECB-GENEPAGE-23085870"
"4582","Adhesion_ReceptorCadherin","ECB-GENEPAGE-23040962"
"4583","GTPase_RhoRegulator_RhoGEFDH","ECB-GENEPAGE-23172442"
"4584","EggActivation","ECB-GENEPAGE-23079957"
"4585","Kinase_TKL","ECB-GENEPAGE-23079957"
"4586","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23058125"
"4587","Metabolism_InorganicIon","ECB-GENEPAGE-23045362"
"4588","Metabolism_Energy","ECB-GENEPAGE-23045375"
"4589","Nervous_Chemosensory","ECB-GENEPAGE-23138691"
"4590","GPCRRhodopsin_All","ECB-GENEPAGE-23138691"
"4591","Immunity_ReceptorNLR","ECB-GENEPAGE-23127369"
"4592","Signaling_Notch","ECB-GENEPAGE-23163497"
"4593","GTPase_RhoRegulator_RhoGEFDH","ECB-GENEPAGE-23052222"
"4594","Kinase_TK","ECB-GENEPAGE-23060326"
"4595","EggActivation","ECB-GENEPAGE-23060326"
"4596","Immunity_Signal","ECB-GENEPAGE-23060326"
"4597","Metabolism_Carbohydrate","ECB-GENEPAGE-23029708"
"4598","Metabolism_Carbohydrate","ECB-GENEPAGE-23029704"
"4599","Metabolism_Carbohydrate","ECB-GENEPAGE-23029700"
"4600","Adhesion_ReceptorIntegrin","ECB-GENEPAGE-23103349"
"4601","Nervous_SynapticVesicleRelease","ECB-GENEPAGE-23109115"
"4602","Metalloprotease","ECB-GENEPAGE-23112048"
"4603","Metabolism_Coenzyme","ECB-GENEPAGE-23145463"
"4604","Adhesion_ECMCollagen","ECB-GENEPAGE-23145484"
"4605","Biomineralization_Collagen","ECB-GENEPAGE-23145484"
"4606","Metabolism_Carbohydrate","ECB-GENEPAGE-23077357"
"4607","TF_Other","ECB-GENEPAGE-23094311"
"4608","Immunity_TF","ECB-GENEPAGE-23094311"
"4609","Signaling_WntFzd","ECB-GENEPAGE-23180159"
"4610","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23092530"
"4611","ZNF","ECB-GENEPAGE-23110603"
"4612","Metabolism_Energy","ECB-GENEPAGE-23079837"
"4613","GPCRRhodopsin_All","ECB-GENEPAGE-23068633"
"4614","Nervous_Chemosensory","ECB-GENEPAGE-23068638"
"4615","GPCRRhodopsin_All","ECB-GENEPAGE-23068638"
"4616","ZNF","ECB-GENEPAGE-23118826"
"4617","Metabolism_Carbohydrate","ECB-GENEPAGE-23086659"
"4618","CellCycle","ECB-GENEPAGE-23052982"
"4619","Immunity_ReceptorNLR","ECB-GENEPAGE-23038639"
"4620","Immunity_ReceptorNLR","ECB-GENEPAGE-23038678"
"4621","GPCRRhodopsin_All","ECB-GENEPAGE-23127795"
"4622","Nervous_Chemosensory","ECB-GENEPAGE-23127795"
"4623","CalciumToolkit","ECB-GENEPAGE-23036666"
"4624","CalciumToolkit","ECB-GENEPAGE-23102450"
"4625","Metabolism_Energy","ECB-GENEPAGE-23102464"
"4626","Signaling_Notch","ECB-GENEPAGE-23164125"
"4627","Immunity_ReceptorScavenger","ECB-GENEPAGE-23031140"
"4628","Immunity_ReceptorScavenger","ECB-GENEPAGE-23031130"
"4629","Immunity_ReceptorScavenger","ECB-GENEPAGE-23031120"
"4630","GPCRRhodopsin_All","ECB-GENEPAGE-23127392"
"4631","Nervous_Chemosensory","ECB-GENEPAGE-23127392"
"4632","Metalloprotease","ECB-GENEPAGE-23172187"
"4633","Nervous_Chemosensory","ECB-GENEPAGE-23091369"
"4634","GPCRRhodopsin_All","ECB-GENEPAGE-23091369"
"4635","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23012515"
"4636","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23012535"
"4637","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029000"
"4638","Metalloprotease","ECB-GENEPAGE-23106036"
"4639","Metalloprotease","ECB-GENEPAGE-23106042"
"4640","Immunity_ReceptorTLR","ECB-GENEPAGE-23112435"
"4641","TF_Other","ECB-GENEPAGE-23048261"
"4642","Metalloprotease","ECB-GENEPAGE-23074812"
"4643","Metabolism_Carbohydrate","ECB-GENEPAGE-23050610"
"4644","Metabolism_Carbohydrate","ECB-GENEPAGE-23029712"
"4645","TF_Homeo","ECB-GENEPAGE-23023647"
"4646","Immunity_ReceptorIg","ECB-GENEPAGE-23032293"
"4647","CalciumToolkit","ECB-GENEPAGE-23103494"
"4648","EggActivation","ECB-GENEPAGE-23103494"
"4649","Cytoskeleton_Kinesin","ECB-GENEPAGE-23182943"
"4650","Metabolism_Carbohydrate","ECB-GENEPAGE-23146385"
"4651","Metabolism_Lipid","ECB-GENEPAGE-23110663"
"4652","Metabolism_Energy","ECB-GENEPAGE-23068544"
"4653","Immunity_ReceptorTLR","ECB-GENEPAGE-23123551"
"4654","Metabolism_InorganicIon","ECB-GENEPAGE-23083242"
"4655","Metabolism_InorganicIon","ECB-GENEPAGE-23011211"
"4656","Biomineralization_Cyclophilin","ECB-GENEPAGE-23010177"
"4657","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23179125"
"4658","Defensome_TransporterIon","ECB-GENEPAGE-23179125"
"4659","Nervous_Chemosensory","ECB-GENEPAGE-23181615"
"4660","GPCRRhodopsin_All","ECB-GENEPAGE-23181615"
"4661","GPCRRhodopsin_All","ECB-GENEPAGE-23075301"
"4662","Metabolism_Coenzyme","ECB-GENEPAGE-23185781"
"4663","Metabolism_Energy","ECB-GENEPAGE-23185787"
"4664","Phosphatase_Tyrosine","ECB-GENEPAGE-23185793"
"4665","GPCRRhodopsin_All","ECB-GENEPAGE-23128042"
"4666","Nervous_Chemosensory","ECB-GENEPAGE-23128042"
"4667","GPCRRhodopsin_All","ECB-GENEPAGE-23128038"
"4668","Nervous_Chemosensory","ECB-GENEPAGE-23128038"
"4669","Defensome_Sensor","ECB-GENEPAGE-23128032"
"4670","GTPase_Ras_Rab","ECB-GENEPAGE-23151556"
"4671","Kinase_Other","ECB-GENEPAGE-23136787"
"4672","Defensome_TransporterABC","ECB-GENEPAGE-23084924"
"4673","Metabolism_Carbohydrate","ECB-GENEPAGE-23084872"
"4674","Metabolism_Carbohydrate","ECB-GENEPAGE-23085140"
"4675","Biomineralization_MSP130","ECB-GENEPAGE-23084853"
"4676","Biomineralization_MSP130","ECB-GENEPAGE-23085109"
"4677","Immunity_ReceptorTLR","ECB-GENEPAGE-23084833"
"4678","Immunity_ReceptorScavenger","ECB-GENEPAGE-23025979"
"4679","Immunity_ReceptorScavenger","ECB-GENEPAGE-23025983"
"4680","Immunity_ReceptorScavenger","ECB-GENEPAGE-23025987"
"4681","Immunity_ReceptorScavenger","ECB-GENEPAGE-23111070"
"4682","Immunity_ReceptorScavenger","ECB-GENEPAGE-23025973"
"4683","Histone_RepcationDepedent_Late","ECB-GENEPAGE-23019032"
"4684","Metabolism_Energy","ECB-GENEPAGE-23019027"
"4685","Cytoskeleton_MicrotubuleAssociated","ECB-GENEPAGE-23108604"
"4686","GTPase_RhoRegulator_RhoGEFCZH","ECB-GENEPAGE-23137708"
"4687","TF_NR","ECB-GENEPAGE-23145141"
"4688","Metabolism_Coenzyme","ECB-GENEPAGE-23040700"
"4689","ZNF","ECB-GENEPAGE-23195841"
"4690","GTPase_Ras_Other","ECB-GENEPAGE-23175935"
"4691","Phosphatase_Tyrosine","ECB-GENEPAGE-23057956"
"4692","Nervous_Placode","ECB-GENEPAGE-23057956"
"4693","Nervous_GrowthFactorRelated","ECB-GENEPAGE-23063564"
"4694","Immunity_EffectorCytolytic","ECB-GENEPAGE-23186822"
"4695","Nervous_Chemosensory","ECB-GENEPAGE-23175882"
"4696","GPCRRhodopsin_All","ECB-GENEPAGE-23175882"
"4697","Nervous_Chemosensory","ECB-GENEPAGE-23175882"
"4698","GPCRRhodopsin_All","ECB-GENEPAGE-23175882"
"4699","Nervous_Chemosensory","ECB-GENEPAGE-23175894"
"4700","GPCRRhodopsin_All","ECB-GENEPAGE-23175894"
"4701","GPCRRhodopsin_All","ECB-GENEPAGE-23175898"
"4702","Nervous_Chemosensory","ECB-GENEPAGE-23175898"
"4703","Nervous_Chemosensory","ECB-GENEPAGE-23175890"
"4704","GPCRRhodopsin_All","ECB-GENEPAGE-23175890"
"4705","Nervous_Chemosensory","ECB-GENEPAGE-23175890"
"4706","GPCRRhodopsin_All","ECB-GENEPAGE-23175890"
"4707","ZNF","ECB-GENEPAGE-23121263"
"4708","ZNF","ECB-GENEPAGE-23090348"
"4709","Defensome_TransporterABC","ECB-GENEPAGE-23023279"
"4710","Kinase_CAMK","ECB-GENEPAGE-23110766"
"4711","Metabolism_Lipid","ECB-GENEPAGE-23056831"
"4712","Kinase_CAMK","ECB-GENEPAGE-23175636"
"4713","CalciumToolkit","ECB-GENEPAGE-23175636"
"4714","GPCRRhodopsin_All","ECB-GENEPAGE-23050955"
"4715","Nervous_Chemosensory","ECB-GENEPAGE-23050955"
"4716","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23017595"
"4717","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23017528"
"4718","GTPase_Ras_Rab","ECB-GENEPAGE-23062020"
"4719","Signaling_Hedgehog","ECB-GENEPAGE-23012855"
"4720","Cytoskeleton_MicrotubuleAssociated","ECB-GENEPAGE-23075957"
"4721","Metabolism_Coenzyme","ECB-GENEPAGE-23075951"
"4722","Immunity_Signal","ECB-GENEPAGE-23055813"
"4723","Immunity_ReceptorNLR","ECB-GENEPAGE-23051036"
"4724","Immunity_ReceptorNLR","ECB-GENEPAGE-23011098"
"4725","Immunity_ReceptorScavenger","ECB-GENEPAGE-23110111"
"4726","Metabolism_Carbohydrate","ECB-GENEPAGE-23076093"
"4727","CalciumToolkit","ECB-GENEPAGE-23161681"
"4728","EggActivation","ECB-GENEPAGE-23161681"
"4729","Signaling_Hedgehog","ECB-GENEPAGE-23012855"
"4730","Signaling_Hedgehog","ECB-GENEPAGE-23060444"
"4731","GPCRRhodopsin_All","ECB-GENEPAGE-23086445"
"4732","Nervous_Chemosensory","ECB-GENEPAGE-23086445"
"4733","GPCRRhodopsin_All","ECB-GENEPAGE-23129304"
"4734","Nervous_Chemosensory","ECB-GENEPAGE-23129304"
"4735","Kinase_Other","ECB-GENEPAGE-23081174"
"4736","Defensome_MetalDetoxification","ECB-GENEPAGE-23040219"
"4737","Defensome_TransporterABC","ECB-GENEPAGE-23040243"
"4738","Metabolism_AminoAcid","ECB-GENEPAGE-23040291"
"4739","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23040257"
"4740","Defensome_TransporterABC","ECB-GENEPAGE-23040257"
"4741","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23174491"
"4742","Defensome_TransporterIon","ECB-GENEPAGE-23174491"
"4743","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029448"
"4744","Metabolism_InorganicIon","ECB-GENEPAGE-23176287"
"4745","Cytoskeleton_Regulator","ECB-GENEPAGE-23025521"
"4746","Immunity_ReceptorTLR","ECB-GENEPAGE-23098999"
"4747","Immunity_ReceptorTLR","ECB-GENEPAGE-23010285"
"4748","Immunity_ReceptorTLR","ECB-GENEPAGE-23010289"
"4749","Metabolism_InorganicIon","ECB-GENEPAGE-23018746"
"4750","ZNF","ECB-GENEPAGE-23096399"
"4751","ZNF","ECB-GENEPAGE-23124582"
"4752","Apoptosis_BIR","ECB-GENEPAGE-23124605"
"4753","Apoptosis_BIR","ECB-GENEPAGE-23124590"
"4754","Metabolism_Carbohydrate","ECB-GENEPAGE-23034549"
"4755","Metabolism_Lipid","ECB-GENEPAGE-23181177"
"4756","Metabolism_Lipid","ECB-GENEPAGE-23181189"
"4757","Metabolism_AminoAcid","ECB-GENEPAGE-23181160"
"4758","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23136251"
"4759","Immunity_ReceptorTLR","ECB-GENEPAGE-23172896"
"4760","Immunity_ReceptorScavenger","ECB-GENEPAGE-23133442"
"4761","Immunity_ReceptorScavenger","ECB-GENEPAGE-23141014"
"4762","GPCRRhodopsin_All","ECB-GENEPAGE-23135298"
"4763","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23033975"
"4764","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23033968"
"4765","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23033975"
"4766","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23033968"
"4767","Immunity_ReceptorScavenger","ECB-GENEPAGE-23166025"
"4768","Immunity_ReceptorNLR","ECB-GENEPAGE-23107284"
"4769","GTPase_SRP_GTPase","ECB-GENEPAGE-23080423"
"4770","Metabolism_AminoAcid","ECB-GENEPAGE-23080429"
"4771","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23064144"
"4772","EggActivation","ECB-GENEPAGE-23196269"
"4773","Immunity_ReceptorNLR","ECB-GENEPAGE-23191042"
"4774","Immunity_ReceptorNLR","ECB-GENEPAGE-23121548"
"4775","Immunity_ReceptorNLR","ECB-GENEPAGE-23021303"
"4776","Immunity_ReceptorNLR","ECB-GENEPAGE-23021307"
"4777","Signaling_Notch","ECB-GENEPAGE-23140083"
"4778","Metabolism_InorganicIon","ECB-GENEPAGE-23181395"
"4779","Kinase_Other","ECB-GENEPAGE-23164853"
"4780","CalciumToolkit","ECB-GENEPAGE-23128524"
"4781","Nervous_TF","ECB-GENEPAGE-23144664"
"4782","TF_Homeo","ECB-GENEPAGE-23144664"
"4783","TF_Homeo","ECB-GENEPAGE-23141914"
"4784","Nervous_Retinal","ECB-GENEPAGE-23141914"
"4785","Nervous_TF","ECB-GENEPAGE-23141914"
"4786","TF_Sox/HMG","ECB-GENEPAGE-23059805"
"4787","TF_Homeo","ECB-GENEPAGE-23075905"
"4788","CellCycle","ECB-GENEPAGE-23086942"
"4789","Kinase_Other","ECB-GENEPAGE-23086942"
"4790","Immunity_ReceptorTLR","ECB-GENEPAGE-23098999"
"4791","ZNF","ECB-GENEPAGE-23074805"
"4792","Defensome_TransporterIon","ECB-GENEPAGE-23024650"
"4793","Defensome_TransporterIon","ECB-GENEPAGE-23024645"
"4794","Defensome_TransporterIon","ECB-GENEPAGE-23024667"
"4795","Defensome_TransporterIon","ECB-GENEPAGE-23024654"
"4796","GPCRRhodopsin_All","ECB-GENEPAGE-23024641"
"4797","Nervous_Chemosensory","ECB-GENEPAGE-23024641"
"4798","GPCRRhodopsin_All","ECB-GENEPAGE-23033808"
"4799","Nervous_Chemosensory","ECB-GENEPAGE-23033808"
"4800","Defensome_TransporterABC","ECB-GENEPAGE-23054512"
"4801","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23054512"
"4802","Immunity_ReceptorCLectin","ECB-GENEPAGE-23062858"
"4803","Immunity_EffectorCytolytic","ECB-GENEPAGE-23054156"
"4804","Nervous_SynapticVesicleRelease","ECB-GENEPAGE-23150736"
"4805","Metabolism_AminoAcid","ECB-GENEPAGE-23150729"
"4806","Kinase_Other","ECB-GENEPAGE-23150694"
"4807","TF_bHLH","ECB-GENEPAGE-23150662"
"4808","CellCycle","ECB-GENEPAGE-23150677"
"4809","Metabolism_AminoAcid","ECB-GENEPAGE-23150742"
"4810","Kinase_Other","ECB-GENEPAGE-23068655"
"4811","ZNF","ECB-GENEPAGE-23012864"
"4812","ZNF","ECB-GENEPAGE-23012766"
"4813","ZNF","ECB-GENEPAGE-23012770"
"4814","ZNF","ECB-GENEPAGE-23128937"
"4815","ZNF","ECB-GENEPAGE-23012846"
"4816","ZNF","ECB-GENEPAGE-23012860"
"4817","ZNF","ECB-GENEPAGE-23012785"
"4818","ZNF","ECB-GENEPAGE-23012842"
"4819","Immunity_ReceptorTLR","ECB-GENEPAGE-23076744"
"4820","GPCRRhodopsin_All","ECB-GENEPAGE-23079447"
"4821","Metalloprotease","ECB-GENEPAGE-23124889"
"4822","Metabolism_Lipid","ECB-GENEPAGE-23133331"
"4823","Metabolism_Carbohydrate","ECB-GENEPAGE-23134500"
"4824","TF_Homeo","ECB-GENEPAGE-23194202"
"4825","Nervous_Retinal","ECB-GENEPAGE-23194202"
"4826","Nervous_TF","ECB-GENEPAGE-23194202"
"4827","Kinase_CAMK","ECB-GENEPAGE-23160376"
"4828","Signaling_Hedgehog","ECB-GENEPAGE-23137438"
"4829","Metabolism_Lipid","ECB-GENEPAGE-23148553"
"4830","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23026698"
"4831","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23026689"
"4832","Metabolism_Lipid","ECB-GENEPAGE-23024093"
"4833","TF_bHLH","ECB-GENEPAGE-23029625"
"4834","GTPase_RhoRegulator_RhoGEFDH","ECB-GENEPAGE-23081846"
"4835","CalciumToolkit","ECB-GENEPAGE-23010393"
"4836","EggActivation","ECB-GENEPAGE-23010393"
"4837","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23129199"
"4838","Metabolism_Energy","ECB-GENEPAGE-23157034"
"4839","GTPase_Ras_Rab","ECB-GENEPAGE-23048954"
"4840","Apoptosis_BIR","ECB-GENEPAGE-23123461"
"4841","Immunity_ReceptorTLR","ECB-GENEPAGE-23059380"
"4842","Nervous_SynapticVesicleRelease","ECB-GENEPAGE-23143770"
"4843","Metabolism_Carbohydrate","ECB-GENEPAGE-23040349"
"4844","Defensome_Antioxidant","ECB-GENEPAGE-23040363"
"4845","Defensome_Antioxidant","ECB-GENEPAGE-23040525"
"4846","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23080096"
"4847","Adhesion_ECMFibropellin","ECB-GENEPAGE-23154986"
"4848","GPCRRhodopsin_All","ECB-GENEPAGE-23091893"
"4849","GPCRRhodopsin_All","ECB-GENEPAGE-23015067"
"4850","Cytoskeleton_Myosin","ECB-GENEPAGE-23102194"
"4851","Nervous_TF","ECB-GENEPAGE-23102188"
"4852","TF_bHLH","ECB-GENEPAGE-23102188"
"4853","Metabolism_InorganicIon","ECB-GENEPAGE-23093335"
"4854","Kinase_CAMK","ECB-GENEPAGE-23190839"
"4855","Nervous_GrowthFactorRelated","ECB-GENEPAGE-23190833"
"4856","TF_NR","ECB-GENEPAGE-23190833"
"4857","Metabolism_InorganicIon","ECB-GENEPAGE-23190826"
"4858","CalciumToolkit","ECB-GENEPAGE-23190826"
"4859","TF_Forkhead","ECB-GENEPAGE-23134228"
"4860","Nervous_TF","ECB-GENEPAGE-23134228"
"4861","Adhesion_ECMFibropellin","ECB-GENEPAGE-23141111"
"4862","Histone_RepcationIndepedent","ECB-GENEPAGE-23041473"
"4863","Nervous_Chemosensory","ECB-GENEPAGE-23041469"
"4864","GPCRRhodopsin_All","ECB-GENEPAGE-23041469"
"4865","Nervous_Chemosensory","ECB-GENEPAGE-23054971"
"4866","GPCRRhodopsin_All","ECB-GENEPAGE-23054971"
"4867","GPCRRhodopsin_All","ECB-GENEPAGE-23054971"
"4868","Nervous_Chemosensory","ECB-GENEPAGE-23054971"
"4869","Metabolism_Lipid","ECB-GENEPAGE-23091363"
"4870","TF_Homeo","ECB-GENEPAGE-23039283"
"4871","Nervous_Placode","ECB-GENEPAGE-23039283"
"4872","EggActivation","ECB-GENEPAGE-23060326"
"4873","Immunity_Signal","ECB-GENEPAGE-23060326"
"4874","Kinase_TK","ECB-GENEPAGE-23060326"
"4875","Metalloprotease","ECB-GENEPAGE-23042311"
"4876","Metabolism_Nucleotide","ECB-GENEPAGE-23187400"
"4877","Metabolism_Energy","ECB-GENEPAGE-23187418"
"4878","GPCRRhodopsin_All","ECB-GENEPAGE-23053900"
"4879","Nervous_Chemosensory","ECB-GENEPAGE-23053900"
"4880","Biomineralization_MSP130","ECB-GENEPAGE-23080941"
"4881","GTPase_Ras_Rab","ECB-GENEPAGE-23068667"
"4882","EggActivation","ECB-GENEPAGE-23030391"
"4883","CalciumToolkit","ECB-GENEPAGE-23030391"
"4884","Immunity_ReceptorNLR","ECB-GENEPAGE-23077628"
"4885","Metabolism_Nucleotide","ECB-GENEPAGE-23144883"
"4886","Nervous_Chemosensory","ECB-GENEPAGE-23190271"
"4887","GPCRRhodopsin_All","ECB-GENEPAGE-23190271"
"4888","GTPase_Galpha","ECB-GENEPAGE-23161625"
"4889","Metabolism_Lipid","ECB-GENEPAGE-23020069"
"4890","Metabolism_Lipid","ECB-GENEPAGE-23020065"
"4891","EggActivation","ECB-GENEPAGE-23193251"
"4892","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23118192"
"4893","TF_bzip","ECB-GENEPAGE-23154508"
"4894","GPCRRhodopsin_All","ECB-GENEPAGE-23068625"
"4895","Nervous_Chemosensory","ECB-GENEPAGE-23068625"
"4896","Nervous_Chemosensory","ECB-GENEPAGE-23037623"
"4897","GPCRRhodopsin_All","ECB-GENEPAGE-23037623"
"4898","Nervous_Placode","ECB-GENEPAGE-23039825"
"4899","Nervous_Placode","ECB-GENEPAGE-23039731"
"4900","Immunity_TF","ECB-GENEPAGE-23039825"
"4901","Immunity_TF","ECB-GENEPAGE-23039731"
"4902","TF_Homeo","ECB-GENEPAGE-23039825"
"4903","TF_Homeo","ECB-GENEPAGE-23039731"
"4904","Nervous_Chemosensory","ECB-GENEPAGE-23143453"
"4905","GPCRRhodopsin_All","ECB-GENEPAGE-23143453"
"4906","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4907","Metabolism_Energy","ECB-GENEPAGE-23172602"
"4908","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4909","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4910","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4911","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4912","Metabolism_Energy","ECB-GENEPAGE-23172606"
"4913","Metabolism_Carbohydrate","ECB-GENEPAGE-23174232"
"4914","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23157845"
"4915","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23157845"
