"","Class.L3","V1"
"1","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23034559"
"2","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23034564"
"3","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23052193"
"4","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23052189"
"5","Signaling_WntFzd","ECB-GENEPAGE-23168188"
"6","Metabolism_AminoAcid","ECB-GENEPAGE-23051153"
"7","Metabolism_AminoAcid","ECB-GENEPAGE-23051171"
"8","Metabolism_AminoAcid","ECB-GENEPAGE-23051331"
"9","Immunity_ReceptorNLR","ECB-GENEPAGE-23027609"
"10","Immunity_ReceptorNLR","ECB-GENEPAGE-23027617"
"11","Immunity_ReceptorNLR","ECB-GENEPAGE-23027613"
"12","Immunity_ReceptorNLR","ECB-GENEPAGE-23027602"
"13","Immunity_ReceptorNLR","ECB-GENEPAGE-23032908"
"14","ZNF","ECB-GENEPAGE-23041339"
"15","ZNF","ECB-GENEPAGE-23060359"
"16","ZNF","ECB-GENEPAGE-23060380"
"17","ZNF","ECB-GENEPAGE-23041339"
"18","Metabolism_Energy","ECB-GENEPAGE-23086966"
"19","Metabolism_Nucleotide","ECB-GENEPAGE-23023583"
"20","Metabolism_Lipid","ECB-GENEPAGE-23181440"
"21","DNAReplication","ECB-GENEPAGE-23143878"
"22","Kinase_Other","ECB-GENEPAGE-23143878"
"23","Metabolism_AminoAcid","ECB-GENEPAGE-23143893"
"24","Metabolism_Lipid","ECB-GENEPAGE-23185573"
"25","Metabolism_Lipid","ECB-GENEPAGE-23089597"
"26","Nervous_Retinal","ECB-GENEPAGE-23014357"
"27","Nervous_Retinal","ECB-GENEPAGE-23014353"
"28","Nervous_Retinal","ECB-GENEPAGE-23183352"
"29","Cytoskeleton_Tubulin","ECB-GENEPAGE-23014357"
"30","Cytoskeleton_Tubulin","ECB-GENEPAGE-23014353"
"31","Cytoskeleton_Tubulin","ECB-GENEPAGE-23183352"
"32","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23192401"
"33","GPCRRhodopsin_All","ECB-GENEPAGE-23192392"
"34","CalciumToolkit","ECB-GENEPAGE-23192392"
"35","Nervous_Chemosensory","ECB-GENEPAGE-23192392"
"36","Metabolism_AminoAcid","ECB-GENEPAGE-23046387"
"37","Kinase_TKL","ECB-GENEPAGE-23159755"
"38","Immunity_Signal","ECB-GENEPAGE-23159755"
"39","Metalloprotease","ECB-GENEPAGE-23159713"
"40","Nervous_NeurotransmitterRelated","ECB-GENEPAGE-23159703"
"41","Metabolism_Energy","ECB-GENEPAGE-23159735"
"42","GPCRRhodopsin_All","ECB-GENEPAGE-23047286"
"43","GPCRRhodopsin_All","ECB-GENEPAGE-23046968"
"44","Nervous_Chemosensory","ECB-GENEPAGE-23047286"
"45","Nervous_Chemosensory","ECB-GENEPAGE-23046968"
"46","Nervous_NOSignaling","ECB-GENEPAGE-23035286"
"47","Nervous_NOSignaling","ECB-GENEPAGE-23035249"
"48","Metabolism_InorganicIon","ECB-GENEPAGE-23152150"
"49","Nervous_Retinal","ECB-GENEPAGE-23152150"
"50","Nervous_VGIC","ECB-GENEPAGE-23152150"
"51","Cytoskeleton_MicrotubuleAssociated","ECB-GENEPAGE-23170083"
"52","Kinase_TKL","ECB-GENEPAGE-23179627"
"53","EggActivation","ECB-GENEPAGE-23179627"
"54","Metabolism_Nucleotide","ECB-GENEPAGE-23049102"
"55","Nervous_NOSignaling","ECB-GENEPAGE-23049102"
"56","Metabolism_Nucleotide","ECB-GENEPAGE-23049107"
"57","Nervous_NOSignaling","ECB-GENEPAGE-23049107"
"58","Cytoskeleton_Actin_Binding","ECB-GENEPAGE-23188861"
"59","TF_bHLH","ECB-GENEPAGE-23188847"
"60","Nervous_TF","ECB-GENEPAGE-23188847"
"61","Defensome_Sensor","ECB-GENEPAGE-23188847"
"62","Nervous_Circadian","ECB-GENEPAGE-23188847"
"63","Metabolism_Energy","ECB-GENEPAGE-23055889"
"64","Adhesion_ECMCollagen","ECB-GENEPAGE-23172657"
"65","Adhesion_ECMCollagen","ECB-GENEPAGE-23040614"
"66","Adhesion_ECMCollagen","ECB-GENEPAGE-23023688"
"67","Biomineralization_Collagen","ECB-GENEPAGE-23172657"
"68","Biomineralization_Collagen","ECB-GENEPAGE-23040614"
"69","Biomineralization_Collagen","ECB-GENEPAGE-23023688"
"70","Nervous_GrowthFactorRelated","ECB-GENEPAGE-23179381"
"71","Kinase_CMGC","ECB-GENEPAGE-23163541"
"72","CellCycle","ECB-GENEPAGE-23163541"
"73","Metabolism_Carbohydrate","ECB-GENEPAGE-23163541"
"74","Nervous_NeurotransmitterRelated","ECB-GENEPAGE-23163562"
"75","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23024973"
"76","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23027045"
"77","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23025043"
"78","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23086786"
"79","Metabolism_InorganicIon","ECB-GENEPAGE-23153850"
"80","Metabolism_Coenzyme","ECB-GENEPAGE-23174042"
"81","Metabolism_InorganicIon","ECB-GENEPAGE-23174052"
"82","Metabolism_InorganicIon","ECB-GENEPAGE-23174058"
"83","Nervous_Retinal","ECB-GENEPAGE-23153775"
"84","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23159214"
"85","Metabolism_Nucleotide","ECB-GENEPAGE-23130691"
"86","Immunity_ReceptorTLR","ECB-GENEPAGE-23123551"
"87","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23123180"
"88","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23136255"
"89","Signaling_RTK_Docking","ECB-GENEPAGE-23136255"
"90","DNAReplication","ECB-GENEPAGE-23053692"
"91","Metabolism_Carbohydrate","ECB-GENEPAGE-23187482"
"92","Immunity_ReceptorOtherPRR","ECB-GENEPAGE-23179794"
"93","Metabolism_Energy","ECB-GENEPAGE-23115109"
"94","Nervous_Retinal","ECB-GENEPAGE-23088200"
"95","Cytoskeleton_Actin_Binding","ECB-GENEPAGE-23157240"
"96","Kinase_CMGC","ECB-GENEPAGE-23184541"
"97","GTPase_Ras_Rab","ECB-GENEPAGE-23180612"
"98","Nervous_TF","ECB-GENEPAGE-23180600"
"99","TF_NR","ECB-GENEPAGE-23180600"
"100","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23041643"
"101","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23177337"
"102","Metabolism_Energy","ECB-GENEPAGE-23185751"
"103","TF_Homeo","ECB-GENEPAGE-23185745"
"104","Defensome_Antioxidant","ECB-GENEPAGE-23089519"
"105","Metabolism_InorganicIon","ECB-GENEPAGE-23089519"
"106","Metabolism_AminoAcid","ECB-GENEPAGE-23139988"
"107","Nervous_NeurotransmitterRelated","ECB-GENEPAGE-23139988"
"108","Cytoskeleton_Actin_Binding","ECB-GENEPAGE-23178979"
"109","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23144166"
"110","GTPase_SRP_NonGTPase","ECB-GENEPAGE-23164032"
"111","GTPase_RhoRegulator_RhoGAP","ECB-GENEPAGE-23041531"
"112","Kinase_TK","ECB-GENEPAGE-23042615"
"113","Signaling_RTK_Receptor","ECB-GENEPAGE-23042615"
"114","Immunity_Signal","ECB-GENEPAGE-23042615"
"115","CalciumToolkit","ECB-GENEPAGE-23042615"
"116","EggActivation","ECB-GENEPAGE-23042710"
"117","CalciumToolkit","ECB-GENEPAGE-23042710"
"118","Metabolism_AminoAcid","ECB-GENEPAGE-23133922"
"119","CellCycle","ECB-GENEPAGE-23011623"
"120","Signaling_RTK_Ligand","ECB-GENEPAGE-23139398"
"121","Metabolism_Lipid","ECB-GENEPAGE-23093988"
"122","Immunity_ReceptorScavenger","ECB-GENEPAGE-23141014"
"123","Metabolism_AminoAcid","ECB-GENEPAGE-23175743"
"124","Metabolism_Energy","ECB-GENEPAGE-23175713"
"125","Nervous_Chemosensory","ECB-GENEPAGE-23014606"
"126","Nervous_Chemosensory","ECB-GENEPAGE-23104055"
"127","GPCRRhodopsin_All","ECB-GENEPAGE-23014606"
"128","GPCRRhodopsin_All","ECB-GENEPAGE-23104055"
"129","Nervous_Chemosensory","ECB-GENEPAGE-23104062"
"130","GPCRRhodopsin_All","ECB-GENEPAGE-23104062"
"131","GPCRRhodopsin_All","ECB-GENEPAGE-23104051"
"132","GPCRRhodopsin_All","ECB-GENEPAGE-23014599"
"133","Nervous_Chemosensory","ECB-GENEPAGE-23104051"
"134","Nervous_Chemosensory","ECB-GENEPAGE-23014599"
"135","Signaling_TGFB_SmadInteract","ECB-GENEPAGE-23014610"
"136","Nervous_Chemosensory","ECB-GENEPAGE-23066476"
"137","GPCRRhodopsin_All","ECB-GENEPAGE-23066476"
"138","Immunity_ReceptorTLR","ECB-GENEPAGE-23065349"
"139","Metabolism_Carbohydrate","ECB-GENEPAGE-23141356"
"140","TF_Homeo","ECB-GENEPAGE-23165877"
"141","TF_Homeo","ECB-GENEPAGE-23165863"
"142","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029444"
"143","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029440"
"144","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029452"
"145","Immunity_Signal","ECB-GENEPAGE-23055838"
"146","Adhesion_ECMFibropellin","ECB-GENEPAGE-23055860"
"147","Adhesion_ECMFibropellin","ECB-GENEPAGE-23138265"
"148","Nervous_Chemosensory","ECB-GENEPAGE-23081861"
"149","GPCRRhodopsin_All","ECB-GENEPAGE-23081861"
"150","Metabolism_Lipid","ECB-GENEPAGE-23139297"
"151","GPCRRhodopsin_All","ECB-GENEPAGE-23025792"
"152","TF_bzip","ECB-GENEPAGE-23163984"
"153","Immunity_ReceptorTLR","ECB-GENEPAGE-23121183"
"154","Adhesion_ReceptorCadherin","ECB-GENEPAGE-23039072"
"155","CalciumToolkit","ECB-GENEPAGE-23180290"
"156","Kinase_CAMK","ECB-GENEPAGE-23180290"
"157","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23022569"
"158","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23180302"
"159","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23022569"
"160","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23180302"
"161","ZNF","ECB-GENEPAGE-23180350"
"162","ZNF","ECB-GENEPAGE-23180356"
"163","CalciumToolkit","ECB-GENEPAGE-23180308"
"164","Kinase_CAMK","ECB-GENEPAGE-23180308"
"165","Metabolism_Lipid","ECB-GENEPAGE-23045035"
"166","GPCRRhodopsin_All","ECB-GENEPAGE-23068625"
"167","Nervous_Chemosensory","ECB-GENEPAGE-23068625"
"168","Metabolism_Lipid","ECB-GENEPAGE-23158112"
"169","Immunity_ReceptorNLR","ECB-GENEPAGE-23091729"
"170","Metabolism_Carbohydrate","ECB-GENEPAGE-23145335"
"171","GPCRRhodopsin_All","ECB-GENEPAGE-23068625"
"172","Nervous_Chemosensory","ECB-GENEPAGE-23068625"
"173","CellCycle","ECB-GENEPAGE-23136933"
"174","EggActivation","ECB-GENEPAGE-23136933"
"175","Kinase_Other","ECB-GENEPAGE-23136933"
"176","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23175090"
"177","ZNF","ECB-GENEPAGE-23034901"
"178","ZNF","ECB-GENEPAGE-23035062"
"179","ZNF","ECB-GENEPAGE-23035045"
"180","ZNF","ECB-GENEPAGE-23034942"
"181","ZNF","ECB-GENEPAGE-23034853"
"182","TF_Homeo","ECB-GENEPAGE-23146341"
"183","Immunity_ReceptorScavenger","ECB-GENEPAGE-23133153"
"184","GPCRRhodopsin_All","ECB-GENEPAGE-23044369"
"185","GTPase_Ras_Rab","ECB-GENEPAGE-23161173"
"186","GTPase_Translational_Elongation","ECB-GENEPAGE-23168050"
"187","Signaling_Hedgehog","ECB-GENEPAGE-23155911"
"188","Oogenesis","ECB-GENEPAGE-23195566"
"189","EggActivation","ECB-GENEPAGE-23195566"
"190","EggActivation","ECB-GENEPAGE-23195551"
"191","Oogenesis","ECB-GENEPAGE-23195551"
"192","Kinase_TKL","ECB-GENEPAGE-23108756"
"193","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23174431"
"194","Metabolism_Energy","ECB-GENEPAGE-23174431"
"195","Immunity_ReceptorNLR","ECB-GENEPAGE-23174407"
"196","GPCRRhodopsin_All","ECB-GENEPAGE-23180462"
"197","Nervous_Chemosensory","ECB-GENEPAGE-23180462"
"198","ZNF","ECB-GENEPAGE-23022678"
"199","DNAReplication","ECB-GENEPAGE-23122368"
"200","Adhesion_ReceptorIntegrin","ECB-GENEPAGE-23103057"
"201","Adhesion_ECMCollagen","ECB-GENEPAGE-23103057"
"202","GTPase_Ras_Arf","ECB-GENEPAGE-23025345"
"203","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23028923"
"204","Metabolism_Carbohydrate","ECB-GENEPAGE-23040849"
"205","Kinase_CMGC","ECB-GENEPAGE-23040849"
"206","Metalloprotease","ECB-GENEPAGE-23013904"
"207","Metalloprotease","ECB-GENEPAGE-23013925"
"208","Metalloprotease","ECB-GENEPAGE-23013895"
"209","Metalloprotease","ECB-GENEPAGE-23041813"
"210","Metalloprotease","ECB-GENEPAGE-23013899"
"211","GPCRRhodopsin_All","ECB-GENEPAGE-23103758"
"212","Nervous_Chemosensory","ECB-GENEPAGE-23103758"
"213","Immunity_ReceptorIg","ECB-GENEPAGE-23034185"
"214","Immunity_ReceptorIg","ECB-GENEPAGE-23034198"
"215","ZNF","ECB-GENEPAGE-23026312"
"216","ZNF","ECB-GENEPAGE-23026319"
"217","ZNF","ECB-GENEPAGE-23026296"
"218","ZNF","ECB-GENEPAGE-23026264"
"219","ZNF","ECB-GENEPAGE-23130708"
"220","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027654"
"221","Immunity_ReceptorScavenger","ECB-GENEPAGE-23035196"
"222","Immunity_ReceptorScavenger","ECB-GENEPAGE-23134299"
"223","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027646"
"224","Immunity_ReceptorScavenger","ECB-GENEPAGE-23032958"
"225","Immunity_ReceptorScavenger","ECB-GENEPAGE-23032649"
"226","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027602"
"227","Immunity_ReceptorScavenger","ECB-GENEPAGE-23034660"
"228","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027642"
"229","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027609"
"230","Immunity_ReceptorScavenger","ECB-GENEPAGE-23012216"
"231","Immunity_ReceptorScavenger","ECB-GENEPAGE-23032900"
"232","Immunity_ReceptorScavenger","ECB-GENEPAGE-23027658"
"233","Immunity_ReceptorScavenger","ECB-GENEPAGE-23033000"
"234","Immunity_ReceptorScavenger","ECB-GENEPAGE-23032926"
"235","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23113468"
"236","Metabolism_Energy","ECB-GENEPAGE-23110702"
"237","Metabolism_Energy","ECB-GENEPAGE-23174793"
"238","Metabolism_Lipid","ECB-GENEPAGE-23174799"
"239","TranslationFactor","ECB-GENEPAGE-23174783"
"240","GTPase_Translational_Elongation","ECB-GENEPAGE-23174783"
"241","Metabolism_Lipid","ECB-GENEPAGE-23021927"
"242","ZNF","ECB-GENEPAGE-23065424"
"243","Nervous_Chemosensory","ECB-GENEPAGE-23103049"
"244","GPCRRhodopsin_All","ECB-GENEPAGE-23103049"
"245","Metabolism_Lipid","ECB-GENEPAGE-23091972"
"246","CalciumToolkit","ECB-GENEPAGE-23079616"
"247","EggActivation","ECB-GENEPAGE-23079616"
"248","Immunity_ReceptorTLR","ECB-GENEPAGE-23059351"
"249","Metabolism_Carbohydrate","ECB-GENEPAGE-23078517"
"250","Immunity_Coagulation_Coagulation","ECB-GENEPAGE-23126394"
"251","Biomineralization_Cyclophilin","ECB-GENEPAGE-23046722"
"252","Metabolism_Lipid","ECB-GENEPAGE-23175673"
"253","Phosphatase_SerineThreonine","ECB-GENEPAGE-23064744"
"254","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23183428"
"255","Immunity_ReceptorScavenger","ECB-GENEPAGE-23183439"
"256","Phosphatase_Tyrosine","ECB-GENEPAGE-23024517"
"257","Immunity_ReceptorScavenger","ECB-GENEPAGE-23018269"
"258","Phosphatase_Tyrosine","ECB-GENEPAGE-23111108"
"259","Signaling_RTK_Receptor","ECB-GENEPAGE-23154264"
"260","Kinase_TK","ECB-GENEPAGE-23154264"
"261","Signaling_TGFB_Ligand","ECB-GENEPAGE-23154268"
"262","Signaling_TGFB_Ligand","ECB-GENEPAGE-23154277"
"263","Immunity_ReceptorNLR","ECB-GENEPAGE-23122469"
"264","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23122469"
"265","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23133547"
"266","Metabolism_AminoAcid","ECB-GENEPAGE-23064542"
"267","Metabolism_Lipid","ECB-GENEPAGE-23039401"
"268","Metalloprotease","ECB-GENEPAGE-23131281"
"269","GPCRRhodopsin_All","ECB-GENEPAGE-23123435"
"270","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23097243"
"271","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23097243"
"272","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23097243"
"273","Nervous_Chemosensory","ECB-GENEPAGE-23102544"
"274","GPCRRhodopsin_All","ECB-GENEPAGE-23102544"
"275","Metabolism_Energy","ECB-GENEPAGE-23155426"
"276","Metabolism_Carbohydrate","ECB-GENEPAGE-23029716"
"277","Nervous_Chemosensory","ECB-GENEPAGE-23099130"
"278","GPCRRhodopsin_All","ECB-GENEPAGE-23099130"
"279","GPCRRhodopsin_All","ECB-GENEPAGE-23099138"
"280","Nervous_Chemosensory","ECB-GENEPAGE-23099138"
"281","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23159968"
"282","TF_Smad","ECB-GENEPAGE-23173772"
"283","Signaling_TGFB_SmadRelated","ECB-GENEPAGE-23173772"
"284","Immunity_ReceptorScavenger","ECB-GENEPAGE-23034703"
"285","Immunity_ReceptorScavenger","ECB-GENEPAGE-23034729"
"286","Immunity_Signal","ECB-GENEPAGE-23093977"
"287","Defensome_BiotransformationOxidative","ECB-GENEPAGE-23175693"
"288","TF_NR","ECB-GENEPAGE-23145151"
"289","Immunity_EffectorCytolytic","ECB-GENEPAGE-23149641"
"290","Adhesion_ECMProteoglycan","ECB-GENEPAGE-23149710"
"291","TF_Homeo","ECB-GENEPAGE-23149701"
"292","Nervous_TF","ECB-GENEPAGE-23149681"
"293","TF_Homeo","ECB-GENEPAGE-23149681"
"294","Metabolism_Carbohydrate","ECB-GENEPAGE-23082201"
"295","Immunity_Signal","ECB-GENEPAGE-23153952"
"296","Metabolism_Carbohydrate","ECB-GENEPAGE-23194935"
"297","Metabolism_Carbohydrate","ECB-GENEPAGE-23194931"
"298","Phosphatase_Tyrosine","ECB-GENEPAGE-23194889"
"299","Metabolism_Carbohydrate","ECB-GENEPAGE-23194881"
"300","Metabolism_Carbohydrate","ECB-GENEPAGE-23194881"
"301","Metabolism_Carbohydrate","ECB-GENEPAGE-23194941"
"302","GPCRRhodopsin_All","ECB-GENEPAGE-23133714"
"303","Metabolism_Nucleotide","ECB-GENEPAGE-23133721"
"304","GPCRRhodopsin_All","ECB-GENEPAGE-23165395"
"305","Kinase_TK","ECB-GENEPAGE-23027371"
"306","Signaling_RTK_Receptor","ECB-GENEPAGE-23027371"
"307","GTPase_Ras_Rab","ECB-GENEPAGE-23130535"
"308","Kinase_TKL","ECB-GENEPAGE-23169271"
"309","Immunity_ReceptorNLR","ECB-GENEPAGE-23032104"
"310","Kinase_Other","ECB-GENEPAGE-23134560"
"311","Defensome_TransporterIon","ECB-GENEPAGE-23175380"
"312","Metabolism_AminoAcid","ECB-GENEPAGE-23175373"
"313","Biomineralization_SpiculeMatrix","ECB-GENEPAGE-23087934"
"314","Biomineralization_SpiculeMatrix","ECB-GENEPAGE-23087924"
"315","Biomineralization_SpiculeMatrix","ECB-GENEPAGE-23087910"
"316","Biomineralization_SpiculeMatrix","ECB-GENEPAGE-23087904"
"317","Defensome_Antioxidant","ECB-GENEPAGE-23010650"
"318","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23010650"
"319","Metabolism_AminoAcid","ECB-GENEPAGE-23087870"
"320","Metabolism_AminoAcid","ECB-GENEPAGE-23087880"
"321","Nervous_NeurotransmitterRelated","ECB-GENEPAGE-23087880"
"322","Immunity_ReceptorCLectin","ECB-GENEPAGE-23050118"
"323","GPCRRhodopsin_All","ECB-GENEPAGE-23050114"
"324","GPCRRhodopsin_All","ECB-GENEPAGE-23050161"
"325","Signaling_TGFB_Receptor","ECB-GENEPAGE-23136195"
"326","Defensome_BiotransformationReductiveConjugative","ECB-GENEPAGE-23194995"
"327","Metabolism_Carbohydrate","ECB-GENEPAGE-23105075"
"328","Metalloprotease","ECB-GENEPAGE-23061081"
"329","CalciumToolkit","ECB-GENEPAGE-23032908"
"330","Immunity_ReceptorNLR","ECB-GENEPAGE-23032908"
"331","Immunity_TF","ECB-GENEPAGE-23114947"
"332","CellCycle","ECB-GENEPAGE-23114947"
"333","TF_Other","ECB-GENEPAGE-23114947"
"334","Metabolism_Carbohydrate","ECB-GENEPAGE-23014200"
"335","Immunity_ReceptorNLR","ECB-GENEPAGE-23121811"
"336","Kinase_Atypical","ECB-GENEPAGE-23100758"
"337","Immunity_ReceptorTLR","ECB-GENEPAGE-23143065"
"338","Immunity_ReceptorTLR","ECB-GENEPAGE-23143058"
"339","Immunity_ReceptorScavenger","ECB-GENEPAGE-23061841"
"340","Apoptosis_Caspase","ECB-GENEPAGE-23036318"
"341","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23027969"
"342","Immunity_ReceptorNLR","ECB-GENEPAGE-23032908"
"343","GPCRRhodopsin_All","ECB-GENEPAGE-23075739"
"344","Nervous_Chemosensory","ECB-GENEPAGE-23075739"
"345","Immunity_ReceptorCLectin","ECB-GENEPAGE-23075717"
"346","Immunity_ReceptorCLectin","ECB-GENEPAGE-23037681"
"347","Immunity_ReceptorTLR","ECB-GENEPAGE-23123551"
"348","GPCRRhodopsin_All","ECB-GENEPAGE-23075747"
"349","Nervous_Chemosensory","ECB-GENEPAGE-23075747"
"350","Signaling_Hedgehog","ECB-GENEPAGE-23178542"
"351","Adhesion_ECMProteoglycan","ECB-GENEPAGE-23178542"
"352","GTPase_Ras_Rab","ECB-GENEPAGE-23161181"
"353","Metabolism_Carbohydrate","ECB-GENEPAGE-23161204"
"354","GTPase_RhoRegulator_RhoGEFDH","ECB-GENEPAGE-23052222"
"355","Adhesion_ECMProteoglycan","ECB-GENEPAGE-23027436"
"356","Metabolism_Lipid","ECB-GENEPAGE-23102742"
"357","Metabolism_Lipid","ECB-GENEPAGE-23109292"
"358","TF_Homeo","ECB-GENEPAGE-23014494"
"359","TF_Homeo","ECB-GENEPAGE-23104170"
"360","Metabolism_Carbohydrate","ECB-GENEPAGE-23063050"
"361","Adhesion_ECMCollagen","ECB-GENEPAGE-23053528"
"362","TranslationFactor","ECB-GENEPAGE-23137131"
"363","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23162166"
"364","Defensome_TransporterABC","ECB-GENEPAGE-23162166"
"365","Nervous_Chemosensory","ECB-GENEPAGE-23162155"
"366","GPCRRhodopsin_All","ECB-GENEPAGE-23162155"
"367","Nervous_NeurotransmitterRelated","ECB-GENEPAGE-23024114"
"368","Metalloprotease","ECB-GENEPAGE-23024114"
"369","Histone_RepcationDepedent_Late","ECB-GENEPAGE-23059068"
"370","Histone_RepcationDepedent_Late","ECB-GENEPAGE-23059063"
"371","Cytoskeleton_Actin_Binding","ECB-GENEPAGE-23106387"
"372","TF_Forkhead","ECB-GENEPAGE-23182662"
"373","Metalloprotease","ECB-GENEPAGE-23182653"
"374","Immunity_ReceptorScavenger","ECB-GENEPAGE-23113713"
"375","Immunity_ReceptorTLR","ECB-GENEPAGE-23059443"
"376","Immunity_ReceptorTLR","ECB-GENEPAGE-23059443"
"377","Metabolism_Lipid","ECB-GENEPAGE-23141992"
"378","TF_bHLH","ECB-GENEPAGE-23037530"
"379","Nervous_TF","ECB-GENEPAGE-23037530"
"380","Nervous_Retinal","ECB-GENEPAGE-23037530"
"381","GPCRRhodopsin_All","ECB-GENEPAGE-23095171"
"382","Adhesion_ReceptorLRR","ECB-GENEPAGE-23095171"
"383","Nervous_NeuropeptideRelated","ECB-GENEPAGE-23095171"
"384","Immunity_EffectorComplement","ECB-GENEPAGE-23138804"
"385","Cytoskeleton_MicrotubuleAssociated","ECB-GENEPAGE-23127987"
"386","Immunity_ReceptorScavenger","ECB-GENEPAGE-23028056"
"387","Immunity_ReceptorScavenger","ECB-GENEPAGE-23028064"
"388","Immunity_ReceptorNLR","ECB-GENEPAGE-23033411"
"389","Immunity_ReceptorNLR","ECB-GENEPAGE-23033422"
"390","Nervous_Chemosensory","ECB-GENEPAGE-23192492"
"391","GPCRRhodopsin_All","ECB-GENEPAGE-23192492"
"392","Metabolism_Carbohydrate","ECB-GENEPAGE-23100562"
"393","Metabolism_Carbohydrate","ECB-GENEPAGE-23125840"
"394","Cytoskeleton_Tubulin","ECB-GENEPAGE-23014357"
"395","Cytoskeleton_Tubulin","ECB-GENEPAGE-23014361"
"396","Cytoskeleton_Tubulin","ECB-GENEPAGE-23014353"
"397","Cytoskeleton_Tubulin","ECB-GENEPAGE-23183352"
"398","Cytoskeleton_Tubulin","ECB-GENEPAGE-23048568"
"399","EggActivation","ECB-GENEPAGE-23068620"
"400","Kinase_AGC","ECB-GENEPAGE-23068620"
"401","CalciumToolkit","ECB-GENEPAGE-23068620"
"402","Kinase_AGC","ECB-GENEPAGE-23067238"
"403","EggActivation","ECB-GENEPAGE-23067238"
"404","CalciumToolkit","ECB-GENEPAGE-23067238"
"405","GPCRRhodopsin_All","ECB-GENEPAGE-23068625"
"406","Nervous_Chemosensory","ECB-GENEPAGE-23068625"
"407","Nervous_Chemosensory","ECB-GENEPAGE-23068625"
"408","GPCRRhodopsin_All","ECB-GENEPAGE-23068625"
"409","Immunity_ReceptorNLR","ECB-GENEPAGE-23122469"
"410","Adhesion_ReceptorGPCR","ECB-GENEPAGE-23084614"
"411","Metabolism_Coenzyme","ECB-GENEPAGE-23163682"
"412","Nervous_SynapticVesicleRelease","ECB-GENEPAGE-23078960"
"413","Nervous_SynapticVesicleRelease","ECB-GENEPAGE-23078960"
"414","Metabolism_Carbohydrate","ECB-GENEPAGE-23078946"
"415","Adhesion_ReceptorIgFN3","ECB-GENEPAGE-23029399"
"416","GTPase_Ras_Rab","ECB-GENEPAGE-23103116"
"417","Metabolism_Energy","ECB-GENEPAGE-23195642"
"418","Metabolism_AminoAcid","ECB-GENEPAGE-23009213"
"419","ZNF","ECB-GENEPAGE-23186961"
"420","TF_ZNF","ECB-GENEPAGE-23186961"
"421","Metabolism_Nucleotide","ECB-GENEPAGE-23151692"
"422","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23100193"
"423","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23100198"
"424","Metabolism_AminoAcid","ECB-GENEPAGE-23171845"
"425","Metabolism_AminoAcid","ECB-GENEPAGE-23100204"
"426","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23100187"
"427","Metabolism_Lipid","ECB-GENEPAGE-23100179"
"428","Metabolism_SecondaryMetabolites","ECB-GENEPAGE-23178290"
"429","Metabolism_Lipid","ECB-GENEPAGE-23063332"
"430","Metabolism_AminoAcid","ECB-GENEPAGE-23150478"
