"","Class.L1","V1"
"1269","Cytoskeleton","ECB-GENEPAGE-23026745"
"1270","Cytoskeleton","ECB-GENEPAGE-23161580"
"1271","Cytoskeleton","ECB-GENEPAGE-23136362"
"1272","Cytoskeleton","ECB-GENEPAGE-23177897"
"1273","Cytoskeleton","ECB-GENEPAGE-23121350"
"1274","Cytoskeleton","ECB-GENEPAGE-23094709"
"1275","Cytoskeleton","ECB-GENEPAGE-23093767"
"1276","Cytoskeleton","ECB-GENEPAGE-23093269"
"1277","Cytoskeleton","ECB-GENEPAGE-23108411"
"1278","Cytoskeleton","ECB-GENEPAGE-23159987"
"1279","Cytoskeleton","ECB-GENEPAGE-23063714"
"1280","Cytoskeleton","ECB-GENEPAGE-23182430"
"1281","Cytoskeleton","ECB-GENEPAGE-23189548"
"1282","Cytoskeleton","ECB-GENEPAGE-23044057"
"1283","Cytoskeleton","ECB-GENEPAGE-23099813"
"1284","Cytoskeleton","ECB-GENEPAGE-23182943"
"1285","Cytoskeleton","ECB-GENEPAGE-23150570"
"1286","Cytoskeleton","ECB-GENEPAGE-23123779"
"1287","Cytoskeleton","ECB-GENEPAGE-23114930"
"1288","Cytoskeleton","ECB-GENEPAGE-23079536"
"1289","Cytoskeleton","ECB-GENEPAGE-23147051"
"1290","Cytoskeleton","ECB-GENEPAGE-23184710"
"1291","Cytoskeleton","ECB-GENEPAGE-23167265"
"1292","Cytoskeleton","ECB-GENEPAGE-23147694"
"1293","Cytoskeleton","ECB-GENEPAGE-23143537"
"1294","Cytoskeleton","ECB-GENEPAGE-23131816"
"1295","Cytoskeleton","ECB-GENEPAGE-23127987"
"1296","Cytoskeleton","ECB-GENEPAGE-23148782"
"1297","Cytoskeleton","ECB-GENEPAGE-23067163"
"1298","Cytoskeleton","ECB-GENEPAGE-23075957"
"1299","Cytoskeleton","ECB-GENEPAGE-23108604"
"1300","Cytoskeleton","ECB-GENEPAGE-23067663"
"1301","Cytoskeleton","ECB-GENEPAGE-23059524"
"1302","Cytoskeleton","ECB-GENEPAGE-23152364"
"1303","Cytoskeleton","ECB-GENEPAGE-23158311"
"1304","Cytoskeleton","ECB-GENEPAGE-23053266"
"1305","Cytoskeleton","ECB-GENEPAGE-23063813"
"1306","Cytoskeleton","ECB-GENEPAGE-23160159"
"1307","Cytoskeleton","ECB-GENEPAGE-23181419"
"1308","Cytoskeleton","ECB-GENEPAGE-23166415"
"1309","Cytoskeleton","ECB-GENEPAGE-23165345"
"1310","Cytoskeleton","ECB-GENEPAGE-23045083"
"1311","Cytoskeleton","ECB-GENEPAGE-23021089"
"1312","Cytoskeleton","ECB-GENEPAGE-23081541"
"1313","Cytoskeleton","ECB-GENEPAGE-23067663"
"1314","Cytoskeleton","ECB-GENEPAGE-23167802"
"1315","Cytoskeleton","ECB-GENEPAGE-23154887"
"1316","Cytoskeleton","ECB-GENEPAGE-23154887"
"1317","Cytoskeleton","ECB-GENEPAGE-23154495"
"1318","Cytoskeleton","ECB-GENEPAGE-23099804"
"1319","Cytoskeleton","ECB-GENEPAGE-23107314"
"1320","Cytoskeleton","ECB-GENEPAGE-23064616"
"1321","Cytoskeleton","ECB-GENEPAGE-23181419"
"1322","Cytoskeleton","ECB-GENEPAGE-23192542"
"1323","Cytoskeleton","ECB-GENEPAGE-23152364"
"1324","Cytoskeleton","ECB-GENEPAGE-23045083"
"1325","Cytoskeleton","ECB-GENEPAGE-23151500"
"1326","Cytoskeleton","ECB-GENEPAGE-23170083"
"1327","Cytoskeleton","ECB-GENEPAGE-23108604"
"1328","Cytoskeleton","ECB-GENEPAGE-23053940"
"1329","Cytoskeleton","ECB-GENEPAGE-23160184"
"1330","Cytoskeleton","ECB-GENEPAGE-23053940"
"1331","Cytoskeleton","ECB-GENEPAGE-23157326"
"1332","Cytoskeleton","ECB-GENEPAGE-23102194"
"1333","Cytoskeleton","ECB-GENEPAGE-23130084"
"1334","Cytoskeleton","ECB-GENEPAGE-23067876"
"1335","Cytoskeleton","ECB-GENEPAGE-23158012"
"1336","Cytoskeleton","ECB-GENEPAGE-23098655"
"1337","Cytoskeleton","ECB-GENEPAGE-23064441"
"1338","Cytoskeleton","ECB-GENEPAGE-23064441"
"1339","Cytoskeleton","ECB-GENEPAGE-23158012"
"1340","Cytoskeleton","ECB-GENEPAGE-23069545"
"1341","Cytoskeleton","ECB-GENEPAGE-23102194"
"1342","Cytoskeleton","ECB-GENEPAGE-23053940"
"1343","Cytoskeleton","ECB-GENEPAGE-23173772"
"1344","Cytoskeleton","ECB-GENEPAGE-23192206"
"1345","Cytoskeleton","ECB-GENEPAGE-23054051"
"1346","Cytoskeleton","ECB-GENEPAGE-23108209"
"1347","Cytoskeleton","ECB-GENEPAGE-23066813"
"1348","Cytoskeleton","ECB-GENEPAGE-23066813"
"1349","Cytoskeleton","ECB-GENEPAGE-23054051"
"1350","Cytoskeleton","ECB-GENEPAGE-23108209"
"1351","Cytoskeleton","ECB-GENEPAGE-23021505"
"1352","Cytoskeleton","ECB-GENEPAGE-23098655"
"1353","Cytoskeleton","ECB-GENEPAGE-23192642"
"1354","Cytoskeleton","ECB-GENEPAGE-23158012"
"1355","Cytoskeleton","ECB-GENEPAGE-23054184"
"1356","Cytoskeleton","ECB-GENEPAGE-23024373"
"1357","Cytoskeleton","ECB-GENEPAGE-23014711"
"1358","Cytoskeleton","ECB-GENEPAGE-23101326"
"1359","Cytoskeleton","ECB-GENEPAGE-23154920"
"1360","Cytoskeleton","ECB-GENEPAGE-23124670"
"1361","Cytoskeleton","ECB-GENEPAGE-23015430"
"1362","Cytoskeleton","ECB-GENEPAGE-23080765"
"1363","Cytoskeleton","ECB-GENEPAGE-23151728"
"1364","Cytoskeleton","ECB-GENEPAGE-23167594"
"1365","Cytoskeleton","ECB-GENEPAGE-23038361"
"1366","Cytoskeleton","ECB-GENEPAGE-23025521"
"1367","Cytoskeleton","ECB-GENEPAGE-23114056"
"1368","Cytoskeleton","ECB-GENEPAGE-23038119"
"1369","Cytoskeleton","ECB-GENEPAGE-23113549"
"1370","Cytoskeleton","ECB-GENEPAGE-23062072"
"1371","Cytoskeleton","ECB-GENEPAGE-23176847"
"1372","Cytoskeleton","ECB-GENEPAGE-23107647"
"1373","Cytoskeleton","ECB-GENEPAGE-23045083"
"1374","Cytoskeleton","ECB-GENEPAGE-23130000"
"1375","Cytoskeleton","ECB-GENEPAGE-23014353"
"1376","Cytoskeleton","ECB-GENEPAGE-23183352"
"1377","Cytoskeleton","ECB-GENEPAGE-23048568"
"1378","Cytoskeleton","ECB-GENEPAGE-23107635"
"1379","Cytoskeleton","ECB-GENEPAGE-23183352"
"1380","Cytoskeleton","ECB-GENEPAGE-23183352"
"1381","Cytoskeleton","ECB-GENEPAGE-23130000"
"1382","Cytoskeleton","ECB-GENEPAGE-23130000"
"1383","Cytoskeleton","ECB-GENEPAGE-23014357"
"1384","Cytoskeleton","ECB-GENEPAGE-23130000"
"1385","Cytoskeleton","ECB-GENEPAGE-23130000"
"1386","Cytoskeleton","ECB-GENEPAGE-23130000"
"1387","Cytoskeleton","ECB-GENEPAGE-23173138"
"1388","Cytoskeleton","ECB-GENEPAGE-23014353"
"1389","Cytoskeleton","ECB-GENEPAGE-23021474"
"1390","Cytoskeleton","ECB-GENEPAGE-23021416"
"1391","Cytoskeleton","ECB-GENEPAGE-23014357"
"1392","Cytoskeleton","ECB-GENEPAGE-23082551"
"1393","Cytoskeleton","ECB-GENEPAGE-23130000"
"1394","Cytoskeleton","ECB-GENEPAGE-23014361"
"1395","Cytoskeleton","ECB-GENEPAGE-23183352"
"1396","Cytoskeleton","ECB-GENEPAGE-23039495"
"1397","Cytoskeleton","ECB-GENEPAGE-23017278"
"1398","Cytoskeleton","ECB-GENEPAGE-23183352"
"1399","Cytoskeleton","ECB-GENEPAGE-23103534"
"1400","Cytoskeleton","ECB-GENEPAGE-23173138"
"1401","Cytoskeleton","ECB-GENEPAGE-23130000"
"1402","Cytoskeleton","ECB-GENEPAGE-23130000"
"1403","Cytoskeleton","ECB-GENEPAGE-23021457"
"1404","Defensome","ECB-GENEPAGE-23089519"
"1405","Defensome","ECB-GENEPAGE-23040363"
"1406","Defensome","ECB-GENEPAGE-23040525"
"1407","Defensome","ECB-GENEPAGE-23021862"
"1408","Defensome","ECB-GENEPAGE-23079264"
"1409","Defensome","ECB-GENEPAGE-23128766"
"1410","Defensome","ECB-GENEPAGE-23135905"
"1411","Defensome","ECB-GENEPAGE-23053956"
"1412","Defensome","ECB-GENEPAGE-23179440"
"1413","Defensome","ECB-GENEPAGE-23172161"
"1414","Defensome","ECB-GENEPAGE-23128788"
"1415","Defensome","ECB-GENEPAGE-23129067"
"1416","Defensome","ECB-GENEPAGE-23138007"
"1417","Defensome","ECB-GENEPAGE-23010650"
"1418","Defensome","ECB-GENEPAGE-23153756"
"1419","Defensome","ECB-GENEPAGE-23110653"
"1420","Defensome","ECB-GENEPAGE-23142908"
"1421","Defensome","ECB-GENEPAGE-23029616"
"1422","Defensome","ECB-GENEPAGE-23013710"
"1423","Defensome","ECB-GENEPAGE-23112687"
"1424","Defensome","ECB-GENEPAGE-23191120"
"1425","Defensome","ECB-GENEPAGE-23103637"
"1426","Defensome","ECB-GENEPAGE-23146647"
"1427","Defensome","ECB-GENEPAGE-23103643"
"1428","Defensome","ECB-GENEPAGE-23022596"
"1429","Defensome","ECB-GENEPAGE-23112693"
"1430","Defensome","ECB-GENEPAGE-23178854"
"1431","Defensome","ECB-GENEPAGE-23068783"
"1432","Defensome","ECB-GENEPAGE-23033997"
"1433","Defensome","ECB-GENEPAGE-23163860"
"1434","Defensome","ECB-GENEPAGE-23163854"
"1435","Defensome","ECB-GENEPAGE-23040589"
"1436","Defensome","ECB-GENEPAGE-23033475"
"1437","Defensome","ECB-GENEPAGE-23191370"
"1438","Defensome","ECB-GENEPAGE-23033555"
"1439","Defensome","ECB-GENEPAGE-23154171"
"1440","Defensome","ECB-GENEPAGE-23145431"
"1441","Defensome","ECB-GENEPAGE-23157845"
"1442","Defensome","ECB-GENEPAGE-23177439"
"1443","Defensome","ECB-GENEPAGE-23033549"
"1444","Defensome","ECB-GENEPAGE-23103654"
"1445","Defensome","ECB-GENEPAGE-23033992"
"1446","Defensome","ECB-GENEPAGE-23138498"
"1447","Defensome","ECB-GENEPAGE-23138490"
"1448","Defensome","ECB-GENEPAGE-23117208"
"1449","Defensome","ECB-GENEPAGE-23142161"
"1450","Defensome","ECB-GENEPAGE-23065162"
"1451","Defensome","ECB-GENEPAGE-23177698"
"1452","Defensome","ECB-GENEPAGE-23129557"
"1453","Defensome","ECB-GENEPAGE-23138490"
"1454","Defensome","ECB-GENEPAGE-23011611"
"1455","Defensome","ECB-GENEPAGE-23103654"
"1456","Defensome","ECB-GENEPAGE-23189058"
"1457","Defensome","ECB-GENEPAGE-23034011"
"1458","Defensome","ECB-GENEPAGE-23033968"
"1459","Defensome","ECB-GENEPAGE-23040478"
"1460","Defensome","ECB-GENEPAGE-23042209"
"1461","Defensome","ECB-GENEPAGE-23033975"
"1462","Defensome","ECB-GENEPAGE-23042209"
"1463","Defensome","ECB-GENEPAGE-23064989"
"1464","Defensome","ECB-GENEPAGE-23177687"
"1465","Defensome","ECB-GENEPAGE-23094937"
"1466","Defensome","ECB-GENEPAGE-23162472"
"1467","Defensome","ECB-GENEPAGE-23068777"
"1468","Defensome","ECB-GENEPAGE-23091426"
"1469","Defensome","ECB-GENEPAGE-23191120"
"1470","Defensome","ECB-GENEPAGE-23042416"
"1471","Defensome","ECB-GENEPAGE-23156375"
"1472","Defensome","ECB-GENEPAGE-23022592"
"1473","Defensome","ECB-GENEPAGE-23079752"
"1474","Defensome","ECB-GENEPAGE-23042199"
"1475","Defensome","ECB-GENEPAGE-23051503"
"1476","Defensome","ECB-GENEPAGE-23067827"
"1477","Defensome","ECB-GENEPAGE-23019846"
"1478","Defensome","ECB-GENEPAGE-23177710"
"1479","Defensome","ECB-GENEPAGE-23079765"
"1480","Defensome","ECB-GENEPAGE-23077585"
"1481","Defensome","ECB-GENEPAGE-23039029"
"1482","Defensome","ECB-GENEPAGE-23036488"
"1483","Defensome","ECB-GENEPAGE-23039239"
"1484","Defensome","ECB-GENEPAGE-23033968"
"1485","Defensome","ECB-GENEPAGE-23178863"
"1486","Defensome","ECB-GENEPAGE-23178863"
"1487","Defensome","ECB-GENEPAGE-23083143"
"1488","Defensome","ECB-GENEPAGE-23081327"
"1489","Defensome","ECB-GENEPAGE-23177687"
"1490","Defensome","ECB-GENEPAGE-23100730"
"1491","Defensome","ECB-GENEPAGE-23065413"
"1492","Defensome","ECB-GENEPAGE-23179178"
"1493","Defensome","ECB-GENEPAGE-23177677"
"1494","Defensome","ECB-GENEPAGE-23037803"
"1495","Defensome","ECB-GENEPAGE-23042154"
"1496","Defensome","ECB-GENEPAGE-23040437"
"1497","Defensome","ECB-GENEPAGE-23036488"
"1498","Defensome","ECB-GENEPAGE-23115809"
"1499","Defensome","ECB-GENEPAGE-23152486"
"1500","Defensome","ECB-GENEPAGE-23012697"
"1501","Defensome","ECB-GENEPAGE-23042177"
"1502","Defensome","ECB-GENEPAGE-23173049"
"1503","Defensome","ECB-GENEPAGE-23042173"
"1504","Defensome","ECB-GENEPAGE-23152249"
"1505","Defensome","ECB-GENEPAGE-23013990"
"1506","Defensome","ECB-GENEPAGE-23042188"
"1507","Defensome","ECB-GENEPAGE-23185325"
"1508","Defensome","ECB-GENEPAGE-23130740"
"1509","Defensome","ECB-GENEPAGE-23020260"
"1510","Defensome","ECB-GENEPAGE-23138475"
"1511","Defensome","ECB-GENEPAGE-23088913"
"1512","Defensome","ECB-GENEPAGE-23121726"
"1513","Defensome","ECB-GENEPAGE-23040639"
"1514","Defensome","ECB-GENEPAGE-23123804"
"1515","Defensome","ECB-GENEPAGE-23191120"
"1516","Defensome","ECB-GENEPAGE-23040580"
"1517","Defensome","ECB-GENEPAGE-23143336"
"1518","Defensome","ECB-GENEPAGE-23175693"
"1519","Defensome","ECB-GENEPAGE-23103648"
"1520","Defensome","ECB-GENEPAGE-23036482"
"1521","Defensome","ECB-GENEPAGE-23051768"
"1522","Defensome","ECB-GENEPAGE-23022569"
"1523","Defensome","ECB-GENEPAGE-23174431"
"1524","Defensome","ECB-GENEPAGE-23098771"
"1525","Defensome","ECB-GENEPAGE-23042177"
"1526","Defensome","ECB-GENEPAGE-23040463"
"1527","Defensome","ECB-GENEPAGE-23040422"
"1528","Defensome","ECB-GENEPAGE-23040671"
"1529","Defensome","ECB-GENEPAGE-23042137"
"1530","Defensome","ECB-GENEPAGE-23177677"
"1531","Defensome","ECB-GENEPAGE-23155987"
"1532","Defensome","ECB-GENEPAGE-23042199"
"1533","Defensome","ECB-GENEPAGE-23042416"
"1534","Defensome","ECB-GENEPAGE-23130740"
"1535","Defensome","ECB-GENEPAGE-23123699"
"1536","Defensome","ECB-GENEPAGE-23051503"
"1537","Defensome","ECB-GENEPAGE-23020279"
"1538","Defensome","ECB-GENEPAGE-23159627"
"1539","Defensome","ECB-GENEPAGE-23052031"
"1540","Defensome","ECB-GENEPAGE-23165480"
"1541","Defensome","ECB-GENEPAGE-23042188"
"1542","Defensome","ECB-GENEPAGE-23153666"
"1543","Defensome","ECB-GENEPAGE-23103648"
"1544","Defensome","ECB-GENEPAGE-23033992"
"1545","Defensome","ECB-GENEPAGE-23165497"
"1546","Defensome","ECB-GENEPAGE-23130740"
"1547","Defensome","ECB-GENEPAGE-23077585"
"1548","Defensome","ECB-GENEPAGE-23060895"
"1549","Defensome","ECB-GENEPAGE-23113653"
"1550","Defensome","ECB-GENEPAGE-23191370"
"1551","Defensome","ECB-GENEPAGE-23040483"
"1552","Defensome","ECB-GENEPAGE-23064989"
"1553","Defensome","ECB-GENEPAGE-23191120"
"1554","Defensome","ECB-GENEPAGE-23165294"
"1555","Defensome","ECB-GENEPAGE-23180302"
"1556","Defensome","ECB-GENEPAGE-23067827"
"1557","Defensome","ECB-GENEPAGE-23174431"
"1558","Defensome","ECB-GENEPAGE-23088816"
"1559","Defensome","ECB-GENEPAGE-23144113"
"1560","Defensome","ECB-GENEPAGE-23033469"
"1561","Defensome","ECB-GENEPAGE-23083478"
"1562","Defensome","ECB-GENEPAGE-23124791"
"1563","Defensome","ECB-GENEPAGE-23155210"
"1564","Defensome","ECB-GENEPAGE-23042550"
"1565","Defensome","ECB-GENEPAGE-23162486"
"1566","Defensome","ECB-GENEPAGE-23058060"
"1567","Defensome","ECB-GENEPAGE-23077590"
"1568","Defensome","ECB-GENEPAGE-23157359"
"1569","Defensome","ECB-GENEPAGE-23022569"
"1570","Defensome","ECB-GENEPAGE-23011460"
"1571","Defensome","ECB-GENEPAGE-23079752"
"1572","Defensome","ECB-GENEPAGE-23042181"
"1573","Defensome","ECB-GENEPAGE-23042422"
"1574","Defensome","ECB-GENEPAGE-23017352"
"1575","Defensome","ECB-GENEPAGE-23019840"
"1576","Defensome","ECB-GENEPAGE-23162877"
"1577","Defensome","ECB-GENEPAGE-23040666"
"1578","Defensome","ECB-GENEPAGE-23041450"
"1579","Defensome","ECB-GENEPAGE-23141560"
"1580","Defensome","ECB-GENEPAGE-23058055"
"1581","Defensome","ECB-GENEPAGE-23072924"
"1582","Defensome","ECB-GENEPAGE-23041440"
"1583","Defensome","ECB-GENEPAGE-23029525"
"1584","Defensome","ECB-GENEPAGE-23146647"
"1585","Defensome","ECB-GENEPAGE-23153666"
"1586","Defensome","ECB-GENEPAGE-23103654"
"1587","Defensome","ECB-GENEPAGE-23067827"
"1588","Defensome","ECB-GENEPAGE-23179642"
"1589","Defensome","ECB-GENEPAGE-23142167"
"1590","Defensome","ECB-GENEPAGE-23175693"
"1591","Defensome","ECB-GENEPAGE-23039064"
"1592","Defensome","ECB-GENEPAGE-23165480"
"1593","Defensome","ECB-GENEPAGE-23011611"
"1594","Defensome","ECB-GENEPAGE-23115549"
"1595","Defensome","ECB-GENEPAGE-23037538"
"1596","Defensome","ECB-GENEPAGE-23058060"
"1597","Defensome","ECB-GENEPAGE-23100730"
"1598","Defensome","ECB-GENEPAGE-23017327"
"1599","Defensome","ECB-GENEPAGE-23032478"
"1600","Defensome","ECB-GENEPAGE-23041902"
"1601","Defensome","ECB-GENEPAGE-23032459"
"1602","Defensome","ECB-GENEPAGE-23038875"
"1603","Defensome","ECB-GENEPAGE-23102761"
"1604","Defensome","ECB-GENEPAGE-23109812"
"1605","Defensome","ECB-GENEPAGE-23032472"
"1606","Defensome","ECB-GENEPAGE-23176037"
"1607","Defensome","ECB-GENEPAGE-23064322"
"1608","Defensome","ECB-GENEPAGE-23032483"
"1609","Defensome","ECB-GENEPAGE-23031447"
"1610","Defensome","ECB-GENEPAGE-23041896"
"1611","Defensome","ECB-GENEPAGE-23031390"
"1612","Defensome","ECB-GENEPAGE-23097243"
"1613","Defensome","ECB-GENEPAGE-23040655"
"1614","Defensome","ECB-GENEPAGE-23032472"
"1615","Defensome","ECB-GENEPAGE-23097243"
"1616","Defensome","ECB-GENEPAGE-23010650"
"1617","Defensome","ECB-GENEPAGE-23194995"
"1618","Defensome","ECB-GENEPAGE-23041914"
"1619","Defensome","ECB-GENEPAGE-23183268"
"1620","Defensome","ECB-GENEPAGE-23086220"
"1621","Defensome","ECB-GENEPAGE-23109821"
"1622","Defensome","ECB-GENEPAGE-23031452"
"1623","Defensome","ECB-GENEPAGE-23041902"
"1624","Defensome","ECB-GENEPAGE-23045517"
"1625","Defensome","ECB-GENEPAGE-23032466"
"1626","Defensome","ECB-GENEPAGE-23097243"
"1627","Defensome","ECB-GENEPAGE-23126925"
"1628","Defensome","ECB-GENEPAGE-23190683"
"1629","Defensome","ECB-GENEPAGE-23109747"
"1630","Defensome","ECB-GENEPAGE-23038865"
"1631","Defensome","ECB-GENEPAGE-23187345"
"1632","Defensome","ECB-GENEPAGE-23044645"
"1633","Defensome","ECB-GENEPAGE-23032459"
"1634","Defensome","ECB-GENEPAGE-23099681"
"1635","Defensome","ECB-GENEPAGE-23041877"
"1636","Defensome","ECB-GENEPAGE-23041896"
"1637","Defensome","ECB-GENEPAGE-23187367"
"1638","Defensome","ECB-GENEPAGE-23187345"
"1639","Defensome","ECB-GENEPAGE-23036537"
"1640","Defensome","ECB-GENEPAGE-23149129"
"1641","Defensome","ECB-GENEPAGE-23157779"
"1642","Defensome","ECB-GENEPAGE-23193657"
"1643","Defensome","ECB-GENEPAGE-23082300"
"1644","Defensome","ECB-GENEPAGE-23019745"
"1645","Defensome","ECB-GENEPAGE-23041909"
"1646","Defensome","ECB-GENEPAGE-23139224"
"1647","Defensome","ECB-GENEPAGE-23097225"
"1648","Defensome","ECB-GENEPAGE-23109840"
"1649","Defensome","ECB-GENEPAGE-23164691"
"1650","Defensome","ECB-GENEPAGE-23134093"
"1651","Defensome","ECB-GENEPAGE-23134093"
"1652","Defensome","ECB-GENEPAGE-23184644"
"1653","Defensome","ECB-GENEPAGE-23017790"
"1654","Defensome","ECB-GENEPAGE-23139806"
"1655","Defensome","ECB-GENEPAGE-23171124"
"1656","Defensome","ECB-GENEPAGE-23194995"
"1657","Defensome","ECB-GENEPAGE-23031385"
"1658","Defensome","ECB-GENEPAGE-23171124"
"1659","Defensome","ECB-GENEPAGE-23157785"
"1660","Defensome","ECB-GENEPAGE-23139212"
"1661","Defensome","ECB-GENEPAGE-23171112"
"1662","Defensome","ECB-GENEPAGE-23032483"
"1663","Defensome","ECB-GENEPAGE-23110344"
"1664","Defensome","ECB-GENEPAGE-23187387"
"1665","Defensome","ECB-GENEPAGE-23092052"
"1666","Defensome","ECB-GENEPAGE-23172161"
"1667","Defensome","ECB-GENEPAGE-23041909"
"1668","Defensome","ECB-GENEPAGE-23076794"
"1669","Defensome","ECB-GENEPAGE-23139201"
"1670","Defensome","ECB-GENEPAGE-23023013"
"1671","Defensome","ECB-GENEPAGE-23036541"
"1672","Defensome","ECB-GENEPAGE-23154145"
"1673","Defensome","ECB-GENEPAGE-23040662"
"1674","Defensome","ECB-GENEPAGE-23048590"
"1675","Defensome","ECB-GENEPAGE-23128730"
"1676","Defensome","ECB-GENEPAGE-23040470"
"1677","Defensome","ECB-GENEPAGE-23109858"
"1678","Defensome","ECB-GENEPAGE-23092047"
"1679","Defensome","ECB-GENEPAGE-23092052"
"1680","Defensome","ECB-GENEPAGE-23187392"
"1681","Defensome","ECB-GENEPAGE-23140163"
"1682","Defensome","ECB-GENEPAGE-23053956"
"1683","Defensome","ECB-GENEPAGE-23097225"
"1684","Defensome","ECB-GENEPAGE-23150276"
"1685","Defensome","ECB-GENEPAGE-23158917"
"1686","Defensome","ECB-GENEPAGE-23150346"
"1687","Defensome","ECB-GENEPAGE-23041877"
"1688","Defensome","ECB-GENEPAGE-23092037"
"1689","Defensome","ECB-GENEPAGE-23130651"
"1690","Defensome","ECB-GENEPAGE-23133001"
"1691","Defensome","ECB-GENEPAGE-23126952"
"1692","Defensome","ECB-GENEPAGE-23040786"
"1693","Defensome","ECB-GENEPAGE-23100128"
"1694","Defensome","ECB-GENEPAGE-23134093"
"1695","Defensome","ECB-GENEPAGE-23101972"
"1696","Defensome","ECB-GENEPAGE-23086786"
"1697","Defensome","ECB-GENEPAGE-23133011"
"1698","Defensome","ECB-GENEPAGE-23019745"
"1699","Defensome","ECB-GENEPAGE-23019745"
"1700","Defensome","ECB-GENEPAGE-23038857"
"1701","Defensome","ECB-GENEPAGE-23164696"
"1702","Defensome","ECB-GENEPAGE-23101171"
"1703","Defensome","ECB-GENEPAGE-23166287"
"1704","Defensome","ECB-GENEPAGE-23142908"
"1705","Defensome","ECB-GENEPAGE-23181140"
"1706","Defensome","ECB-GENEPAGE-23045517"
"1707","Defensome","ECB-GENEPAGE-23019745"
"1708","Defensome","ECB-GENEPAGE-23134508"
"1709","Defensome","ECB-GENEPAGE-23187367"
"1710","Defensome","ECB-GENEPAGE-23164278"
"1711","Defensome","ECB-GENEPAGE-23102761"
"1712","Defensome","ECB-GENEPAGE-23109806"
"1713","Defensome","ECB-GENEPAGE-23190675"
"1714","Defensome","ECB-GENEPAGE-23187380"
"1715","Defensome","ECB-GENEPAGE-23187374"
"1716","Defensome","ECB-GENEPAGE-23128724"
"1717","Defensome","ECB-GENEPAGE-23041896"
"1718","Defensome","ECB-GENEPAGE-23187387"
"1719","Defensome","ECB-GENEPAGE-23151463"
"1720","Defensome","ECB-GENEPAGE-23091745"
"1721","Defensome","ECB-GENEPAGE-23127873"
"1722","Defensome","ECB-GENEPAGE-23193638"
"1723","Defensome","ECB-GENEPAGE-23166287"
"1724","Defensome","ECB-GENEPAGE-23019745"
"1725","Defensome","ECB-GENEPAGE-23122668"
"1726","Defensome","ECB-GENEPAGE-23036520"
"1727","Defensome","ECB-GENEPAGE-23038852"
"1728","Defensome","ECB-GENEPAGE-23127869"
"1729","Defensome","ECB-GENEPAGE-23019745"
"1730","Defensome","ECB-GENEPAGE-23025690"
"1731","Defensome","ECB-GENEPAGE-23036556"
"1732","Defensome","ECB-GENEPAGE-23133278"
"1733","Defensome","ECB-GENEPAGE-23045220"
"1734","Defensome","ECB-GENEPAGE-23091754"
"1735","Defensome","ECB-GENEPAGE-23187359"
"1736","Defensome","ECB-GENEPAGE-23126705"
"1737","Defensome","ECB-GENEPAGE-23097653"
"1738","Defensome","ECB-GENEPAGE-23043866"
"1739","Defensome","ECB-GENEPAGE-23013419"
"1740","Defensome","ECB-GENEPAGE-23043875"
"1741","Defensome","ECB-GENEPAGE-23161233"
"1742","Defensome","ECB-GENEPAGE-23143526"
"1743","Defensome","ECB-GENEPAGE-23031953"
"1744","Defensome","ECB-GENEPAGE-23123509"
"1745","Defensome","ECB-GENEPAGE-23031795"
"1746","Defensome","ECB-GENEPAGE-23031893"
"1747","Defensome","ECB-GENEPAGE-23031795"
"1748","Defensome","ECB-GENEPAGE-23022842"
"1749","Defensome","ECB-GENEPAGE-23143526"
"1750","Defensome","ECB-GENEPAGE-23028123"
"1751","Defensome","ECB-GENEPAGE-23031855"
"1752","Defensome","ECB-GENEPAGE-23143526"
"1753","Defensome","ECB-GENEPAGE-23074601"
"1754","Defensome","ECB-GENEPAGE-23028141"
"1755","Defensome","ECB-GENEPAGE-23171450"
"1756","Defensome","ECB-GENEPAGE-23188152"
"1757","Defensome","ECB-GENEPAGE-23103515"
"1758","Defensome","ECB-GENEPAGE-23047122"
"1759","Defensome","ECB-GENEPAGE-23031953"
"1760","Defensome","ECB-GENEPAGE-23028157"
"1761","Defensome","ECB-GENEPAGE-23028161"
"1762","Defensome","ECB-GENEPAGE-23189006"
"1763","Defensome","ECB-GENEPAGE-23123509"
"1764","Defensome","ECB-GENEPAGE-23028175"
"1765","Defensome","ECB-GENEPAGE-23009144"
"1766","Defensome","ECB-GENEPAGE-23180924"
"1767","Defensome","ECB-GENEPAGE-23143526"
"1768","Defensome","ECB-GENEPAGE-23028033"
"1769","Defensome","ECB-GENEPAGE-23028153"
"1770","Defensome","ECB-GENEPAGE-23028145"
"1771","Defensome","ECB-GENEPAGE-23143526"
"1772","Defensome","ECB-GENEPAGE-23028165"
"1773","Defensome","ECB-GENEPAGE-23043409"
"1774","Defensome","ECB-GENEPAGE-23161238"
"1775","Defensome","ECB-GENEPAGE-23143526"
"1776","Defensome","ECB-GENEPAGE-23031893"
"1777","Defensome","ECB-GENEPAGE-23180199"
"1778","Defensome","ECB-GENEPAGE-23077382"
"1779","Defensome","ECB-GENEPAGE-23141776"
"1780","Defensome","ECB-GENEPAGE-23028052"
"1781","Defensome","ECB-GENEPAGE-23143526"
"1782","Defensome","ECB-GENEPAGE-23028080"
"1783","Defensome","ECB-GENEPAGE-23045198"
"1784","Defensome","ECB-GENEPAGE-23157307"
"1785","Defensome","ECB-GENEPAGE-23028128"
