"","KEGG","PathwayID"
"3615","C02273","spu02010"
"3616","C03557","spu02010"
"3617","C03611","spu02010"
"3618","C03619","spu02010"
"3619","C04114","spu02010"
"3620","C04137","spu02010"
"3621","C05349","spu02010"
"3622","C05402","spu02010"
"3623","C05512","spu02010"
"3624","C05776","spu02010"
"3625","C06227","spu02010"
"3626","C06229","spu02010"
"3627","C06230","spu02010"
"3628","C06232","spu02010"
"3629","C06687","spu02010"
"3630","C06705","spu02010"
"3631","C06706","spu02010"
"3632","C06707","spu02010"
"3633","C06767","spu02010"
"3634","C07662","spu02010"
"3635","C07663","spu02010"
"3636","C11612","spu02010"
"3637","C13768","spu02010"
"3638","C14818","spu02010"
"3639","C14819","spu02010"
"3640","C15521","spu02010"
"3641","C16421","spu02010"
"3642","C16692","spu02010"
"3643","C19609","spu02010"
"3644","C19872","spu02010"
"3645","C20570","spu02010"
"3646","C20571","spu02010"
"3647","C20572","spu02010"
"3648","C20573","spu02010"
"3649","C21066","spu02010"
"3650","C22040","spu02010"
"3651","G00457","spu02010"
"3652","C00035","spu03013"
"3653","C00044","spu03013"
"3654","C01647","spu03013"
"3655","C00008","spu04068"
"3656","C00020","spu04068"
"3657","C00025","spu04068"
"3658","C00031","spu04068"
"3659","C05981","spu04068"
"3660","C00076","spu04070"
"3661","C00137","spu04070"
"3662","C00269","spu04070"
"3663","C00416","spu04070"
"3664","C00641","spu04070"
"3665","C01177","spu04070"
"3666","C01194","spu04070"
"3667","C01204","spu04070"
"3668","C01220","spu04070"
"3669","C01243","spu04070"
"3670","C01245","spu04070"
"3671","C01272","spu04070"
"3672","C01277","spu04070"
"3673","C01284","spu04070"
"3674","C03546","spu04070"
"3675","C04006","spu04070"
"3676","C04062","spu04070"
"3677","C04063","spu04070"
"3678","C04477","spu04070"
"3679","C04549","spu04070"
"3680","C04637","spu04070"
"3681","C05981","spu04070"
"3682","C11174","spu04070"
"3683","C11526","spu04070"
"3684","C11554","spu04070"
"3685","C11555","spu04070"
"3686","C11556","spu04070"
"3687","C11557","spu04070"
"3688","C20690","spu04070"
"3689","C00002","spu04080"
"3690","C00008","spu04080"
"3691","C00015","spu04080"
"3692","C00025","spu04080"
"3693","C00037","spu04080"
"3694","C00049","spu04080"
"3695","C00075","spu04080"
"3696","C00099","spu04080"
"3697","C00212","spu04080"
"3698","C00245","spu04080"
"3699","C00334","spu04080"
"3700","C00388","spu04080"
"3701","C00398","spu04080"
"3702","C00483","spu04080"
"3703","C00506","spu04080"
"3704","C00547","spu04080"
"3705","C00584","spu04080"
"3706","C00639","spu04080"
"3707","C00681","spu04080"
"3708","C00696","spu04080"
"3709","C00735","spu04080"
"3710","C00780","spu04080"
"3711","C00788","spu04080"
"3712","C01120","spu04080"
"3713","C01312","spu04080"
"3714","C01516","spu04080"
"3715","C01598","spu04080"
"3716","C01829","spu04080"
"3717","C01996","spu04080"
"3718","C02165","spu04080"
"3719","C02166","spu04080"
"3720","C02198","spu04080"
"3721","C02465","spu04080"
"3722","C03758","spu04080"
"3723","C04227","spu04080"
"3724","C04598","spu04080"
"3725","C05113","spu04080"
"3726","C05951","spu04080"
"3727","C05952","spu04080"
"3728","C06124","spu04080"
"3729","C06314","spu04080"
"3730","C06865","spu04080"
"3731","C11695","spu04080"
"3732","C12270","spu04080"
"3733","C12271","spu04080"
"3734","C12272","spu04080"
"3735","C13856","spu04080"
"3736","C15890","spu04080"
"3737","C15891","spu04080"
"3738","C15995","spu04080"
"3739","C16511","spu04080"
"3740","C16512","spu04080"
"3741","C00019","spu04122"
"3742","C00041","spu04122"
"3743","C00044","spu04122"
"3744","C00097","spu04122"
"3745","C00378","spu04122"
"3746","C00868","spu04122"
"3747","C00979","spu04122"
"3748","C05924","spu04122"
"3749","C17322","spu04122"
"3750","C18237","spu04122"
"3751","C18239","spu04122"
"3752","C00350","spu04136"
"3753","C01194","spu04136"
"3754","C04549","spu04136"
"3755","C00035","spu04140"
"3756","C00044","spu04140"
"3757","C00350","spu04140"
"3758","C01194","spu04140"
"3759","C04549","spu04140"
"3760","C05981","spu04140"
"3761","C00076","spu04141"
"3762","G00009","spu04141"
"3763","G00010","spu04141"
"3764","G00011","spu04141"
"3765","G00012","spu04141"
"3766","G10694","spu04141"
"3767","C00002","spu04142"
"3768","C00008","spu04142"
"3769","C00159","spu04142"
"3770","C00275","spu04142"
"3771","C00035","spu04144"
"3772","C00044","spu04144"
"3773","C04549","spu04144"
"3774","C04637","spu04144"
"3775","C05981","spu04144"
"3776","C11556","spu04144"
"3777","C04549","spu04145"
"3778","C00020","spu04150"
"3779","C00062","spu04150"
"3780","C00123","spu04150"
"3781","C05981","spu04150"
"3782","C00076","spu04310"
"3783","G10505","spu04512"
