"","KEGG","PathwayID"
"2616","C01727","spu00740"
"2617","C01847","spu00740"
"2618","C03114","spu00740"
"2619","C04332","spu00740"
"2620","C04454","spu00740"
"2621","C04732","spu00740"
"2622","C05995","spu00740"
"2623","C15556","spu00740"
"2624","C15563","spu00740"
"2625","C18910","spu00740"
"2626","C00018","spu00750"
"2627","C00064","spu00750"
"2628","C00117","spu00750"
"2629","C00118","spu00750"
"2630","C00232","spu00750"
"2631","C00250","spu00750"
"2632","C00266","spu00750"
"2633","C00279","spu00750"
"2634","C00314","spu00750"
"2635","C00534","spu00750"
"2636","C00627","spu00750"
"2637","C00647","spu00750"
"2638","C00847","spu00750"
"2639","C00971","spu00750"
"2640","C01215","spu00750"
"2641","C01270","spu00750"
"2642","C03393","spu00750"
"2643","C04106","spu00750"
"2644","C04604","spu00750"
"2645","C04690","spu00750"
"2646","C04773","spu00750"
"2647","C06050","spu00750"
"2648","C06051","spu00750"
"2649","C06052","spu00750"
"2650","C06054","spu00750"
"2651","C06055","spu00750"
"2652","C06056","spu00750"
"2653","C07335","spu00750"
"2654","C11638","spu00750"
"2655","C00003","spu00760"
"2656","C00006","spu00760"
"2657","C00022","spu00760"
"2658","C00042","spu00760"
"2659","C00049","spu00760"
"2660","C00111","spu00760"
"2661","C00122","spu00760"
"2662","C00153","spu00760"
"2663","C00163","spu00760"
"2664","C00232","spu00760"
"2665","C00253","spu00760"
"2666","C00334","spu00760"
"2667","C00455","spu00760"
"2668","C00857","spu00760"
"2669","C00922","spu00760"
"2670","C01004","spu00760"
"2671","C01020","spu00760"
"2672","C01056","spu00760"
"2673","C01059","spu00760"
"2674","C01185","spu00760"
"2675","C01297","spu00760"
"2676","C01384","spu00760"
"2677","C01596","spu00760"
"2678","C02295","spu00760"
"2679","C02918","spu00760"
"2680","C02930","spu00760"
"2681","C03043","spu00760"
"2682","C03056","spu00760"
"2683","C03150","spu00760"
"2684","C03458","spu00760"
"2685","C03652","spu00760"
"2686","C03722","spu00760"
"2687","C04226","spu00760"
"2688","C05380","spu00760"
"2689","C05840","spu00760"
"2690","C05841","spu00760"
"2691","C05842","spu00760"
"2692","C05843","spu00760"
"2693","C06178","spu00760"
"2694","C15523","spu00760"
"2695","C15986","spu00760"
"2696","C15987","spu00760"
"2697","C16150","spu00760"
"2698","C16151","spu00760"
"2699","C16152","spu00760"
"2700","C16159","spu00760"
"2701","C16390","spu00760"
"2702","C18232","spu00760"
"2703","C19567","spu00760"
"2704","C19569","spu00760"
"2705","C19631","spu00760"
"2706","C20361","spu00760"
"2707","C20381","spu00760"
"2708","C21075","spu00760"
"2709","C21154","spu00760"
"2710","C00010","spu00770"
"2711","C00022","spu00770"
"2712","C00049","spu00770"
"2713","C00054","spu00770"
"2714","C00097","spu00770"
"2715","C00099","spu00770"
"2716","C00106","spu00770"
"2717","C00141","spu00770"
"2718","C00183","spu00770"
"2719","C00229","spu00770"
"2720","C00429","spu00770"
"2721","C00522","spu00770"
"2722","C00750","spu00770"
"2723","C00831","spu00770"
"2724","C00864","spu00770"
"2725","C00882","spu00770"
"2726","C00966","spu00770"
"2727","C01053","spu00770"
"2728","C01088","spu00770"
"2729","C01134","spu00770"
"2730","C02642","spu00770"
"2731","C03492","spu00770"
"2732","C03688","spu00770"
"2733","C04079","spu00770"
"2734","C04272","spu00770"
"2735","C04352","spu00770"
"2736","C05665","spu00770"
"2737","C05944","spu00770"
"2738","C06010","spu00770"
"2739","C18911","spu00770"
"2740","C00047","spu00780"
"2741","C00086","spu00780"
"2742","C00120","spu00780"
"2743","C01037","spu00780"
"2744","C01063","spu00780"
"2745","C01092","spu00780"
"2746","C01209","spu00780"
"2747","C01894","spu00780"
"2748","C01909","spu00780"
"2749","C02656","spu00780"
"2750","C05552","spu00780"
"2751","C05921","spu00780"
"2752","C06250","spu00780"
"2753","C19673","spu00780"
"2754","C19845","spu00780"
"2755","C19846","spu00780"
"2756","C20372","spu00780"
"2757","C20373","spu00780"
"2758","C20374","spu00780"
"2759","C20375","spu00780"
"2760","C20376","spu00780"
"2761","C20377","spu00780"
"2762","C20378","spu00780"
"2763","C20384","spu00780"
"2764","C20385","spu00780"
"2765","C20386","spu00780"
"2766","C20387","spu00780"
"2767","C20683","spu00780"
"2768","C01944","spu00785"
"2769","C02051","spu00785"
"2770","C02147","spu00785"
"2771","C02972","spu00785"
"2772","C05752","spu00785"
"2773","C06423","spu00785"
"2774","C15972","spu00785"
"2775","C15973","spu00785"
"2776","C16238","spu00785"
"2777","C16241","spu00785"
"2778","C22159","spu00785"
"2779","C22160","spu00785"
"2780","C22161","spu00785"
"2781","C00044","spu00790"
"2782","C00101","spu00790"
"2783","C00119","spu00790"
"2784","C00156","spu00790"
"2785","C00251","spu00790"
"2786","C00266","spu00790"
"2787","C00268","spu00790"
"2788","C00272","spu00790"
"2789","C00415","spu00790"
"2790","C00504","spu00790"
"2791","C00568","spu00790"
"2792","C00835","spu00790"
"2793","C00921","spu00790"
"2794","C01217","spu00790"
"2795","C01300","spu00790"
"2796","C01304","spu00790"
"2797","C02587","spu00790"
"2798","C02953","spu00790"
"2799","C03541","spu00790"
"2800","C03684","spu00790"
"2801","C04244","spu00790"
"2802","C04807","spu00790"
"2803","C04874","spu00790"
"2804","C04895","spu00790"
"2805","C05922","spu00790"
"2806","C05923","spu00790"
"2807","C05924","spu00790"
"2808","C05925","spu00790"
"2809","C05926","spu00790"
"2810","C05927","spu00790"
"2811","C06148","spu00790"
"2812","C06313","spu00790"
"2813","C09332","spu00790"
"2814","C11355","spu00790"
"2815","C15522","spu00790"
"2816","C15996","spu00790"
"2817","C16675","spu00790"
"2818","C18237","spu00790"
"2819","C18239","spu00790"
"2820","C18802","spu00790"
"2821","C19848","spu00790"
"2822","C19871","spu00790"
"2823","C20239","spu00790"
"2824","C20248","spu00790"
"2825","C20264","spu00790"
"2826","C20559","spu00790"
"2827","C20562","spu00790"
"2828","C20566","spu00790"
"2829","C20567","spu00790"
"2830","C21007","spu00790"
"2831","C21008","spu00790"
"2832","C21065","spu00790"
"2833","C21094","spu00790"
"2834","C21107","spu00790"
"2835","C21310","spu00790"
"2836","C21485","spu00790"
"2837","C21486","spu00790"
"2838","C21640","spu00790"
"2839","C00376","spu00830"
"2840","C00473","spu00830"
"2841","C00777","spu00830"
"2842","C00778","spu00830"
"2843","C00899","spu00830"
"2844","C02075","spu00830"
"2845","C02094","spu00830"
"2846","C02110","spu00830"
"2847","C02588","spu00830"
"2848","C03455","spu00830"
"2849","C05914","spu00830"
"2850","C05915","spu00830"
"2851","C05916","spu00830"
"2852","C05917","spu00830"
"2853","C11061","spu00830"
"2854","C15492","spu00830"
"2855","C15493","spu00830"
"2856","C16677","spu00830"
"2857","C16678","spu00830"
"2858","C16679","spu00830"
"2859","C16680","spu00830"
"2860","C16681","spu00830"
"2861","C16682","spu00830"
"2862","C16683","spu00830"
"2863","C21797","spu00830"
"2864","C00025","spu00860"
"2865","C00032","spu00860"
"2866","C00037","spu00860"
"2867","C00188","spu00860"
"2868","C00194","spu00860"
"2869","C00430","spu00860"
"2870","C00486","spu00860"
"2871","C00500","spu00860"
"2872","C00524","spu00860"
"2873","C00541","spu00860"
"2874","C00748","spu00860"
"2875","C00853","spu00860"
"2876","C00931","spu00860"
"2877","C00992","spu00860"
"2878","C01024","spu00860"
"2879","C01051","spu00860"
"2880","C01079","spu00860"
"2881","C01708","spu00860"
"2882","C02139","spu00860"
"2883","C02191","spu00860"
"2884","C02463","spu00860"
"2885","C02469","spu00860"
"2886","C02800","spu00860"
"2887","C02823","spu00860"
"2888","C02880","spu00860"
"2889","C02987","spu00860"
"2890","C03029","spu00860"
"2891","C03114","spu00860"
"2892","C03179","spu00860"
"2893","C03194","spu00860"
"2894","C03263","spu00860"
"2895","C03516","spu00860"
"2896","C03741","spu00860"
"2897","C04122","spu00860"
"2898","C04536","spu00860"
"2899","C04778","spu00860"
"2900","C05306","spu00860"
"2901","C05307","spu00860"
"2902","C05766","spu00860"
"2903","C05767","spu00860"
"2904","C05768","spu00860"
"2905","C05769","spu00860"
"2906","C05770","spu00860"
"2907","C05772","spu00860"
"2908","C05773","spu00860"
"2909","C05774","spu00860"
"2910","C05775","spu00860"
"2911","C05777","spu00860"
"2912","C05778","spu00860"
"2913","C05779","spu00860"
"2914","C05780","spu00860"
"2915","C05781","spu00860"
"2916","C05782","spu00860"
"2917","C05783","spu00860"
"2918","C05784","spu00860"
"2919","C05785","spu00860"
"2920","C05786","spu00860"
"2921","C05787","spu00860"
"2922","C05789","spu00860"
"2923","C05790","spu00860"
"2924","C05791","spu00860"
"2925","C05793","spu00860"
"2926","C05794","spu00860"
"2927","C05795","spu00860"
"2928","C05797","spu00860"
"2929","C05798","spu00860"
"2930","C05912","spu00860"
"2931","C05913","spu00860"
"2932","C06319","spu00860"
"2933","C06320","spu00860"
"2934","C06399","spu00860"
"2935","C06406","spu00860"
"2936","C06407","spu00860"
"2937","C06408","spu00860"
"2938","C06416","spu00860"
"2939","C06503","spu00860"
"2940","C06504","spu00860"
"2941","C06505","spu00860"
"2942","C06506","spu00860"
"2943","C06507","spu00860"
"2944","C06508","spu00860"
"2945","C06509","spu00860"
"2946","C06510","spu00860"
"2947","C11242","spu00860"
"2948","C11243","spu00860"
"2949","C11538","spu00860"
"2950","C11540","spu00860"
"2951","C11542","spu00860"
"2952","C11543","spu00860"
"2953","C11545","spu00860"
"2954","C11630","spu00860"
"2955","C11829","spu00860"
"2956","C11830","spu00860"
"2957","C11831","spu00860"
"2958","C11832","spu00860"
"2959","C11850","spu00860"
"2960","C11851","spu00860"
"2961","C12147","spu00860"
"2962","C14818","spu00860"
"2963","C14819","spu00860"
"2964","C15670","spu00860"
"2965","C15672","spu00860"
"2966","C16242","spu00860"
"2967","C16243","spu00860"
"2968","C16244","spu00860"
"2969","C16540","spu00860"
"2970","C16541","spu00860"
"2971","C17401","spu00860"
"2972","C18021","spu00860"
"2973","C18022","spu00860"
"2974","C18064","spu00860"
"2975","C18098","spu00860"
"2976","C18151","spu00860"
"2977","C18152","spu00860"
"2978","C18153","spu00860"
"2979","C18154","spu00860"
"2980","C18155","spu00860"
"2981","C18156","spu00860"
"2982","C18157","spu00860"
"2983","C18160","spu00860"
"2984","C18161","spu00860"
"2985","C18162","spu00860"
"2986","C18163","spu00860"
"2987","C20666","spu00860"
"2988","C21217","spu00860"
"2989","C21284","spu00860"
"2990","C21427","spu00860"
"2991","C21428","spu00860"
"2992","C21429","spu00860"
"2993","C21431","spu00860"
"2994","C21432","spu00860"
"2995","C21433","spu00860"
"2996","C21434","spu00860"
"2997","C21435","spu00860"
"2998","C21510","spu00860"
"2999","C21511","spu00860"
"3000","C21512","spu00860"
"3001","C21582","spu00860"
"3002","C21723","spu00860"
"3003","C21724","spu00860"
"3004","C21835","spu00860"
"3005","C22338","spu00860"
"3006","C22339","spu00860"
"3007","C00022","spu00900"
"3008","C00024","spu00900"
"3009","C00118","spu00900"
"3010","C00129","spu00900"
"3011","C00235","spu00900"
"3012","C00332","spu00900"
"3013","C00341","spu00900"
"3014","C00353","spu00900"
"3015","C00356","spu00900"
"3016","C00418","spu00900"
"3017","C00448","spu00900"
"3018","C01107","spu00900"
"3019","C01126","spu00900"
"3020","C01143","spu00900"
"3021","C01230","spu00900"
"3022","C02321","spu00900"
"3023","C03461","spu00900"
"3024","C04145","spu00900"
"3025","C04146","spu00900"
"3026","C04216","spu00900"
"3027","C04506","spu00900"
"3028","C04574","spu00900"
"3029","C04748","spu00900"
"3030","C05427","spu00900"
"3031","C05859","spu00900"
"3032","C06081","spu00900"
"3033","C11434","spu00900"
"3034","C11435","spu00900"
"3035","C11436","spu00900"
"3036","C11437","spu00900"
"3037","C11453","spu00900"
"3038","C11811","spu00900"
"3039","C16521","spu00900"
"3040","C16826","spu00900"
"3041","C17432","spu00900"
"3042","C18321","spu00900"
"3043","C19691","spu00900"
"3044","C19760","spu00900"
"3045","C19852","spu00900"
"3046","C19853","spu00900"
"3047","C20120","spu00900"
"3048","C20121","spu00900"
"3049","C20345","spu00900"
"3050","C20847","spu00900"
"3051","C20848","spu00900"
"3052","C00011","spu00910"
"3053","C00014","spu00910"
"3054","C00025","spu00910"
"3055","C00058","spu00910"
"3056","C00064","spu00910"
"3057","C00088","spu00910"
"3058","C00169","spu00910"
"3059","C00192","spu00910"
"3060","C00244","spu00910"
"3061","C00288","spu00910"
"3062","C00488","spu00910"
"3063","C00533","spu00910"
"3064","C00697","spu00910"
"3065","C00726","spu00910"
"3066","C00887","spu00910"
"3067","C01417","spu00910"
"3068","C01563","spu00910"
"3069","C05361","spu00910"
"3070","C06058","spu00910"
"3071","C00033","spu00920"
"3072","C00042","spu00920"
"3073","C00053","spu00920"
"3074","C00054","spu00920"
"3075","C00059","spu00920"
"3076","C00065","spu00920"
"3077","C00084","spu00920"
"3078","C00087","spu00920"
"3079","C00094","spu00920"
"3080","C00097","spu00920"
"3081","C00155","spu00920"
"3082","C00224","spu00920"
"3083","C00245","spu00920"
"3084","C00263","spu00920"
"3085","C00283","spu00920"
"3086","C00320","spu00920"
"3087","C00409","spu00920"
"3088","C00580","spu00920"
"3089","C00979","spu00920"
"3090","C01118","spu00920"
"3091","C01861","spu00920"
"3092","C02084","spu00920"
"3093","C03920","spu00920"
"3094","C04022","spu00920"
"3095","C08276","spu00920"
"3096","C11142","spu00920"
"3097","C11143","spu00920"
"3098","C11145","spu00920"
"3099","C15521","spu00920"
"3100","C17267","spu00920"
"3101","C19692","spu00920"
"3102","C20870","spu00920"
"3103","C20955","spu00920"
"3104","C00025","spu00970"
"3105","C00037","spu00970"
"3106","C00041","spu00970"
"3107","C00047","spu00970"
"3108","C00049","spu00970"
"3109","C00062","spu00970"
"3110","C00064","spu00970"
"3111","C00065","spu00970"
"3112","C00073","spu00970"
"3113","C00078","spu00970"
"3114","C00079","spu00970"
"3115","C00082","spu00970"
"3116","C00097","spu00970"
"3117","C00101","spu00970"
"3118","C00123","spu00970"
"3119","C00135","spu00970"
"3120","C00148","spu00970"
"3121","C00152","spu00970"
"3122","C00183","spu00970"
"3123","C00188","spu00970"
"3124","C00234","spu00970"
"3125","C00407","spu00970"
"3126","C00886","spu00970"
"3127","C01005","spu00970"
"3128","C01931","spu00970"
"3129","C02047","spu00970"
"3130","C02163","spu00970"
"3131","C02282","spu00970"
"3132","C02412","spu00970"
"3133","C02430","spu00970"
"3134","C02553","spu00970"
"3135","C02554","spu00970"
"3136","C02702","spu00970"
"3137","C02839","spu00970"
"3138","C02984","spu00970"
"3139","C02987","spu00970"
"3140","C02988","spu00970"
"3141","C02992","spu00970"
"3142","C03125","spu00970"
"3143","C03127","spu00970"
"3144","C03294","spu00970"
"3145","C03402","spu00970"
"3146","C03511","spu00970"
"3147","C03512","spu00970"
"3148","C06112","spu00970"
"3149","C06113","spu00970"
"3150","C06481","spu00970"
"3151","C06482","spu00970"
"3152","C16138","spu00970"
"3153","C16638","spu00970"
"3154","C17022","spu00970"
"3155","C17027","spu00970"
"3156","C00745","spu00980"
"3157","C00829","spu00980"
"3158","C02617","spu00980"
"3159","C03012","spu00980"
"3160","C06205","spu00980"
"3161","C06755","spu00980"
"3162","C06790","spu00980"
"3163","C06800","spu00980"
"3164","C06899","spu00980"
"3165","C07490","spu00980"
"3166","C07535","spu00980"
"3167","C11036","spu00980"
"3168","C11088","spu00980"
"3169","C11148","spu00980"
"3170","C11149","spu00980"
"3171","C11150","spu00980"
"3172","C11278","spu00980"
"3173","C11713","spu00980"
"3174","C11714","spu00980"
"3175","C14039","spu00980"
"3176","C14040","spu00980"
"3177","C14453","spu00980"
"3178","C14556","spu00980"
"3179","C14783","spu00980"
"3180","C14784","spu00980"
"3181","C14785","spu00980"
"3182","C14786","spu00980"
"3183","C14787","spu00980"
"3184","C14788","spu00980"
"3185","C14789","spu00980"
"3186","C14790","spu00980"
"3187","C14791","spu00980"
"3188","C14792","spu00980"
"3189","C14793","spu00980"
"3190","C14796","spu00980"
"3191","C14797","spu00980"
"3192","C14798","spu00980"
"3193","C14799","spu00980"
"3194","C14800","spu00980"
"3195","C14801","spu00980"
"3196","C14802","spu00980"
"3197","C14803","spu00980"
"3198","C14804","spu00980"
"3199","C14805","spu00980"
"3200","C14806","spu00980"
"3201","C14839","spu00980"
"3202","C14840","spu00980"
"3203","C14841","spu00980"
"3204","C14842","spu00980"
"3205","C14843","spu00980"
"3206","C14844","spu00980"
"3207","C14845","spu00980"
"3208","C14846","spu00980"
"3209","C14847","spu00980"
"3210","C14848","spu00980"
"3211","C14849","spu00980"
"3212","C14850","spu00980"
"3213","C14851","spu00980"
"3214","C14852","spu00980"
"3215","C14853","spu00980"
"3216","C14854","spu00980"
"3217","C14855","spu00980"
"3218","C14856","spu00980"
"3219","C14857","spu00980"
"3220","C14858","spu00980"
"3221","C14859","spu00980"
"3222","C14860","spu00980"
"3223","C14861","spu00980"
"3224","C14862","spu00980"
"3225","C14863","spu00980"
"3226","C14864","spu00980"
"3227","C14865","spu00980"
"3228","C14866","spu00980"
"3229","C14867","spu00980"
"3230","C14868","spu00980"
"3231","C14869","spu00980"
"3232","C14870","spu00980"
"3233","C14871","spu00980"
"3234","C14872","spu00980"
"3235","C14873","spu00980"
"3236","C14874","spu00980"
"3237","C14875","spu00980"
"3238","C14876","spu00980"
"3239","C14877","spu00980"
"3240","C16453","spu00980"
"3241","C16756","spu00980"
"3242","C19488","spu00980"
"3243","C19489","spu00980"
"3244","C19490","spu00980"
"3245","C19559","spu00980"
"3246","C19561","spu00980"
"3247","C19562","spu00980"
"3248","C19563","spu00980"
"3249","C19564","spu00980"
"3250","C19565","spu00980"
"3251","C19566","spu00980"
"3252","C19567","spu00980"
"3253","C19568","spu00980"
"3254","C19569","spu00980"
"3255","C19574","spu00980"
"3256","C19577","spu00980"
"3257","C19578","spu00980"
"3258","C19579","spu00980"
"3259","C19580","spu00980"
"3260","C19581","spu00980"
"3261","C19582","spu00980"
"3262","C19585","spu00980"
"3263","C19586","spu00980"
"3264","C19588","spu00980"
"3265","C19589","spu00980"
"3266","C19590","spu00980"
"3267","C19591","spu00980"
"3268","C19592","spu00980"
"3269","C19594","spu00980"
"3270","C19595","spu00980"
"3271","C19602","spu00980"
"3272","C19603","spu00980"
"3273","C19604","spu00980"
"3274","C19605","spu00980"
"3275","C19606","spu00980"
"3276","C19607","spu00980"
"3277","C01471","spu00982"
"3278","C01516","spu00982"
"3279","C05011","spu00982"
"3280","C06174","spu00982"
"3281","C06754","spu00982"
"3282","C06868","spu00982"
"3283","C07047","spu00982"
"3284","C07073","spu00982"
"3285","C07108","spu00982"
"3286","C07163","spu00982"
"3287","C07185","spu00982"
"3288","C07492","spu00982"
"3289","C07493","spu00982"
"3290","C07495","spu00982"
"3291","C07496","spu00982"
"3292","C07501","spu00982"
"3293","C07572","spu00982"
"3294","C07643","spu00982"
"3295","C07644","spu00982"
"3296","C07645","spu00982"
"3297","C07646","spu00982"
"3298","C07647","spu00982"
"3299","C07888","spu00982"
"3300","C08012","spu00982"
"3301","C11004","spu00982"
"3302","C11583","spu00982"
"3303","C11785","spu00982"
"3304","C16544","spu00982"
"3305","C16545","spu00982"
"3306","C16546","spu00982"
"3307","C16547","spu00982"
"3308","C16548","spu00982"
"3309","C16549","spu00982"
"3310","C16550","spu00982"
"3311","C16551","spu00982"
"3312","C16552","spu00982"
"3313","C16553","spu00982"
"3314","C16554","spu00982"
"3315","C16555","spu00982"
"3316","C16556","spu00982"
"3317","C16557","spu00982"
"3318","C16558","spu00982"
"3319","C16559","spu00982"
"3320","C16560","spu00982"
"3321","C16561","spu00982"
"3322","C16569","spu00982"
"3323","C16570","spu00982"
"3324","C16571","spu00982"
"3325","C16572","spu00982"
"3326","C16576","spu00982"
"3327","C16577","spu00982"
"3328","C16578","spu00982"
"3329","C16582","spu00982"
"3330","C16584","spu00982"
"3331","C16586","spu00982"
"3332","C16587","spu00982"
"3333","C16591","spu00982"
"3334","C16592","spu00982"
"3335","C16595","spu00982"
"3336","C16596","spu00982"
"3337","C16601","spu00982"
"3338","C16602","spu00982"
"3339","C16603","spu00982"
"3340","C16604","spu00982"
"3341","C16605","spu00982"
"3342","C16606","spu00982"
"3343","C16607","spu00982"
"3344","C16608","spu00982"
"3345","C16609","spu00982"
"3346","C16610","spu00982"
"3347","C16612","spu00982"
"3348","C16643","spu00982"
"3349","C16648","spu00982"
"3350","C16649","spu00982"
"3351","C16650","spu00982"
"3352","C16651","spu00982"
"3353","C16652","spu00982"
"3354","C16653","spu00982"
"3355","C16654","spu00982"
"3356","C16655","spu00982"
"3357","C16656","spu00982"
"3358","C16657","spu00982"
"3359","C16658","spu00982"
"3360","C16659","spu00982"
"3361","C16660","spu00982"
"3362","C16661","spu00982"
"3363","C16662","spu00982"
"3364","D00195","spu00982"
"3365","D00252","spu00982"
"3366","D00343","spu00982"
"3367","D00358","spu00982"
"3368","D00399","spu00982"
"3369","D00533","spu00982"
"3370","D00536","spu00982"
"3371","D04716","spu00982"
"3372","D07704","spu00982"
"3373","D07760","spu00982"
"3374","D08195","spu00982"
"3375","D08233","spu00982"
"3376","D08559","spu00982"
"3377","C00003","spu00983"
"3378","C00006","spu00983"
"3379","C02320","spu00983"
"3380","C02380","spu00983"
"3381","C04242","spu00983"
"3382","C04646","spu00983"
"3383","C05361","spu00983"
"3384","C06108","spu00983"
"3385","C06837","spu00983"
"3386","C07054","spu00983"
"3387","C07446","spu00983"
"3388","C07447","spu00983"
"3389","C07585","spu00983"
"3390","C07648","spu00983"
"3391","C07649","spu00983"
"3392","C11173","spu00983"
"3393","C11376","spu00983"
"3394","C11736","spu00983"
"3395","C12650","spu00983"
"3396","C12673","spu00983"
"3397","C12739","spu00983"
"3398","C13252","spu00983"
"3399","C16542","spu00983"
"3400","C16543","spu00983"
"3401","C16613","spu00983"
"3402","C16614","spu00983"
"3403","C16615","spu00983"
"3404","C16616","spu00983"
"3405","C16617","spu00983"
"3406","C16618","spu00983"
"3407","C16619","spu00983"
"3408","C16620","spu00983"
"3409","C16621","spu00983"
"3410","C16622","spu00983"
"3411","C16623","spu00983"
"3412","C16624","spu00983"
"3413","C16625","spu00983"
"3414","C16630","spu00983"
"3415","C16631","spu00983"
"3416","C16632","spu00983"
"3417","C16633","spu00983"
"3418","C16634","spu00983"
"3419","C16635","spu00983"
"3420","C16641","spu00983"
"3421","C21748","spu00983"
"3422","C21749","spu00983"
"3423","C21750","spu00983"
"3424","C21751","spu00983"
"3425","C21754","spu00983"
"3426","C21758","spu00983"
"3427","C21759","spu00983"
"3428","C21760","spu00983"
"3429","D00238","spu00983"
"3430","D00346","spu00983"
"3431","D00584","spu00983"
"3432","D01223","spu00983"
"3433","D01244","spu00983"
"3434","D01309","spu00983"
"3435","D01784","spu00983"
"3436","D04197","spu00983"
"3437","D04931","spu00983"
"3438","D08086","spu00983"
"3439","D08603","spu00983"
"3440","C00154","spu01040"
"3441","C00219","spu01040"
"3442","C00249","spu01040"
"3443","C00412","spu01040"
"3444","C00510","spu01040"
"3445","C00712","spu01040"
"3446","C01203","spu01040"
"3447","C01530","spu01040"
"3448","C01595","spu01040"
"3449","C02041","spu01040"
"3450","C02050","spu01040"
"3451","C02249","spu01040"
"3452","C03035","spu01040"
"3453","C03242","spu01040"
"3454","C03595","spu01040"
"3455","C04088","spu01040"
"3456","C05764","spu01040"
"3457","C06425","spu01040"
"3458","C06426","spu01040"
"3459","C06427","spu01040"
"3460","C06428","spu01040"
"3461","C06429","spu01040"
"3462","C08281","spu01040"
"3463","C08316","spu01040"
"3464","C08320","spu01040"
"3465","C08323","spu01040"
"3466","C16160","spu01040"
"3467","C16161","spu01040"
"3468","C16162","spu01040"
"3469","C16163","spu01040"
"3470","C16164","spu01040"
"3471","C16165","spu01040"
"3472","C16166","spu01040"
"3473","C16167","spu01040"
"3474","C16168","spu01040"
"3475","C16169","spu01040"
"3476","C16170","spu01040"
"3477","C16171","spu01040"
"3478","C16172","spu01040"
"3479","C16173","spu01040"
"3480","C16179","spu01040"
"3481","C16180","spu01040"
"3482","C16513","spu01040"
"3483","C16522","spu01040"
"3484","C16525","spu01040"
"3485","C16526","spu01040"
"3486","C16527","spu01040"
"3487","C16528","spu01040"
"3488","C16529","spu01040"
"3489","C16530","spu01040"
"3490","C16531","spu01040"
"3491","C16532","spu01040"
"3492","C16533","spu01040"
"3493","C16645","spu01040"
"3494","C17279","spu01040"
"3495","C21072","spu01040"
"3496","C21932","spu01040"
"3497","C21934","spu01040"
"3498","C21935","spu01040"
"3499","C21937","spu01040"
"3500","C21939","spu01040"
"3501","C21941","spu01040"
"3502","C21943","spu01040"
"3503","C21945","spu01040"
"3504","C21947","spu01040"
"3505","C21949","spu01040"
"3506","C21951","spu01040"
"3507","C21953","spu01040"
"3508","C21959","spu01040"
"3509","C21961","spu01040"
"3510","C21963","spu01040"
"3511","C21965","spu01040"
"3512","C21967","spu01040"
"3513","C21981","spu01040"
"3514","C00009","spu02010"
"3515","C00025","spu02010"
"3516","C00031","spu02010"
"3517","C00032","spu02010"
"3518","C00034","spu02010"
"3519","C00037","spu02010"
"3520","C00038","spu02010"
"3521","C00041","spu02010"
"3522","C00047","spu02010"
"3523","C00049","spu02010"
"3524","C00051","spu02010"
"3525","C00059","spu02010"
"3526","C00062","spu02010"
"3527","C00064","spu02010"
"3528","C00065","spu02010"
"3529","C00070","spu02010"
"3530","C00077","spu02010"
"3531","C00079","spu02010"
"3532","C00086","spu02010"
"3533","C00088","spu02010"
"3534","C00089","spu02010"
"3535","C00093","spu02010"
"3536","C00095","spu02010"
"3537","C00098","spu02010"
"3538","C00107","spu02010"
"3539","C00114","spu02010"
"3540","C00116","spu02010"
"3541","C00120","spu02010"
"3542","C00121","spu02010"
"3543","C00123","spu02010"
"3544","C00134","spu02010"
"3545","C00135","spu02010"
"3546","C00137","spu02010"
"3547","C00140","spu02010"
"3548","C00148","spu02010"
"3549","C00151","spu02010"
"3550","C00159","spu02010"
"3551","C00175","spu02010"
"3552","C00181","spu02010"
"3553","C00183","spu02010"
"3554","C00185","spu02010"
"3555","C00188","spu02010"
"3556","C00208","spu02010"
"3557","C00212","spu02010"
"3558","C00243","spu02010"
"3559","C00244","spu02010"
"3560","C00245","spu02010"
"3561","C00255","spu02010"
"3562","C00259","spu02010"
"3563","C00288","spu02010"
"3564","C00291","spu02010"
"3565","C00294","spu02010"
"3566","C00299","spu02010"
"3567","C00315","spu02010"
"3568","C00320","spu02010"
"3569","C00330","spu02010"
"3570","C00333","spu02010"
"3571","C00338","spu02010"
"3572","C00378","spu02010"
"3573","C00379","spu02010"
"3574","C00387","spu02010"
"3575","C00392","spu02010"
"3576","C00407","spu02010"
"3577","C00430","spu02010"
"3578","C00470","spu02010"
"3579","C00475","spu02010"
"3580","C00487","spu02010"
"3581","C00491","spu02010"
"3582","C00492","spu02010"
"3583","C00503","spu02010"
"3584","C00526","spu02010"
"3585","C00559","spu02010"
"3586","C00719","spu02010"
"3587","C00753","spu02010"
"3588","C00794","spu02010"
"3589","C00855","spu02010"
"3590","C00865","spu02010"
"3591","C00881","spu02010"
"3592","C00919","spu02010"
"3593","C00973","spu02010"
"3594","C01083","spu02010"
"3595","C01153","spu02010"
"3596","C01157","spu02010"
"3597","C01177","spu02010"
"3598","C01181","spu02010"
"3599","C01279","spu02010"
"3600","C01330","spu02010"
"3601","C01417","spu02010"
"3602","C01487","spu02010"
"3603","C01606","spu02010"
"3604","C01630","spu02010"
"3605","C01667","spu02010"
"3606","C01674","spu02010"
"3607","C01682","spu02010"
"3608","C01684","spu02010"
"3609","C01762","spu02010"
"3610","C01834","spu02010"
"3611","C01835","spu02010"
"3612","C01935","spu02010"
"3613","C01946","spu02010"
"3614","C02160","spu02010"
