"","PATHWAY","V1"
"8670","spu01040","ECB-GENEPAGE-23195345"
"8671","spu03060","ECB-GENEPAGE-23028761"
"8672","spu04140","ECB-GENEPAGE-23158755"
"8673","spu04150","ECB-GENEPAGE-23158755"
"8674","spu00270","ECB-GENEPAGE-23157009"
"8675","spu01100","ECB-GENEPAGE-23157009"
"8676","spu03008","ECB-GENEPAGE-23136324"
"8677","spu04130","ECB-GENEPAGE-23104340"
"8678","spu03010","ECB-GENEPAGE-23104334"
"8679","spu01100","ECB-GENEPAGE-23158737"
"8680","spu00230","ECB-GENEPAGE-23158737"
"8681","spu01240","ECB-GENEPAGE-23158737"
"8682","spu01230","ECB-GENEPAGE-23158737"
"8683","spu00620","ECB-GENEPAGE-23158737"
"8684","spu01200","ECB-GENEPAGE-23158737"
"8685","spu00010","ECB-GENEPAGE-23158737"
"8686","spu01100","ECB-GENEPAGE-23059106"
"8687","spu00830","ECB-GENEPAGE-23059106"
"8688","spu01100","ECB-GENEPAGE-23059110"
"8689","spu00830","ECB-GENEPAGE-23059110"
"8690","spu00730","ECB-GENEPAGE-23173816"
"8691","spu01240","ECB-GENEPAGE-23173816"
"8692","spu01100","ECB-GENEPAGE-23173816"
"8693","spu00230","ECB-GENEPAGE-23173816"
"8694","spu04120","ECB-GENEPAGE-23174589"
"8695","spu01100","ECB-GENEPAGE-23190638"
"8696","spu00052","ECB-GENEPAGE-23190638"
"8697","spu00500","ECB-GENEPAGE-23190638"
"8698","spu03010","ECB-GENEPAGE-23106157"
"8699","spu00310","ECB-GENEPAGE-23166883"
"8700","spu01100","ECB-GENEPAGE-23166883"
"8701","spu00513","ECB-GENEPAGE-23014200"
"8702","spu00510","ECB-GENEPAGE-23014200"
"8703","spu04141","ECB-GENEPAGE-23014200"
"8704","spu01100","ECB-GENEPAGE-23014200"
"8705","spu04310","ECB-GENEPAGE-23117663"
"8706","spu04120","ECB-GENEPAGE-23117663"
"8707","spu04350","ECB-GENEPAGE-23039283"
"8708","spu03010","ECB-GENEPAGE-23036225"
"8709","spu03410","ECB-GENEPAGE-23013081"
"8710","spu00230","ECB-GENEPAGE-23058188"
"8711","spu01100","ECB-GENEPAGE-23058188"
"8712","spu00310","ECB-GENEPAGE-23166620"
"8713","spu04146","ECB-GENEPAGE-23166620"
"8714","spu00260","ECB-GENEPAGE-23166620"
"8715","spu01100","ECB-GENEPAGE-23166620"
"8716","spu00970","ECB-GENEPAGE-23082835"
"8717","spu00330","ECB-GENEPAGE-23052599"
"8718","spu01100","ECB-GENEPAGE-23052599"
"8719","spu00970","ECB-GENEPAGE-23180206"
"8720","spu03013","ECB-GENEPAGE-23133949"
"8721","spu04141","ECB-GENEPAGE-23181256"
"8722","spu00061","ECB-GENEPAGE-23142437"
"8723","spu01212","ECB-GENEPAGE-23142437"
"8724","spu01100","ECB-GENEPAGE-23142437"
"8725","spu00480","ECB-GENEPAGE-23020101"
"8726","spu01100","ECB-GENEPAGE-23020101"
"8727","spu00430","ECB-GENEPAGE-23113178"
"8728","spu00480","ECB-GENEPAGE-23113178"
"8729","spu01100","ECB-GENEPAGE-23113178"
"8730","spu00590","ECB-GENEPAGE-23113178"
"8731","spu04330","ECB-GENEPAGE-23140083"
"8732","spu00532","ECB-GENEPAGE-23103804"
"8733","spu04350","ECB-GENEPAGE-23042215"
"8734","spu00061","ECB-GENEPAGE-23187789"
"8735","spu01212","ECB-GENEPAGE-23187789"
"8736","spu01100","ECB-GENEPAGE-23187789"
"8737","spu04120","ECB-GENEPAGE-23104945"
"8738","spu00600","ECB-GENEPAGE-23025720"
"8739","spu01100","ECB-GENEPAGE-23025720"
"8740","spu03040","ECB-GENEPAGE-23165005"
"8741","spu03040","ECB-GENEPAGE-23162900"
"8742","spu04080","ECB-GENEPAGE-23174768"
"8743","spu04141","ECB-GENEPAGE-23119289"
"8744","spu00330","ECB-GENEPAGE-23036836"
"8745","spu01100","ECB-GENEPAGE-23036836"
"8746","spu00860","ECB-GENEPAGE-23097238"
"8747","spu00982","ECB-GENEPAGE-23097238"
"8748","spu00040","ECB-GENEPAGE-23097238"
"8749","spu01240","ECB-GENEPAGE-23097238"
"8750","spu01100","ECB-GENEPAGE-23097238"
"8751","spu00830","ECB-GENEPAGE-23097238"
"8752","spu00983","ECB-GENEPAGE-23097238"
"8753","spu00053","ECB-GENEPAGE-23097238"
"8754","spu00980","ECB-GENEPAGE-23097238"
"8755","spu04068","ECB-GENEPAGE-23148581"
"8756","spu00830","ECB-GENEPAGE-23088659"
"8757","spu01100","ECB-GENEPAGE-23088659"
"8758","spu00983","ECB-GENEPAGE-23097243"
"8759","spu00053","ECB-GENEPAGE-23097243"
"8760","spu00980","ECB-GENEPAGE-23097243"
"8761","spu00040","ECB-GENEPAGE-23097243"
"8762","spu00830","ECB-GENEPAGE-23097243"
"8763","spu00860","ECB-GENEPAGE-23097243"
"8764","spu00982","ECB-GENEPAGE-23097243"
"8765","spu01240","ECB-GENEPAGE-23097243"
"8766","spu01100","ECB-GENEPAGE-23097243"
"8767","spu03010","ECB-GENEPAGE-23087156"
"8768","spu01210","ECB-GENEPAGE-23128385"
"8769","spu00310","ECB-GENEPAGE-23128385"
"8770","spu01100","ECB-GENEPAGE-23128385"
"8771","spu00380","ECB-GENEPAGE-23128385"
"8772","spu00500","ECB-GENEPAGE-23136592"
"8773","spu01100","ECB-GENEPAGE-23136592"
"8774","spu04310","ECB-GENEPAGE-23192861"
"8775","spu04150","ECB-GENEPAGE-23192861"
"8776","spu03040","ECB-GENEPAGE-23176576"
"8777","spu03018","ECB-GENEPAGE-23176576"
"8778","spu00513","ECB-GENEPAGE-23078225"
"8779","spu00510","ECB-GENEPAGE-23078225"
"8780","spu01100","ECB-GENEPAGE-23078225"
"8781","spu04145","ECB-GENEPAGE-23151109"
"8782","spu01100","ECB-GENEPAGE-23109863"
"8783","spu00982","ECB-GENEPAGE-23109863"
"8784","spu00980","ECB-GENEPAGE-23109863"
"8785","spu00480","ECB-GENEPAGE-23109863"
"8786","spu00983","ECB-GENEPAGE-23109863"
"8787","spu03430","ECB-GENEPAGE-23175488"
"8788","spu00532","ECB-GENEPAGE-23184752"
"8789","spu00982","ECB-GENEPAGE-23109858"
"8790","spu01100","ECB-GENEPAGE-23109858"
"8791","spu00983","ECB-GENEPAGE-23109858"
"8792","spu00480","ECB-GENEPAGE-23109858"
"8793","spu00980","ECB-GENEPAGE-23109858"
"8794","spu00980","ECB-GENEPAGE-23109852"
"8795","spu00480","ECB-GENEPAGE-23109852"
"8796","spu01100","ECB-GENEPAGE-23109852"
"8797","spu00983","ECB-GENEPAGE-23109852"
"8798","spu00982","ECB-GENEPAGE-23109852"
"8799","spu00480","ECB-GENEPAGE-23109846"
"8800","spu00982","ECB-GENEPAGE-23109846"
"8801","spu00983","ECB-GENEPAGE-23109846"
"8802","spu00980","ECB-GENEPAGE-23109846"
"8803","spu01100","ECB-GENEPAGE-23109846"
"8804","spu00052","ECB-GENEPAGE-23058007"
"8805","spu01100","ECB-GENEPAGE-23058007"
"8806","spu00520","ECB-GENEPAGE-23058007"
"8807","spu01100","ECB-GENEPAGE-23072307"
"8808","spu00760","ECB-GENEPAGE-23072307"
"8809","spu00240","ECB-GENEPAGE-23072307"
"8810","spu00230","ECB-GENEPAGE-23072307"
"8811","spu04130","ECB-GENEPAGE-23106118"
"8812","spu01100","ECB-GENEPAGE-23096872"
"8813","spu00670","ECB-GENEPAGE-23096872"
"8814","spu00240","ECB-GENEPAGE-23096872"
"8815","spu00280","ECB-GENEPAGE-23075822"
"8816","spu00071","ECB-GENEPAGE-23075822"
"8817","spu01100","ECB-GENEPAGE-23075822"
"8818","spu01212","ECB-GENEPAGE-23075822"
"8819","spu00450","ECB-GENEPAGE-23106112"
"8820","spu02010","ECB-GENEPAGE-23112669"
"8821","spu03450","ECB-GENEPAGE-23017271"
"8822","spu03015","ECB-GENEPAGE-23107489"
"8823","spu03013","ECB-GENEPAGE-23107489"
"8824","spu01100","ECB-GENEPAGE-23087046"
"8825","spu00051","ECB-GENEPAGE-23087046"
"8826","spu04080","ECB-GENEPAGE-23124536"
"8827","spu00983","ECB-GENEPAGE-23099179"
"8828","spu04142","ECB-GENEPAGE-23049472"
"8829","spu00190","ECB-GENEPAGE-23049472"
"8830","spu04145","ECB-GENEPAGE-23049472"
"8831","spu01100","ECB-GENEPAGE-23049472"
"8832","spu04310","ECB-GENEPAGE-23031107"
"8833","spu03018","ECB-GENEPAGE-23091884"
"8834","spu00620","ECB-GENEPAGE-23088913"
"8835","spu00071","ECB-GENEPAGE-23088913"
"8836","spu01100","ECB-GENEPAGE-23088913"
"8837","spu00310","ECB-GENEPAGE-23088913"
"8838","spu00561","ECB-GENEPAGE-23088913"
"8839","spu00330","ECB-GENEPAGE-23088913"
"8840","spu00410","ECB-GENEPAGE-23088913"
"8841","spu00380","ECB-GENEPAGE-23088913"
"8842","spu00053","ECB-GENEPAGE-23088913"
"8843","spu00770","ECB-GENEPAGE-23088913"
"8844","spu00010","ECB-GENEPAGE-23088913"
"8845","spu01240","ECB-GENEPAGE-23088913"
"8846","spu00280","ECB-GENEPAGE-23088913"
"8847","spu00340","ECB-GENEPAGE-23088913"
"8848","spu00601","ECB-GENEPAGE-23088961"
"8849","spu01100","ECB-GENEPAGE-23088961"
"8850","spu03440","ECB-GENEPAGE-23145733"
"8851","spu00062","ECB-GENEPAGE-23133656"
"8852","spu01040","ECB-GENEPAGE-23133656"
"8853","spu01100","ECB-GENEPAGE-23133656"
"8854","spu01212","ECB-GENEPAGE-23133656"
"8855","spu01100","ECB-GENEPAGE-23077052"
"8856","spu00330","ECB-GENEPAGE-23077052"
"8857","spu04310","ECB-GENEPAGE-23024008"
"8858","spu00740","ECB-GENEPAGE-23096023"
"8859","spu01100","ECB-GENEPAGE-23096023"
"8860","spu01240","ECB-GENEPAGE-23096023"
"8861","spu04146","ECB-GENEPAGE-23054807"
"8862","spu04145","ECB-GENEPAGE-23082973"
"8863","spu04142","ECB-GENEPAGE-23053827"
"8864","spu03420","ECB-GENEPAGE-23178117"
"8865","spu03430","ECB-GENEPAGE-23178117"
"8866","spu03030","ECB-GENEPAGE-23178117"
"8867","spu00600","ECB-GENEPAGE-23159310"
"8868","spu00785","ECB-GENEPAGE-23044176"
"8869","spu01100","ECB-GENEPAGE-23044176"
"8870","spu01240","ECB-GENEPAGE-23044176"
"8871","spu00562","ECB-GENEPAGE-23112964"
"8872","spu01100","ECB-GENEPAGE-23112964"
"8873","spu00053","ECB-GENEPAGE-23112964"
"8874","spu00860","ECB-GENEPAGE-23187359"
"8875","spu01100","ECB-GENEPAGE-23187359"
"8876","spu00980","ECB-GENEPAGE-23187359"
"8877","spu00982","ECB-GENEPAGE-23187359"
"8878","spu01240","ECB-GENEPAGE-23187359"
"8879","spu00830","ECB-GENEPAGE-23187359"
"8880","spu00053","ECB-GENEPAGE-23187359"
"8881","spu00040","ECB-GENEPAGE-23187359"
"8882","spu00983","ECB-GENEPAGE-23187359"
"8883","spu01100","ECB-GENEPAGE-23137565"
"8884","spu00561","ECB-GENEPAGE-23137565"
"8885","spu00561","ECB-GENEPAGE-23137557"
"8886","spu01100","ECB-GENEPAGE-23137557"
"8887","spu01100","ECB-GENEPAGE-23127869"
"8888","spu00980","ECB-GENEPAGE-23127869"
"8889","spu00983","ECB-GENEPAGE-23127869"
"8890","spu00480","ECB-GENEPAGE-23127869"
"8891","spu00982","ECB-GENEPAGE-23127869"
"8892","spu00564","ECB-GENEPAGE-23085069"
"8893","spu01100","ECB-GENEPAGE-23108405"
"8894","spu00564","ECB-GENEPAGE-23108405"
"8895","spu00562","ECB-GENEPAGE-23108405"
"8896","spu04070","ECB-GENEPAGE-23108405"
"8897","spu03013","ECB-GENEPAGE-23098648"
"8898","spu03008","ECB-GENEPAGE-23098648"
"8899","spu01240","ECB-GENEPAGE-23063869"
"8900","spu01230","ECB-GENEPAGE-23063869"
"8901","spu01100","ECB-GENEPAGE-23063869"
"8902","spu00260","ECB-GENEPAGE-23063869"
"8903","spu00670","ECB-GENEPAGE-23063869"
"8904","spu01200","ECB-GENEPAGE-23063869"
"8905","spu00630","ECB-GENEPAGE-23063869"
"8906","spu00532","ECB-GENEPAGE-23128198"
"8907","spu00520","ECB-GENEPAGE-23185521"
"8908","spu01100","ECB-GENEPAGE-23185521"
"8909","spu00052","ECB-GENEPAGE-23185521"
"8910","spu01100","ECB-GENEPAGE-23048462"
"8911","spu04142","ECB-GENEPAGE-23048462"
"8912","spu00600","ECB-GENEPAGE-23048462"
"8913","spu03013","ECB-GENEPAGE-23048302"
"8914","spu03013","ECB-GENEPAGE-23045502"
"8915","spu03450","ECB-GENEPAGE-23029752"
"8916","spu03440","ECB-GENEPAGE-23029752"
"8917","spu01100","ECB-GENEPAGE-23101571"
"8918","spu00514","ECB-GENEPAGE-23101571"
"8919","spu00512","ECB-GENEPAGE-23101571"
"8920","spu03008","ECB-GENEPAGE-23193245"
"8921","spu00511","ECB-GENEPAGE-23046387"
"8922","spu04142","ECB-GENEPAGE-23046387"
"8923","spu04145","ECB-GENEPAGE-23030479"
"8924","spu00190","ECB-GENEPAGE-23030479"
"8925","spu04150","ECB-GENEPAGE-23030479"
"8926","spu01100","ECB-GENEPAGE-23030479"
"8927","spu04070","ECB-GENEPAGE-23082305"
"8928","spu00040","ECB-GENEPAGE-23082300"
"8929","spu00982","ECB-GENEPAGE-23082300"
"8930","spu01240","ECB-GENEPAGE-23082300"
"8931","spu00830","ECB-GENEPAGE-23082300"
"8932","spu00980","ECB-GENEPAGE-23082300"
"8933","spu00983","ECB-GENEPAGE-23082300"
"8934","spu01100","ECB-GENEPAGE-23082300"
"8935","spu00860","ECB-GENEPAGE-23082300"
"8936","spu00053","ECB-GENEPAGE-23082300"
"8937","spu01240","ECB-GENEPAGE-23070981"
"8938","spu01100","ECB-GENEPAGE-23070981"
"8939","spu00250","ECB-GENEPAGE-23070981"
"8940","spu00230","ECB-GENEPAGE-23070981"
"8941","spu03013","ECB-GENEPAGE-23112814"
"8942","spu04350","ECB-GENEPAGE-23167498"
"8943","spu01100","ECB-GENEPAGE-23184076"
"8944","spu00565","ECB-GENEPAGE-23184076"
"8945","spu04145","ECB-GENEPAGE-23071926"
"8946","spu04310","ECB-GENEPAGE-23071926"
"8947","spu03013","ECB-GENEPAGE-23191448"
"8948","spu02010","ECB-GENEPAGE-23142448"
"8949","spu04142","ECB-GENEPAGE-23142448"
"8950","spu01100","ECB-GENEPAGE-23140439"
"8951","spu00450","ECB-GENEPAGE-23140439"
"8952","spu00270","ECB-GENEPAGE-23140439"
"8953","spu00380","ECB-GENEPAGE-23140439"
"8954","spu04080","ECB-GENEPAGE-23073254"
"8955","spu03013","ECB-GENEPAGE-23176692"
"8956","spu03010","ECB-GENEPAGE-23045908"
"8957","spu04142","ECB-GENEPAGE-23048495"
"8958","spu00563","ECB-GENEPAGE-23063853"
"8959","spu01100","ECB-GENEPAGE-23063853"
"8960","spu00380","ECB-GENEPAGE-23048504"
"8961","spu01240","ECB-GENEPAGE-23048504"
"8962","spu01100","ECB-GENEPAGE-23048504"
"8963","spu04080","ECB-GENEPAGE-23103758"
"8964","spu01100","ECB-GENEPAGE-23115646"
"8965","spu00062","ECB-GENEPAGE-23115646"
"8966","spu01212","ECB-GENEPAGE-23115646"
"8967","spu01040","ECB-GENEPAGE-23115646"
"8968","spu04080","ECB-GENEPAGE-23046921"
"8969","spu04142","ECB-GENEPAGE-23180717"
"8970","spu03050","ECB-GENEPAGE-23066093"
"8971","spu03008","ECB-GENEPAGE-23101874"
"8972","spu04080","ECB-GENEPAGE-23048107"
"8973","spu00190","ECB-GENEPAGE-23049295"
"8974","spu01100","ECB-GENEPAGE-23049295"
"8975","spu00350","ECB-GENEPAGE-23110848"
"8976","spu01100","ECB-GENEPAGE-23110848"
"8977","spu00380","ECB-GENEPAGE-23110848"
"8978","spu00360","ECB-GENEPAGE-23110848"
"8979","spu00511","ECB-GENEPAGE-23080707"
"8980","spu04142","ECB-GENEPAGE-23080707"
"8981","spu00564","ECB-GENEPAGE-23105274"
"8982","spu01100","ECB-GENEPAGE-23105274"
"8983","spu03010","ECB-GENEPAGE-23175543"
"8984","spu04146","ECB-GENEPAGE-23143244"
"8985","spu02010","ECB-GENEPAGE-23050496"
"8986","spu04142","ECB-GENEPAGE-23014689"
"8987","spu04145","ECB-GENEPAGE-23014689"
"8988","spu00190","ECB-GENEPAGE-23014689"
"8989","spu01100","ECB-GENEPAGE-23014689"
"8990","spu04512","ECB-GENEPAGE-23094697"
"8991","spu04146","ECB-GENEPAGE-23011233"
"8992","spu04137","ECB-GENEPAGE-23169132"
"8993","spu03460","ECB-GENEPAGE-23187771"
"8994","spu04080","ECB-GENEPAGE-23050347"
"8995","spu01100","ECB-GENEPAGE-23113957"
"8996","spu04146","ECB-GENEPAGE-23113957"
"8997","spu00310","ECB-GENEPAGE-23113957"
"8998","spu00260","ECB-GENEPAGE-23113957"
"8999","spu04142","ECB-GENEPAGE-23107789"
"9000","spu00600","ECB-GENEPAGE-23107789"
"9001","spu01240","ECB-GENEPAGE-23146927"
"9002","spu01100","ECB-GENEPAGE-23146927"
"9003","spu00830","ECB-GENEPAGE-23146927"
"9004","spu04140","ECB-GENEPAGE-23112956"
"9005","spu04136","ECB-GENEPAGE-23112956"
"9006","spu04150","ECB-GENEPAGE-23112956"
"9007","spu01100","ECB-GENEPAGE-23013260"
"9008","spu00450","ECB-GENEPAGE-23013260"
"9009","spu00970","ECB-GENEPAGE-23013260"
"9010","spu03018","ECB-GENEPAGE-23157199"
"9011","spu03040","ECB-GENEPAGE-23157199"
"9012","spu00350","ECB-GENEPAGE-23083177"
"9013","spu01100","ECB-GENEPAGE-23083177"
"9014","spu01100","ECB-GENEPAGE-23169467"
"9015","spu00561","ECB-GENEPAGE-23169467"
"9016","spu03040","ECB-GENEPAGE-23175257"
"9017","spu01200","ECB-GENEPAGE-23076142"
"9018","spu00520","ECB-GENEPAGE-23076142"
"9019","spu00051","ECB-GENEPAGE-23076142"
"9020","spu00500","ECB-GENEPAGE-23076142"
"9021","spu00052","ECB-GENEPAGE-23076142"
"9022","spu00010","ECB-GENEPAGE-23076142"
"9023","spu01100","ECB-GENEPAGE-23076142"
"9024","spu04142","ECB-GENEPAGE-23187849"
"9025","spu00360","ECB-GENEPAGE-23110337"
"9026","spu01240","ECB-GENEPAGE-23110337"
"9027","spu00130","ECB-GENEPAGE-23110337"
"9028","spu01100","ECB-GENEPAGE-23110337"
"9029","spu00350","ECB-GENEPAGE-23110337"
"9030","spu00240","ECB-GENEPAGE-23138214"
"9031","spu00230","ECB-GENEPAGE-23138214"
"9032","spu00480","ECB-GENEPAGE-23138214"
"9033","spu00983","ECB-GENEPAGE-23138214"
"9034","spu01100","ECB-GENEPAGE-23138214"
"9035","spu04330","ECB-GENEPAGE-23110940"
"9036","spu04144","ECB-GENEPAGE-23180974"
"9037","spu04145","ECB-GENEPAGE-23087027"
"9038","spu00190","ECB-GENEPAGE-23087027"
"9039","spu04150","ECB-GENEPAGE-23087027"
"9040","spu01100","ECB-GENEPAGE-23087027"
"9041","spu01200","ECB-GENEPAGE-23149547"
"9042","spu01100","ECB-GENEPAGE-23149547"
"9043","spu00010","ECB-GENEPAGE-23149547"
"9044","spu03022","ECB-GENEPAGE-23062520"
"9045","spu04141","ECB-GENEPAGE-23173005"
"9046","spu04141","ECB-GENEPAGE-23123165"
"9047","spu04137","ECB-GENEPAGE-23123165"
"9048","spu04120","ECB-GENEPAGE-23123165"
"9049","spu03040","ECB-GENEPAGE-23153867"
"9050","spu00340","ECB-GENEPAGE-23096533"
"9051","spu01100","ECB-GENEPAGE-23096533"
"9052","spu00410","ECB-GENEPAGE-23096533"
"9053","spu00330","ECB-GENEPAGE-23096533"
"9054","spu04145","ECB-GENEPAGE-23191237"
"9055","spu03022","ECB-GENEPAGE-23096722"
"9056","spu03420","ECB-GENEPAGE-23096722"
"9057","spu04080","ECB-GENEPAGE-23107829"
"9058","spu04145","ECB-GENEPAGE-23122949"
"9059","spu00270","ECB-GENEPAGE-23113609"
"9060","spu01200","ECB-GENEPAGE-23113609"
"9061","spu00260","ECB-GENEPAGE-23113609"
"9062","spu01100","ECB-GENEPAGE-23113609"
"9063","spu01230","ECB-GENEPAGE-23113609"
"9064","spu00290","ECB-GENEPAGE-23113609"
"9065","spu00230","ECB-GENEPAGE-23047111"
"9066","spu01100","ECB-GENEPAGE-23047111"
"9067","spu00510","ECB-GENEPAGE-23055055"
"9068","spu00513","ECB-GENEPAGE-23055055"
"9069","spu01100","ECB-GENEPAGE-23055055"
"9070","spu04310","ECB-GENEPAGE-23115451"
"9071","spu04145","ECB-GENEPAGE-23119912"
"9072","spu04512","ECB-GENEPAGE-23119912"
"9073","spu02010","ECB-GENEPAGE-23161804"
"9074","spu02010","ECB-GENEPAGE-23053236"
"9075","spu04145","ECB-GENEPAGE-23082635"
"9076","spu04145","ECB-GENEPAGE-23082547"
"9077","spu04080","ECB-GENEPAGE-23044880"
"9078","spu03013","ECB-GENEPAGE-23076521"
"9079","spu03013","ECB-GENEPAGE-23012809"
"9080","spu04146","ECB-GENEPAGE-23012815"
"9081","spu04140","ECB-GENEPAGE-23132648"
"9082","spu03015","ECB-GENEPAGE-23189377"
"9083","spu03008","ECB-GENEPAGE-23191934"
"9084","spu01240","ECB-GENEPAGE-23191934"
"9085","spu00230","ECB-GENEPAGE-23191934"
"9086","spu01100","ECB-GENEPAGE-23191934"
"9087","spu04150","ECB-GENEPAGE-23107314"
"9088","spu03008","ECB-GENEPAGE-23069606"
"9089","spu03040","ECB-GENEPAGE-23046832"
"9090","spu00190","ECB-GENEPAGE-23047154"
"9091","spu01100","ECB-GENEPAGE-23047154"
"9092","spu00510","ECB-GENEPAGE-23157711"
"9093","spu01100","ECB-GENEPAGE-23157711"
"9094","spu00513","ECB-GENEPAGE-23157711"
"9095","spu03020","ECB-GENEPAGE-23191695"
"9096","spu04142","ECB-GENEPAGE-23157717"
"9097","spu04068","ECB-GENEPAGE-23186973"
"9098","spu01100","ECB-GENEPAGE-23039488"
"9099","spu00061","ECB-GENEPAGE-23039488"
"9100","spu04146","ECB-GENEPAGE-23039488"
"9101","spu01212","ECB-GENEPAGE-23039488"
"9102","spu00071","ECB-GENEPAGE-23039488"
"9103","spu04140","ECB-GENEPAGE-23168715"
"9104","spu04070","ECB-GENEPAGE-23168715"
"9105","spu03040","ECB-GENEPAGE-23064154"
"9106","spu01240","ECB-GENEPAGE-23043322"
"9107","spu01230","ECB-GENEPAGE-23043322"
"9108","spu01100","ECB-GENEPAGE-23043322"
"9109","spu00270","ECB-GENEPAGE-23043322"
"9110","spu03010","ECB-GENEPAGE-23043329"
"9111","spu00534","ECB-GENEPAGE-23057901"
"9112","spu03050","ECB-GENEPAGE-23121073"
"9113","spu03040","ECB-GENEPAGE-23060611"
"9114","spu02010","ECB-GENEPAGE-23051390"
"9115","spu00230","ECB-GENEPAGE-23121078"
"9116","spu01100","ECB-GENEPAGE-23121078"
"9117","spu03015","ECB-GENEPAGE-23182461"
"9118","spu04350","ECB-GENEPAGE-23182455"
"9119","spu00790","ECB-GENEPAGE-23027940"
"9120","spu01100","ECB-GENEPAGE-23027940"
"9121","spu00230","ECB-GENEPAGE-23047671"
"9122","spu01240","ECB-GENEPAGE-23047671"
"9123","spu00983","ECB-GENEPAGE-23047671"
"9124","spu01100","ECB-GENEPAGE-23047671"
"9125","spu00240","ECB-GENEPAGE-23047671"
"9126","spu04150","ECB-GENEPAGE-23111992"
"9127","spu01100","ECB-GENEPAGE-23161222"
"9128","spu00510","ECB-GENEPAGE-23161222"
"9129","spu00513","ECB-GENEPAGE-23161222"
"9130","spu04141","ECB-GENEPAGE-23039851"
"9131","spu04350","ECB-GENEPAGE-23039851"
"9132","spu04310","ECB-GENEPAGE-23039851"
"9133","spu04120","ECB-GENEPAGE-23039851"
"9134","spu00564","ECB-GENEPAGE-23139045"
"9135","spu04120","ECB-GENEPAGE-23114551"
"9136","spu04146","ECB-GENEPAGE-23114563"
"9137","spu04080","ECB-GENEPAGE-23110891"
"9138","spu01100","ECB-GENEPAGE-23194406"
"9139","spu00600","ECB-GENEPAGE-23194406"
"9140","spu00511","ECB-GENEPAGE-23194406"
"9141","spu04142","ECB-GENEPAGE-23194406"
"9142","spu00860","ECB-GENEPAGE-23195290"
"9143","spu00600","ECB-GENEPAGE-23195296"
"9144","spu01100","ECB-GENEPAGE-23195296"
"9145","spu04080","ECB-GENEPAGE-23137261"
"9146","spu04142","ECB-GENEPAGE-23083186"
"9147","spu03010","ECB-GENEPAGE-23024349"
"9148","spu04130","ECB-GENEPAGE-23067736"
"9149","spu04144","ECB-GENEPAGE-23166694"
"9150","spu03040","ECB-GENEPAGE-23020388"
"9151","spu01200","ECB-GENEPAGE-23155426"
"9152","spu00630","ECB-GENEPAGE-23155426"
"9153","spu01100","ECB-GENEPAGE-23155426"
"9154","spu04146","ECB-GENEPAGE-23155426"
"9155","spu00020","ECB-GENEPAGE-23144892"
"9156","spu01100","ECB-GENEPAGE-23144892"
"9157","spu02010","ECB-GENEPAGE-23023279"
"9158","spu00250","ECB-GENEPAGE-23185695"
"9159","spu00260","ECB-GENEPAGE-23185695"
"9160","spu01100","ECB-GENEPAGE-23185695"
"9161","spu00280","ECB-GENEPAGE-23185695"
"9162","spu00270","ECB-GENEPAGE-23185695"
"9163","spu00531","ECB-GENEPAGE-23191921"
"9164","spu00603","ECB-GENEPAGE-23191921"
"9165","spu00511","ECB-GENEPAGE-23191921"
"9166","spu00604","ECB-GENEPAGE-23191921"
"9167","spu04142","ECB-GENEPAGE-23191921"
"9168","spu00513","ECB-GENEPAGE-23191921"
"9169","spu00520","ECB-GENEPAGE-23191921"
"9170","spu01100","ECB-GENEPAGE-23191921"
"9171","spu00532","ECB-GENEPAGE-23047397"
"9172","spu03040","ECB-GENEPAGE-23031266"
"9173","spu03013","ECB-GENEPAGE-23031266"
"9174","spu04330","ECB-GENEPAGE-23082756"
"9175","spu03460","ECB-GENEPAGE-23082756"
"9176","spu03008","ECB-GENEPAGE-23049462"
"9177","spu00020","ECB-GENEPAGE-23127845"
"9178","spu01100","ECB-GENEPAGE-23127845"
"9179","spu00010","ECB-GENEPAGE-23127845"
"9180","spu01200","ECB-GENEPAGE-23127845"
"9181","spu00620","ECB-GENEPAGE-23127845"
"9182","spu04144","ECB-GENEPAGE-23075728"
"9183","spu01100","ECB-GENEPAGE-23107705"
"9184","spu01200","ECB-GENEPAGE-23107705"
"9185","spu04146","ECB-GENEPAGE-23107705"
"9186","spu00630","ECB-GENEPAGE-23107705"
"9187","spu03040","ECB-GENEPAGE-23031795"
"9188","spu04141","ECB-GENEPAGE-23031795"
"9189","spu04144","ECB-GENEPAGE-23031795"
"9190","spu04080","ECB-GENEPAGE-23160036"
"9191","spu04141","ECB-GENEPAGE-23174932"
"9192","spu00513","ECB-GENEPAGE-23174932"
"9193","spu01100","ECB-GENEPAGE-23174932"
"9194","spu00510","ECB-GENEPAGE-23174932"
"9195","spu00230","ECB-GENEPAGE-23165963"
"9196","spu01100","ECB-GENEPAGE-23165963"
"9197","spu00983","ECB-GENEPAGE-23165963"
"9198","spu00230","ECB-GENEPAGE-23042677"
"9199","spu01100","ECB-GENEPAGE-23042677"
"9200","spu03060","ECB-GENEPAGE-23148962"
"9201","spu03020","ECB-GENEPAGE-23147667"
"9202","spu00513","ECB-GENEPAGE-23019487"
"9203","spu00511","ECB-GENEPAGE-23019487"
"9204","spu01100","ECB-GENEPAGE-23019487"
"9205","spu00590","ECB-GENEPAGE-23136031"
"9206","spu00592","ECB-GENEPAGE-23136031"
