"","PATHWAY","V1"
"2166","spu00053","ECB-GENEPAGE-23193667"
"2167","spu00040","ECB-GENEPAGE-23193667"
"2168","spu01240","ECB-GENEPAGE-23193667"
"2169","spu00830","ECB-GENEPAGE-23193667"
"2170","spu01100","ECB-GENEPAGE-23193667"
"2171","spu00980","ECB-GENEPAGE-23193667"
"2172","spu00983","ECB-GENEPAGE-23193667"
"2173","spu00860","ECB-GENEPAGE-23193667"
"2174","spu00982","ECB-GENEPAGE-23193667"
"2175","spu03050","ECB-GENEPAGE-23027208"
"2176","spu04080","ECB-GENEPAGE-23193838"
"2177","spu04080","ECB-GENEPAGE-23195259"
"2178","spu00533","ECB-GENEPAGE-23010637"
"2179","spu04080","ECB-GENEPAGE-23027470"
"2180","spu04144","ECB-GENEPAGE-23010483"
"2181","spu00565","ECB-GENEPAGE-23030582"
"2182","spu00600","ECB-GENEPAGE-23030582"
"2183","spu01100","ECB-GENEPAGE-23030582"
"2184","spu00270","ECB-GENEPAGE-23010632"
"2185","spu01240","ECB-GENEPAGE-23010632"
"2186","spu00480","ECB-GENEPAGE-23010632"
"2187","spu01100","ECB-GENEPAGE-23010632"
"2188","spu04141","ECB-GENEPAGE-23031855"
"2189","spu03040","ECB-GENEPAGE-23031855"
"2190","spu04144","ECB-GENEPAGE-23031855"
"2191","spu00601","ECB-GENEPAGE-23010662"
"2192","spu01100","ECB-GENEPAGE-23010662"
"2193","spu04080","ECB-GENEPAGE-23010711"
"2194","spu04330","ECB-GENEPAGE-23032713"
"2195","spu00600","ECB-GENEPAGE-23033640"
"2196","spu01100","ECB-GENEPAGE-23033640"
"2197","spu00565","ECB-GENEPAGE-23033640"
"2198","spu00310","ECB-GENEPAGE-23034303"
"2199","spu01100","ECB-GENEPAGE-23034303"
"2200","spu01100","ECB-GENEPAGE-23034346"
"2201","spu00310","ECB-GENEPAGE-23034346"
"2202","spu03040","ECB-GENEPAGE-23034439"
"2203","spu01100","ECB-GENEPAGE-23034519"
"2204","spu00510","ECB-GENEPAGE-23034519"
"2205","spu03018","ECB-GENEPAGE-23034564"
"2206","spu04330","ECB-GENEPAGE-23009026"
"2207","spu01100","ECB-GENEPAGE-23035414"
"2208","spu00310","ECB-GENEPAGE-23035414"
"2209","spu01100","ECB-GENEPAGE-23029053"
"2210","spu00310","ECB-GENEPAGE-23029053"
"2211","spu03450","ECB-GENEPAGE-23029984"
"2212","spu03440","ECB-GENEPAGE-23029984"
"2213","spu03420","ECB-GENEPAGE-23031437"
"2214","spu03030","ECB-GENEPAGE-23031437"
"2215","spu03410","ECB-GENEPAGE-23031437"
"2216","spu01100","ECB-GENEPAGE-23011073"
"2217","spu00513","ECB-GENEPAGE-23011073"
"2218","spu00071","ECB-GENEPAGE-23011068"
"2219","spu04080","ECB-GENEPAGE-23033571"
"2220","spu04080","ECB-GENEPAGE-23033579"
"2221","spu00561","ECB-GENEPAGE-23033670"
"2222","spu01100","ECB-GENEPAGE-23033670"
"2223","spu00230","ECB-GENEPAGE-23035286"
"2224","spu01100","ECB-GENEPAGE-23035286"
"2225","spu01100","ECB-GENEPAGE-23035315"
"2226","spu00230","ECB-GENEPAGE-23035315"
"2227","spu04141","ECB-GENEPAGE-23009050"
"2228","spu03060","ECB-GENEPAGE-23009050"
"2229","spu03013","ECB-GENEPAGE-23033436"
"2230","spu03040","ECB-GENEPAGE-23033436"
"2231","spu00071","ECB-GENEPAGE-23041634"
"2232","spu04146","ECB-GENEPAGE-23041634"
"2233","spu00061","ECB-GENEPAGE-23041634"
"2234","spu01212","ECB-GENEPAGE-23041634"
"2235","spu01100","ECB-GENEPAGE-23041634"
"2236","spu04070","ECB-GENEPAGE-23037860"
"2237","spu01100","ECB-GENEPAGE-23037860"
"2238","spu00564","ECB-GENEPAGE-23037860"
"2239","spu04140","ECB-GENEPAGE-23038465"
"2240","spu04070","ECB-GENEPAGE-23038465"
"2241","spu04068","ECB-GENEPAGE-23038465"
"2242","spu00562","ECB-GENEPAGE-23038465"
"2243","spu04150","ECB-GENEPAGE-23038465"
"2244","spu01100","ECB-GENEPAGE-23038465"
"2245","spu00534","ECB-GENEPAGE-23011577"
"2246","spu01100","ECB-GENEPAGE-23011577"
"2247","spu00532","ECB-GENEPAGE-23011577"
"2248","spu03010","ECB-GENEPAGE-23040176"
"2249","spu01100","ECB-GENEPAGE-23040363"
"2250","spu00480","ECB-GENEPAGE-23040363"
"2251","spu00590","ECB-GENEPAGE-23040363"
"2252","spu00010","ECB-GENEPAGE-23040388"
"2253","spu00562","ECB-GENEPAGE-23040388"
"2254","spu01100","ECB-GENEPAGE-23040388"
"2255","spu03040","ECB-GENEPAGE-23041141"
"2256","spu00260","ECB-GENEPAGE-23041146"
"2257","spu00620","ECB-GENEPAGE-23041146"
"2258","spu00630","ECB-GENEPAGE-23041146"
"2259","spu01100","ECB-GENEPAGE-23041146"
"2260","spu03040","ECB-GENEPAGE-23042114"
"2261","spu04141","ECB-GENEPAGE-23011719"
"2262","spu04145","ECB-GENEPAGE-23011719"
"2263","spu04120","ECB-GENEPAGE-23037589"
"2264","spu04120","ECB-GENEPAGE-23037846"
"2265","spu04080","ECB-GENEPAGE-23037875"
"2266","spu04080","ECB-GENEPAGE-23038536"
"2267","spu01100","ECB-GENEPAGE-23038670"
"2268","spu00100","ECB-GENEPAGE-23038670"
"2269","spu04080","ECB-GENEPAGE-23038974"
"2270","spu04080","ECB-GENEPAGE-23041469"
"2271","spu03008","ECB-GENEPAGE-23040266"
"2272","spu03013","ECB-GENEPAGE-23040266"
"2273","spu03013","ECB-GENEPAGE-23041749"
"2274","spu03008","ECB-GENEPAGE-23041749"
"2275","spu03008","ECB-GENEPAGE-23041215"
"2276","spu03013","ECB-GENEPAGE-23041215"
"2277","spu03008","ECB-GENEPAGE-23041202"
"2278","spu03013","ECB-GENEPAGE-23041202"
"2279","spu04080","ECB-GENEPAGE-23046968"
"2280","spu04512","ECB-GENEPAGE-23047077"
"2281","spu04080","ECB-GENEPAGE-23047232"
"2282","spu00513","ECB-GENEPAGE-23042687"
"2283","spu01100","ECB-GENEPAGE-23042687"
"2284","spu04120","ECB-GENEPAGE-23011941"
"2285","spu00510","ECB-GENEPAGE-23043453"
"2286","spu00510","ECB-GENEPAGE-23043544"
"2287","spu00513","ECB-GENEPAGE-23043544"
"2288","spu01100","ECB-GENEPAGE-23043544"
"2289","spu04080","ECB-GENEPAGE-23043731"
"2290","spu00601","ECB-GENEPAGE-23011965"
"2291","spu01100","ECB-GENEPAGE-23011965"
"2292","spu01100","ECB-GENEPAGE-23044086"
"2293","spu00240","ECB-GENEPAGE-23044086"
"2294","spu00970","ECB-GENEPAGE-23044096"
"2295","spu03018","ECB-GENEPAGE-23044271"
"2296","spu01100","ECB-GENEPAGE-23044832"
"2297","spu00230","ECB-GENEPAGE-23044832"
"2298","spu00250","ECB-GENEPAGE-23044832"
"2299","spu03010","ECB-GENEPAGE-23044967"
"2300","spu00564","ECB-GENEPAGE-23012109"
"2301","spu00565","ECB-GENEPAGE-23012109"
"2302","spu00592","ECB-GENEPAGE-23012109"
"2303","spu01100","ECB-GENEPAGE-23012109"
"2304","spu00590","ECB-GENEPAGE-23012109"
"2305","spu01240","ECB-GENEPAGE-23046964"
"2306","spu00053","ECB-GENEPAGE-23046964"
"2307","spu00982","ECB-GENEPAGE-23046964"
"2308","spu01100","ECB-GENEPAGE-23046964"
"2309","spu00040","ECB-GENEPAGE-23046964"
"2310","spu00983","ECB-GENEPAGE-23046964"
"2311","spu00830","ECB-GENEPAGE-23046964"
"2312","spu00980","ECB-GENEPAGE-23046964"
"2313","spu00860","ECB-GENEPAGE-23046964"
"2314","spu01100","ECB-GENEPAGE-23047442"
"2315","spu00230","ECB-GENEPAGE-23047442"
"2316","spu01100","ECB-GENEPAGE-23047634"
"2317","spu00531","ECB-GENEPAGE-23047634"
"2318","spu04142","ECB-GENEPAGE-23047634"
"2319","spu00190","ECB-GENEPAGE-23047911"
"2320","spu01100","ECB-GENEPAGE-23047911"
"2321","spu03040","ECB-GENEPAGE-23009140"
"2322","spu04141","ECB-GENEPAGE-23009144"
"2323","spu04080","ECB-GENEPAGE-23044976"
"2324","spu00900","ECB-GENEPAGE-23009148"
"2325","spu04146","ECB-GENEPAGE-23009148"
"2326","spu01100","ECB-GENEPAGE-23009148"
"2327","spu04068","ECB-GENEPAGE-23046846"
"2328","spu04080","ECB-GENEPAGE-23047258"
"2329","spu04120","ECB-GENEPAGE-23051977"
"2330","spu04120","ECB-GENEPAGE-23051981"
"2331","spu04120","ECB-GENEPAGE-23051985"
"2332","spu01100","ECB-GENEPAGE-23052572"
"2333","spu00330","ECB-GENEPAGE-23052572"
"2334","spu04512","ECB-GENEPAGE-23053621"
"2335","spu04080","ECB-GENEPAGE-23056633"
"2336","spu04080","ECB-GENEPAGE-23056740"
"2337","spu00513","ECB-GENEPAGE-23012584"
"2338","spu01100","ECB-GENEPAGE-23012584"
"2339","spu04080","ECB-GENEPAGE-23012684"
"2340","spu00380","ECB-GENEPAGE-23009164"
"2341","spu01100","ECB-GENEPAGE-23009164"
"2342","spu00790","ECB-GENEPAGE-23009164"
"2343","spu01100","ECB-GENEPAGE-23012612"
"2344","spu01200","ECB-GENEPAGE-23012612"
"2345","spu00010","ECB-GENEPAGE-23012612"
"2346","spu01230","ECB-GENEPAGE-23012612"
"2347","spu00051","ECB-GENEPAGE-23012612"
"2348","spu00562","ECB-GENEPAGE-23012612"
"2349","spu00534","ECB-GENEPAGE-23051430"
"2350","spu00534","ECB-GENEPAGE-23051449"
"2351","spu00534","ECB-GENEPAGE-23051457"
"2352","spu00534","ECB-GENEPAGE-23051462"
"2353","spu04310","ECB-GENEPAGE-23052049"
"2354","spu01100","ECB-GENEPAGE-23052568"
"2355","spu00330","ECB-GENEPAGE-23052568"
"2356","spu04080","ECB-GENEPAGE-23055376"
"2357","spu00513","ECB-GENEPAGE-23055713"
"2358","spu01100","ECB-GENEPAGE-23055713"
"2359","spu01100","ECB-GENEPAGE-23056002"
"2360","spu00760","ECB-GENEPAGE-23056002"
"2361","spu02010","ECB-GENEPAGE-23056182"
"2362","spu01100","ECB-GENEPAGE-23056311"
"2363","spu00511","ECB-GENEPAGE-23056311"
"2364","spu00600","ECB-GENEPAGE-23056311"
"2365","spu04142","ECB-GENEPAGE-23056311"
"2366","spu04080","ECB-GENEPAGE-23056383"
"2367","spu04120","ECB-GENEPAGE-23056497"
"2368","spu04080","ECB-GENEPAGE-23050122"
"2369","spu04120","ECB-GENEPAGE-23051725"
"2370","spu04120","ECB-GENEPAGE-23051973"
"2371","spu04120","ECB-GENEPAGE-23051716"
"2372","spu00230","ECB-GENEPAGE-23057292"
"2373","spu01100","ECB-GENEPAGE-23057292"
"2374","spu00310","ECB-GENEPAGE-23057665"
"2375","spu01100","ECB-GENEPAGE-23057665"
"2376","spu00830","ECB-GENEPAGE-23059097"
"2377","spu01100","ECB-GENEPAGE-23059097"
"2378","spu04080","ECB-GENEPAGE-23009217"
"2379","spu03010","ECB-GENEPAGE-23060386"
"2380","spu04120","ECB-GENEPAGE-23060395"
"2381","spu04350","ECB-GENEPAGE-23060494"
"2382","spu04310","ECB-GENEPAGE-23060494"
"2383","spu00600","ECB-GENEPAGE-23061295"
"2384","spu01100","ECB-GENEPAGE-23061295"
"2385","spu00592","ECB-GENEPAGE-23061551"
"2386","spu00565","ECB-GENEPAGE-23061551"
"2387","spu01100","ECB-GENEPAGE-23061551"
"2388","spu00564","ECB-GENEPAGE-23061551"
"2389","spu00590","ECB-GENEPAGE-23061551"
"2390","spu03022","ECB-GENEPAGE-23062565"
"2391","spu01100","ECB-GENEPAGE-23062831"
"2392","spu00310","ECB-GENEPAGE-23062831"
"2393","spu03013","ECB-GENEPAGE-23062984"
"2394","spu00600","ECB-GENEPAGE-23063099"
"2395","spu01100","ECB-GENEPAGE-23063099"
"2396","spu00561","ECB-GENEPAGE-23062114"
"2397","spu01100","ECB-GENEPAGE-23062114"
"2398","spu01100","ECB-GENEPAGE-23061563"
"2399","spu00565","ECB-GENEPAGE-23061563"
"2400","spu00592","ECB-GENEPAGE-23061563"
"2401","spu00590","ECB-GENEPAGE-23061563"
"2402","spu00564","ECB-GENEPAGE-23061563"
"2403","spu04080","ECB-GENEPAGE-23057192"
"2404","spu00830","ECB-GENEPAGE-23058159"
"2405","spu01240","ECB-GENEPAGE-23058159"
"2406","spu01100","ECB-GENEPAGE-23058159"
"2407","spu01230","ECB-GENEPAGE-23009256"
"2408","spu01100","ECB-GENEPAGE-23009256"
"2409","spu00330","ECB-GENEPAGE-23009256"
"2410","spu00970","ECB-GENEPAGE-23064099"
"2411","spu03018","ECB-GENEPAGE-23067465"
"2412","spu01240","ECB-GENEPAGE-23068338"
"2413","spu00790","ECB-GENEPAGE-23068338"
"2414","spu04142","ECB-GENEPAGE-23068375"
"2415","spu00564","ECB-GENEPAGE-23068561"
"2416","spu04142","ECB-GENEPAGE-23069163"
"2417","spu00531","ECB-GENEPAGE-23069163"
"2418","spu01100","ECB-GENEPAGE-23069163"
"2419","spu04122","ECB-GENEPAGE-23069241"
"2420","spu00920","ECB-GENEPAGE-23069241"
"2421","spu01100","ECB-GENEPAGE-23069241"
"2422","spu00270","ECB-GENEPAGE-23069241"
"2423","spu03018","ECB-GENEPAGE-23070387"
"2424","spu00520","ECB-GENEPAGE-23070614"
"2425","spu01100","ECB-GENEPAGE-23070614"
"2426","spu01100","ECB-GENEPAGE-23070813"
"2427","spu00601","ECB-GENEPAGE-23070813"
"2428","spu04145","ECB-GENEPAGE-23014353"
"2429","spu04145","ECB-GENEPAGE-23014361"
"2430","spu00600","ECB-GENEPAGE-23071465"
"2431","spu01100","ECB-GENEPAGE-23071465"
"2432","spu04144","ECB-GENEPAGE-23009302"
"2433","spu00512","ECB-GENEPAGE-23064758"
"2434","spu01100","ECB-GENEPAGE-23064758"
"2435","spu00604","ECB-GENEPAGE-23064758"
"2436","spu03040","ECB-GENEPAGE-23064086"
"2437","spu03013","ECB-GENEPAGE-23067479"
"2438","spu04080","ECB-GENEPAGE-23068629"
"2439","spu00310","ECB-GENEPAGE-23069037"
"2440","spu01100","ECB-GENEPAGE-23069037"
"2441","spu01100","ECB-GENEPAGE-23069116"
"2442","spu00760","ECB-GENEPAGE-23069116"
"2443","spu01240","ECB-GENEPAGE-23014561"
"2444","spu01100","ECB-GENEPAGE-23014561"
"2445","spu00770","ECB-GENEPAGE-23014561"
"2446","spu00630","ECB-GENEPAGE-23070531"
"2447","spu04146","ECB-GENEPAGE-23070531"
"2448","spu01200","ECB-GENEPAGE-23070531"
"2449","spu01100","ECB-GENEPAGE-23070531"
"2450","spu00630","ECB-GENEPAGE-23070535"
"2451","spu01200","ECB-GENEPAGE-23070535"
"2452","spu01100","ECB-GENEPAGE-23070535"
"2453","spu04146","ECB-GENEPAGE-23070535"
"2454","spu04080","ECB-GENEPAGE-23071796"
"2455","spu03440","ECB-GENEPAGE-23014617"
"2456","spu00982","ECB-GENEPAGE-23072555"
"2457","spu01100","ECB-GENEPAGE-23072653"
"2458","spu00480","ECB-GENEPAGE-23072653"
"2459","spu04144","ECB-GENEPAGE-23072747"
"2460","spu03450","ECB-GENEPAGE-23072788"
"2461","spu03008","ECB-GENEPAGE-23072849"
"2462","spu03040","ECB-GENEPAGE-23074402"
"2463","spu00480","ECB-GENEPAGE-23074812"
"2464","spu00330","ECB-GENEPAGE-23074812"
"2465","spu01100","ECB-GENEPAGE-23074812"
"2466","spu01100","ECB-GENEPAGE-23074822"
"2467","spu00640","ECB-GENEPAGE-23074822"
"2468","spu00020","ECB-GENEPAGE-23074822"
"2469","spu01200","ECB-GENEPAGE-23074822"
"2470","spu00330","ECB-GENEPAGE-23076509"
"2471","spu01230","ECB-GENEPAGE-23076509"
"2472","spu01100","ECB-GENEPAGE-23076509"
"2473","spu04120","ECB-GENEPAGE-23076624"
"2474","spu03013","ECB-GENEPAGE-23076659"
"2475","spu04146","ECB-GENEPAGE-23074838"
"2476","spu00630","ECB-GENEPAGE-23074838"
"2477","spu01200","ECB-GENEPAGE-23074838"
"2478","spu01100","ECB-GENEPAGE-23074838"
"2479","spu04080","ECB-GENEPAGE-23015067"
"2480","spu04080","ECB-GENEPAGE-23077047"
"2481","spu04080","ECB-GENEPAGE-23077489"
"2482","spu01100","ECB-GENEPAGE-23077797"
"2483","spu04142","ECB-GENEPAGE-23077797"
"2484","spu00531","ECB-GENEPAGE-23077797"
"2485","spu00510","ECB-GENEPAGE-23077817"
"2486","spu01100","ECB-GENEPAGE-23077817"
"2487","spu00513","ECB-GENEPAGE-23077817"
"2488","spu00533","ECB-GENEPAGE-23077817"
"2489","spu01100","ECB-GENEPAGE-23077493"
"2490","spu00330","ECB-GENEPAGE-23077493"
"2491","spu01100","ECB-GENEPAGE-23077653"
"2492","spu00790","ECB-GENEPAGE-23077653"
"2493","spu01100","ECB-GENEPAGE-23077743"
"2494","spu00510","ECB-GENEPAGE-23077743"
"2495","spu04141","ECB-GENEPAGE-23077743"
"2496","spu01100","ECB-GENEPAGE-23015137"
"2497","spu00920","ECB-GENEPAGE-23015137"
"2498","spu00270","ECB-GENEPAGE-23015137"
"2499","spu04122","ECB-GENEPAGE-23015137"
"2500","spu01100","ECB-GENEPAGE-23015174"
"2501","spu00190","ECB-GENEPAGE-23015174"
"2502","spu04080","ECB-GENEPAGE-23072933"
"2503","spu04350","ECB-GENEPAGE-23015430"
"2504","spu04144","ECB-GENEPAGE-23015430"
"2505","spu04150","ECB-GENEPAGE-23015430"
"2506","spu04310","ECB-GENEPAGE-23015430"
"2507","spu04080","ECB-GENEPAGE-23080786"
"2508","spu04146","ECB-GENEPAGE-23081019"
"2509","spu04350","ECB-GENEPAGE-23015435"
"2510","spu04310","ECB-GENEPAGE-23015435"
"2511","spu04150","ECB-GENEPAGE-23015435"
"2512","spu04144","ECB-GENEPAGE-23015435"
"2513","spu04350","ECB-GENEPAGE-23015524"
"2514","spu04136","ECB-GENEPAGE-23082403"
"2515","spu04140","ECB-GENEPAGE-23082403"
"2516","spu04070","ECB-GENEPAGE-23082446"
"2517","spu04145","ECB-GENEPAGE-23082561"
"2518","spu04145","ECB-GENEPAGE-23082565"
"2519","spu04145","ECB-GENEPAGE-23082577"
"2520","spu03013","ECB-GENEPAGE-23082586"
"2521","spu04145","ECB-GENEPAGE-23082627"
"2522","spu04145","ECB-GENEPAGE-23082631"
"2523","spu04145","ECB-GENEPAGE-23082639"
"2524","spu04146","ECB-GENEPAGE-23083279"
"2525","spu04130","ECB-GENEPAGE-23083374"
"2526","spu03015","ECB-GENEPAGE-23083430"
"2527","spu03010","ECB-GENEPAGE-23083570"
"2528","spu01100","ECB-GENEPAGE-23083579"
"2529","spu00532","ECB-GENEPAGE-23083579"
"2530","spu00534","ECB-GENEPAGE-23083579"
"2531","spu04120","ECB-GENEPAGE-23083574"
"2532","spu04141","ECB-GENEPAGE-23083574"
"2533","spu00670","ECB-GENEPAGE-23083993"
"2534","spu01100","ECB-GENEPAGE-23083993"
"2535","spu02010","ECB-GENEPAGE-23084030"
"2536","spu01100","ECB-GENEPAGE-23084110"
"2537","spu00310","ECB-GENEPAGE-23084110"
"2538","spu01100","ECB-GENEPAGE-23084213"
"2539","spu04142","ECB-GENEPAGE-23084213"
"2540","spu00531","ECB-GENEPAGE-23084213"
"2541","spu03013","ECB-GENEPAGE-23085311"
"2542","spu03015","ECB-GENEPAGE-23085311"
"2543","spu03460","ECB-GENEPAGE-23082674"
"2544","spu04330","ECB-GENEPAGE-23082674"
"2545","spu00480","ECB-GENEPAGE-23084082"
"2546","spu01100","ECB-GENEPAGE-23084082"
"2547","spu00564","ECB-GENEPAGE-23084806"
"2548","spu04080","ECB-GENEPAGE-23086455"
"2549","spu00534","ECB-GENEPAGE-23015858"
"2550","spu04080","ECB-GENEPAGE-23081338"
"2551","spu04080","ECB-GENEPAGE-23081360"
"2552","spu01100","ECB-GENEPAGE-23082442"
"2553","spu00980","ECB-GENEPAGE-23082442"
"2554","spu00983","ECB-GENEPAGE-23082442"
"2555","spu00053","ECB-GENEPAGE-23082442"
"2556","spu00860","ECB-GENEPAGE-23082442"
"2557","spu00040","ECB-GENEPAGE-23082442"
"2558","spu00982","ECB-GENEPAGE-23082442"
"2559","spu01240","ECB-GENEPAGE-23082442"
"2560","spu00830","ECB-GENEPAGE-23082442"
"2561","spu04080","ECB-GENEPAGE-23086169"
"2562","spu04080","ECB-GENEPAGE-23081356"
"2563","spu04080","ECB-GENEPAGE-23081364"
"2564","spu03420","ECB-GENEPAGE-23081442"
"2565","spu04120","ECB-GENEPAGE-23081442"
"2566","spu03040","ECB-GENEPAGE-23083352"
"2567","spu03013","ECB-GENEPAGE-23083352"
"2568","spu00330","ECB-GENEPAGE-23090460"
"2569","spu01100","ECB-GENEPAGE-23090460"
"2570","spu04144","ECB-GENEPAGE-23090921"
"2571","spu01240","ECB-GENEPAGE-23091333"
"2572","spu00760","ECB-GENEPAGE-23091333"
"2573","spu01100","ECB-GENEPAGE-23091333"
"2574","spu03008","ECB-GENEPAGE-23017232"
"2575","spu03013","ECB-GENEPAGE-23017232"
"2576","spu04080","ECB-GENEPAGE-23089432"
"2577","spu04080","ECB-GENEPAGE-23089440"
"2578","spu04120","ECB-GENEPAGE-23089573"
"2579","spu04080","ECB-GENEPAGE-23089646"
"2580","spu04080","ECB-GENEPAGE-23089658"
"2581","spu04080","ECB-GENEPAGE-23089666"
"2582","spu04142","ECB-GENEPAGE-23009454"
"2583","spu00600","ECB-GENEPAGE-23087712"
"2584","spu00565","ECB-GENEPAGE-23087712"
"2585","spu01100","ECB-GENEPAGE-23087712"
"2586","spu00400","ECB-GENEPAGE-23087850"
"2587","spu01230","ECB-GENEPAGE-23087850"
"2588","spu00790","ECB-GENEPAGE-23087850"
"2589","spu00360","ECB-GENEPAGE-23087850"
"2590","spu01100","ECB-GENEPAGE-23087850"
"2591","spu01100","ECB-GENEPAGE-23017514"
"2592","spu04142","ECB-GENEPAGE-23017514"
"2593","spu04145","ECB-GENEPAGE-23017514"
"2594","spu00190","ECB-GENEPAGE-23017514"
"2595","spu04150","ECB-GENEPAGE-23017669"
"2596","spu04080","ECB-GENEPAGE-23094855"
"2597","spu04080","ECB-GENEPAGE-23096029"
"2598","spu04080","ECB-GENEPAGE-23096787"
"2599","spu01100","ECB-GENEPAGE-23097744"
"2600","spu00053","ECB-GENEPAGE-23097744"
"2601","spu00830","ECB-GENEPAGE-23097744"
"2602","spu00980","ECB-GENEPAGE-23097744"
"2603","spu00983","ECB-GENEPAGE-23097744"
"2604","spu00040","ECB-GENEPAGE-23097744"
"2605","spu00860","ECB-GENEPAGE-23097744"
"2606","spu00982","ECB-GENEPAGE-23097744"
"2607","spu01240","ECB-GENEPAGE-23097744"
"2608","spu04141","ECB-GENEPAGE-23092371"
"2609","spu01100","ECB-GENEPAGE-23093569"
"2610","spu00515","ECB-GENEPAGE-23093569"
"2611","spu04146","ECB-GENEPAGE-23093616"
"2612","spu04080","ECB-GENEPAGE-23018047"
"2613","spu01100","ECB-GENEPAGE-23094325"
"2614","spu00513","ECB-GENEPAGE-23094325"
"2615","spu00513","ECB-GENEPAGE-23094330"
"2616","spu01100","ECB-GENEPAGE-23094330"
"2617","spu01100","ECB-GENEPAGE-23094399"
"2618","spu00513","ECB-GENEPAGE-23094399"
"2619","spu01100","ECB-GENEPAGE-23094408"
"2620","spu00513","ECB-GENEPAGE-23094408"
"2621","spu01100","ECB-GENEPAGE-23092612"
"2622","spu00830","ECB-GENEPAGE-23092612"
"2623","spu01240","ECB-GENEPAGE-23095329"
"2624","spu00830","ECB-GENEPAGE-23095329"
"2625","spu00830","ECB-GENEPAGE-23093435"
"2626","spu00830","ECB-GENEPAGE-23093603"
"2627","spu01240","ECB-GENEPAGE-23096099"
"2628","spu01100","ECB-GENEPAGE-23096099"
"2629","spu00740","ECB-GENEPAGE-23096099"
"2630","spu04144","ECB-GENEPAGE-23097748"
"2631","spu04140","ECB-GENEPAGE-23097748"
"2632","spu04120","ECB-GENEPAGE-23097748"
"2633","spu03013","ECB-GENEPAGE-23095745"
"2634","spu03008","ECB-GENEPAGE-23095745"
"2635","spu01100","ECB-GENEPAGE-23101137"
"2636","spu00600","ECB-GENEPAGE-23101137"
"2637","spu04080","ECB-GENEPAGE-23103053"
"2638","spu04080","ECB-GENEPAGE-23104051"
"2639","spu00500","ECB-GENEPAGE-23097991"
"2640","spu01100","ECB-GENEPAGE-23097991"
"2641","spu04080","ECB-GENEPAGE-23098059"
"2642","spu04080","ECB-GENEPAGE-23100281"
"2643","spu00533","ECB-GENEPAGE-23101792"
"2644","spu00531","ECB-GENEPAGE-23009514"
"2645","spu04142","ECB-GENEPAGE-23009514"
"2646","spu01100","ECB-GENEPAGE-23009514"
"2647","spu00500","ECB-GENEPAGE-23097999"
"2648","spu01100","ECB-GENEPAGE-23097999"
"2649","spu00500","ECB-GENEPAGE-23098109"
"2650","spu01100","ECB-GENEPAGE-23098109"
"2651","spu01240","ECB-GENEPAGE-23098372"
"2652","spu00053","ECB-GENEPAGE-23098372"
"2653","spu01100","ECB-GENEPAGE-23098372"
"2654","spu01100","ECB-GENEPAGE-23018420"
"2655","spu00604","ECB-GENEPAGE-23018420"
"2656","spu00531","ECB-GENEPAGE-23098933"
"2657","spu00511","ECB-GENEPAGE-23098933"
"2658","spu00600","ECB-GENEPAGE-23098933"
"2659","spu00604","ECB-GENEPAGE-23098933"
"2660","spu00052","ECB-GENEPAGE-23098933"
"2661","spu01100","ECB-GENEPAGE-23098933"
"2662","spu04142","ECB-GENEPAGE-23098933"
"2663","spu01100","ECB-GENEPAGE-23099668"
"2664","spu00190","ECB-GENEPAGE-23099668"
"2665","spu04080","ECB-GENEPAGE-23009526"
"2666","spu01100","ECB-GENEPAGE-23100725"
"2667","spu00340","ECB-GENEPAGE-23100725"
"2668","spu04144","ECB-GENEPAGE-23100924"
"2669","spu04144","ECB-GENEPAGE-23101005"
"2670","spu00514","ECB-GENEPAGE-23101416"
"2671","spu01100","ECB-GENEPAGE-23101416"
"2672","spu00512","ECB-GENEPAGE-23101416"
"2673","spu01100","ECB-GENEPAGE-23102093"
"2674","spu00380","ECB-GENEPAGE-23102093"
"2675","spu00590","ECB-GENEPAGE-23102677"
"2676","spu01100","ECB-GENEPAGE-23102677"
"2677","spu00790","ECB-GENEPAGE-23102677"
"2678","spu00980","ECB-GENEPAGE-23102677"
"2679","spu01100","ECB-GENEPAGE-23102928"
"2680","spu00790","ECB-GENEPAGE-23102928"
"2681","spu00590","ECB-GENEPAGE-23102928"
"2682","spu00980","ECB-GENEPAGE-23102928"
"2683","spu04080","ECB-GENEPAGE-23098067"
"2684","spu00500","ECB-GENEPAGE-23098105"
"2685","spu01100","ECB-GENEPAGE-23098105"
"2686","spu04080","ECB-GENEPAGE-23099738"
"2687","spu01100","ECB-GENEPAGE-23104170"
"2688","spu00600","ECB-GENEPAGE-23104170"
"2689","spu03050","ECB-GENEPAGE-23104369"
"2690","spu00430","ECB-GENEPAGE-23106594"
"2691","spu01100","ECB-GENEPAGE-23106594"
"2692","spu04146","ECB-GENEPAGE-23106594"
"2693","spu01040","ECB-GENEPAGE-23106594"
"2694","spu04150","ECB-GENEPAGE-23018981"
"2695","spu00563","ECB-GENEPAGE-23107238"
"2696","spu01100","ECB-GENEPAGE-23107238"
"2697","spu04080","ECB-GENEPAGE-23018584"
"2698","spu00630","ECB-GENEPAGE-23107815"
"2699","spu04146","ECB-GENEPAGE-23107815"
"2700","spu01100","ECB-GENEPAGE-23107815"
"2701","spu01200","ECB-GENEPAGE-23107815"
"2702","spu01100","ECB-GENEPAGE-23107819"
